代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
002446,盛路通信,18.8,0.128㈡,3.41,0,1.81,0.52,80.68,          3.76㈡,31.28,16.4,12.91
002447,壹桥海参,7.58,0.056㈡,2.25,0,0.46,0.72,67.49,          2.49㈡,71.18,6.74,32.09
002448,中原内配,8.21,0.170㈡,3.31,0,0.93,1.24,76.21,          5.15㈡,36.63,7.42,16.83
002449,国星光电,10.54,0.190㈡,6.26,6.26,3.38,1.09,62.2,          3.11㈡,21.94,9.7,9.22
002450,康得新,29.68,0.459㈡,3.74,0,0.81,1.89,42.3,         12.29㈡,38.02,27.5,19.97
002451,摩恩电气,9.02,0.037㈡,1.55,0,0.16,0.37,39.86,          2.39㈡,28.02,8.08,6
002452,长高集团,--  ,0.063㈡,2.26,2.26,0.43,0.74,84.3,          2.80㈡,40.74,--  ,17.33
002453,天马精化,--  ,0.048㈡,2.1,0,0.6,0.46,56.56,          2.28㈡,17.36,--  ,4.83
002454,松芝股份,12.24,0.332㈡,5.74,0,2.08,2.33,63.39,          5.78㈡,28.53,10.91,10.24
002455,百川股份,8.34,0.058㈡,1.64,0,0.08,0.5,36.54,          3.54㈡,9.27,8.34,2.29
002456,欧菲光,20.28,0.259㈡,5.81,0,3.09,1.67,39.87,          4.46㈡,11.62,18.56,3.07
002457,青龙管业,9.38,0.048㈡,5.21,0,2.45,1.6,74.81,          0.93㈡,26.91,8.55,5.15
002458,益生股份,17.86,-0.677㈡,1.81,1.81,1.53,-0.84,28.93,        -37.21㈡,-36.05,16.08,-60.31
002459,天业通联,12.97,-0.050㈡,3.86,0,4.26,-1.49,88.55,         -1.30㈡,18.16,12.34,-18.95
002460,赣锋锂业,19.78,0.137㈡,3.94,3.94,2.05,0.72,67.95,          3.63㈡,19.85,17.01,9.37
002461,珠江啤酒,10.78,0.056㈡,4.91,0,2.34,1.36,52.45,          1.15㈡,39.8,9.7,2.2
002462,嘉事堂,30.87,0.374㈡,5.62,0,1.49,2.79,25.86,          6.66㈡,13.26,28,2.44
002463,沪电股份,4.85,-0.025㈡,1.9,0,0.1,0.66,56.56,         -1.32㈡,7.39,4.45,-2.55
002464,金利科技,--  ,-0.805㈡,4.35,0,4.17,-1.02,89.24,        -18.52㈡,24.12,--  ,-58.23
002465,海格通信,25.97,0.170㈡,4.92,4.92,2.42,1.04,58.98,          3.44㈡,47.17,23.06,12.79
002466,天齐锂业,58.47,0.158㈡,11.13,0,12.46,0.32,39.74,          1.42㈡,47.36,51,5.42
002467,二六三,10.59,0.083㈡,1.95,0,0.15,0.64,84.19,          4.23㈡,70.43,9.35,18.43
002468,艾迪西,--  ,0.017㈡,2.2,0,0.79,0.32,42.78,          0.78㈡,12.87,--  ,0.81
002469,三维工程,12.38,0.194㈡,3.41,0,0.9,1.34,79.45,          5.70㈡,34.8,11.31,22.23
002470,金正大,19.05,0.413㈡,4.78,0,1.62,2,64.15,          8.64㈡,15.94,17.26,6.66
002471,中超电缆,21.86,0.121㈡,3.29,0,1.53,0.66,27.71,          3.68㈡,14.85,21.86,2.65
002472,双环传动,16.16,0.220㈡,5.52,0,2.27,2.08,63.72,          3.87㈡,24.67,14.88,8.89
002473,圣莱达,--  ,-0.050㈡,2.39,0,1.39,-0.07,89.71,         -2.09㈡,14.75,--  ,-16.88
002474,榕基软件,--  ,0.032㈡,2.2,0,0.58,0.53,81.67,          1.44㈡,47.47,--  ,8.48
002475,立讯精密,29.07,0.306㈡,3.93,0,1.47,1.42,47.7,          7.78㈡,20.79,26.98,8.62
002476,宝莫股份,7.75,0.031㈡,1.66,0,0.34,0.28,69.2,          1.89㈡,19.81,6.86,6.22
002477,雏鹰农牧,11.74,0.005㈡,3.99,0,2.53,0.35,45.17,          0.12㈡,7.75,10.4,0.41
002478,常宝股份,11.2,0.228㈡,7.17,0,2.77,2.82,74.84,          3.18㈡,16.1,10.3,6.58
002479,富春环保,10.6,0.140㈡,2.99,2.99,1.07,0.64,58.88,          4.53㈡,12.89,9.77,6.27
002480,新筑股份,10.39,-0.036㈡,3.79,0,2.24,0.46,48.86,         -0.94㈡,21.78,9.06,-3.59
002481,双塔食品,--  ,0.214㈡,4.95,0,2.72,1.12,63.88,          4.32㈡,29.21,--  ,19.98
002482,广田股份,17.19,0.320㈡,8.39,0,4.06,2.96,37.65,          3.67㈡,16.94,15.49,4.53
002483,润邦股份,9.9,0.080㈡,6.11,6.11,3.12,1.2,59.36,          1.16㈡,20.08,8.77,2.64
002484,江海股份,16.2,0.202㈡,4.86,0,2.04,1.5,81.58,          4.15㈡,25.53,14.71,12.76
002485,希努尔,14.7,0.016㈡,6.1,0,3.94,0.92,74.32,          0.27㈡,30.72,13.92,1.03
002486,嘉麟杰,4.67,-0.037㈡,1.19,0,0,0.14,57.24,         -3.15㈡,20.92,4.29,-9.57
002487,大金重工,6.84,0.061㈡,2.93,0,1.41,0.46,70.47,          2.08㈡,23.21,6.08,10.6
002488,金固股份,15.78,0.081㈡,3.1,0,1.65,0.37,42.78,          2.61㈡,27.41,13.62,5.92
002489,浙江永强,22.03,0.733㈡,5.73,0,2.9,1.34,64.82,         12.80㈡,23.58,19.89,23.03
002490,山东墨龙,7.73,0.013㈡,3.39,0,1.06,1.1,45.63,          0.38㈡,17.14,7,0.94
002491,通鼎互联,9.5,0.066㈡,2.23,2.23,0.59,0.61,52.04,          2.95㈡,21.46,8.5,5.33
002492,恒基达鑫,9,0.049㈡,4.09,0,2.05,0.91,74.12,          1.19㈡,31.44,8.01,19.42
002493,荣盛石化,16.33,0.150㈡,6.01,0,2.2,2.61,19.23,          2.49㈡,5.06,15,1.36
002494,华斯股份,9.45,0.029㈡,4.02,0,2.03,0.88,64.23,          0.72㈡,30.16,8.28,4.16
002495,佳隆股份,5.5,0.046㈡,1.62,0,0.48,0.08,93.82,          2.87㈡,38.4,4.99,17.19
002496,辉丰股份,15.1,0.300㈡,7.78,0,4.81,1.75,51.89,          3.63㈡,19.91,13.85,7.31
002497,雅化集团,5.62,0.076㈡,2.28,0,0.39,0.74,74.35,          3.33㈡,40.07,5.22,11.21
002498,汉缆股份,16.81,0.167㈡,4,0,1.14,1.65,73.31,          4.18㈡,17.4,15.04,8.64
002499,科林环保,24,0.140㈡,3.69,0,1.86,0.73,69.95,          3.81㈡,21.75,21.65,15.65
002500,山西证券,10.72,0.478㈡,3.35,0,1.26,0.73,14.5,         14.26㈡,--  ,10.05,49.45
002501,利源精制,9.91,0.265㈡,3.85,0,1.55,1.15,47.39,          6.88㈡,35.97,8.9,22.78
002502,骅威股份,--  ,0.070㈡,4.97,0,3.25,0.62,91.64,          1.41㈡,46.26,--  ,14.85
002503,搜于特,10.33,0.105㈡,2.14,0,0.46,0.59,67.88,          4.91㈡,38.36,9.26,12.63
002504,弘高创意,17,0.269㈡,1.83,0,0.45,1.16,23.38,         14.73㈡,17.17,15.1,6.91
002505,大康牧业,5.7,0.004㈡,2,0,0.96,0.04,82.05,          0.20㈡,0.92,5.3,1.17
002506,协鑫集成,8.19,0.074㈡,0.2,0,0.77,-1.6,8.15,         37.59㈡,9.22,7.11,5.27
002507,涪陵榨菜,16.49,0.282㈡,3.75,0,1.58,1.35,82.62,          7.52㈡,45.18,15.39,19.12
002508,老板电器,34.6,0.631㈡,5.55,0,1.66,2.55,64.94,         11.37㈡,57.4,32.98,15.02
002509,天广消防,12.35,0.146㈡,3.37,0,1.31,0.95,82.47,          4.32㈡,32.42,11.1,18.45
002510,天汽模,9.34,0.198㈡,4.15,0,1.57,1.45,45.71,          4.78㈡,24.2,8.55,9.65
002511,中顺洁柔,7.61,0.094㈡,4.91,0,2.62,1.24,52.64,          1.91㈡,30.89,7,3.52
002512,达华智能,34.28,0.039㈡,4.03,0,1.98,0.8,53.05,          0.96㈡,26.22,29.6,3.34
002513,蓝丰生化,11.97,-0.043㈡,5.36,0,2.87,1.17,42.44,         -0.80㈡,19.25,10.76,-1.58
002514,宝馨科技,--  ,0.114㈡,3.52,0,1.97,0.48,77.47,          3.24㈡,29.42,--  ,12.1
002515,金字火腿,20.26,0.060㈡,3.75,0,2.21,0.47,94.06,          1.60㈡,38.02,18.03,19.07
002516,旷达科技,10.25,0.210㈡,2.99,0,1.07,1.02,37.92,          6.56㈡,38.32,9.35,14.34
002517,泰亚股份,35.5,0.026㈡,3.42,0,1.88,0.45,76.37,          0.76㈡,19.13,31,2.54
002518,科士达,18.19,0.269㈡,5.36,0,2.47,1.71,77.77,          5.02㈡,31.29,16.44,12.82
002519,银河电子,16.58,0.170㈡,3.61,0,1.85,0.62,80.42,          4.56㈡,34.16,14.89,14.83
002520,日发精机,16.8,0.074㈡,2.07,0,0.71,0.23,50.18,          3.57㈡,39.77,14.97,7.57
002521,齐峰新材,9.05,0.310㈡,6.51,0,4.02,1.36,78.59,          4.04㈡,23.08,8.45,11.32
002522,浙江众成,12.17,0.027㈡,1.51,0,0.31,0.14,69.9,          1.75㈡,28.99,10.35,10.24
002523,天桥起重,6.6,0.019㈡,2.48,2.48,0.75,0.32,69.8,          1.01㈡,22.06,6.04,4.84
002524,光正集团,6,-0.020㈡,1.51,0,0.59,-0.14,39.99,         -1.36㈡,32.75,5.45,-5.17
002526,山东矿机,8.22,0.022㈡,3.68,0,2.07,0.5,57,          0.61㈡,19.55,7.45,2.41
002527,新时达,--  ,0.142㈡,3.52,0,1.47,0.94,68.79,          4.04㈡,35.9,--  ,12.56
002528,英飞拓,--  ,-0.014㈡,3.04,0,1.91,0.12,84.51,         -0.47㈡,41.71,--  ,-1.36
002529,海源机械,20.77,-0.090㈡,4.89,0,3.12,0.57,85.58,         -1.85㈡,26.96,18.4,-20.96
002530,丰东股份,--  ,0.056㈡,2.53,0,0.78,0.65,67.96,          2.22㈡,29.1,--  ,7.15
002531,天顺风能,10.38,0.145㈡,2.42,0,0.69,0.63,50.91,          6.00㈡,26.17,9.17,12.75
002532,新界泵业,10.68,0.212㈡,3.6,0,1.2,1.21,68.98,          5.89㈡,27.32,9.4,11.87
002533,金杯电工,6.19,0.091㈡,3.55,0,1.43,1.1,66.85,          2.55㈡,13.49,5.7,3.38
002534,杭锅股份,11.62,-0.499㈡,5.96,0,2.6,1.9,34.61,         -8.36㈡,21.8,10.65,-16.41
002535,林州重机,--  ,-0.047㈡,5.22,0,3.36,0.72,41.48,         -0.89㈡,10.34,--  ,-3.72
002536,西泵股份,27.5,0.330㈡,15.75,0,11.85,2.59,56.19,          1.83㈡,22.43,25.92,3.38
002537,海立美达,--  ,0.272㈡,4.89,0,2.57,1.26,50.16,          5.55㈡,13.37,--  ,7.37
002538,司尔特,10.74,0.200㈡,3.13,0,0.8,1.19,49.92,          6.38㈡,18,9.4,7.41
002539,新都化工,21.3,0.270㈡,7.1,7.1,3.18,1.61,28.9,          3.83㈡,16.82,18.99,3.1
002540,亚太科技,8.23,0.134㈡,2.5,0,0.68,0.75,87.28,          5.34㈡,21.93,7.6,11.62
002541,鸿路钢构,14.19,0.343㈡,9.09,0,4.46,3.37,33.75,          3.77㈡,20.31,13.29,6.12
002542,中化岩土,10.36,0.073㈡,1.66,0,0.32,0.28,52.6,          4.38㈡,25.54,9.35,9.02
002543,万和电气,12.78,0.457㈡,6.14,0,2.84,2.12,69.34,          7.43㈡,30.68,11.5,9.46
002544,杰赛科技,--  ,0.031㈡,2.2,0,0.42,0.69,40.08,          1.39㈡,22.11,--  ,2.06
002545,东方铁塔,--  ,0.134㈡,11.05,0,5.87,3.66,70.06,          1.21㈡,19.51,--  ,7.05
002546,新联电子,15.61,0.251㈡,5.18,0,1.89,2.02,78.03,          4.85㈡,40.24,13.8,19.29
002547,春兴精工,24.5,0.233㈡,5.24,0,3.4,0.8,62.08,          4.45㈡,20.69,21.66,7.42
002548,金新农,11.28,0.112㈡,2.62,0,0.98,0.57,57.98,          4.26㈡,11.43,10.05,2.73
002549,凯美特气,14.54,-0.055㈡,1.4,0,0.04,0.32,63.84,         -3.92㈡,-81.14,14.54,-112.87
002550,千红制药,12.75,0.208㈡,3.34,0,1.1,1.06,87.5,          6.22㈡,65.65,11.6,40.24
002551,尚荣医疗,17.65,0.158㈡,3.24,0,1.57,0.78,49.23,          4.87㈡,22.48,15.66,7.94
002552,宝鼎重工,11.11,0.019㈡,2.7,0,1.13,0.48,73.94,          0.70㈡,16.92,10.05,3.69
002553,南方轴承,--  ,0.113㈡,1.81,0,0.16,0.57,92.21,          6.27㈡,33.32,--  ,25.98
002554,惠博普,9,0.140㈡,3.99,0,2.04,0.9,70.76,          3.36㈡,29.69,8.53,9.75
002555,顺荣三七,28.56,0.247㈡,3.25,0,1.94,0.25,69.44,          7.60㈡,60.89,24.61,10.06
002556,辉隆股份,13.38,0.202㈡,4.43,0,2.19,1.1,33.77,          4.57㈡,4.79,11.7,1.78
002557,洽洽食品,13.33,0.284㈡,5.2,0,3.13,0.84,69.03,          5.47㈡,32.28,12,9.58
002558,世纪游轮,--  ,0.018㈡,9.34,0,6.18,1.77,93.27,          0.19㈡,17.55,--  ,0.54
002559,亚威股份,11.45,0.152㈡,3.67,0,1.65,0.87,77.53,          4.14㈡,26.74,10.07,11.03
002560,通达股份,20.5,0.207㈡,9.99,0,6.78,1.97,66.17,          2.08㈡,12.6,18.36,6.47
002561,徐家汇,12.86,0.316㈡,4.44,0,1.26,1.76,82.34,          7.12㈡,29.95,11.05,12.72
002562,兄弟科技,15.39,0.147㈡,3.91,0,1.99,0.79,72.3,          3.75㈡,23.08,14.1,7.6
002563,森马服饰,20.59,0.315㈡,6.16,0,2.83,1.87,83.17,          5.12㈡,37.28,19.5,12.54
002564,天沃科技,7.93,0.062㈡,3.97,0,2.06,0.8,40.88,          1.57㈡,23.43,7.2,4.41
002565,上海绿新,6.99,0.074㈡,2.43,0,0.86,0.49,52.13,          3.05㈡,27.79,6.18,6.8
002566,益盛药业,17.69,0.167㈡,5.35,0,2.51,1.59,64.06,          3.12㈡,68.92,15.49,12.11
002567,唐人神,8.26,0.054㈡,4.18,0,1.8,1.01,47.99,          1.29㈡,8.64,7.45,0.49
002568,百润股份,83.36,1.368㈡,3.48,0,0.48,1.68,73.46,         39.36㈡,78.47,74,36.31
002569,步森股份,17.72,-0.041㈡,3.58,0,2.28,0.11,65.49,         -1.16㈡,36.84,16.58,-3.23
002570,贝因美,11.43,-0.101㈡,3.39,0,1.16,1.01,74.14,         -2.97㈡,54.22,10.7,-5.81
002571,德力股份,--  ,0.013㈡,4.05,0,2.31,0.65,73.77,          0.33㈡,24.28,--  ,1.2
002572,索菲亚,35.5,0.306㈡,4.42,0,1.85,1.42,70.19,          6.94㈡,35.87,34.7,11.66
002573,清新环境,16.33,0.195㈡,2.4,0,0.62,0.68,49.18,          8.13㈡,34.98,14.5,21.73
002574,明牌珠宝,--  ,0.126㈡,5.79,0,3.13,1.48,62.97,          2.17㈡,7.25,--  ,2.03
002575,群兴玩具,--  ,0.022㈡,1.51,0,0.26,0.21,89.98,          1.44㈡,21.61,--  ,7.49
002576,通达动力,17.68,0.019㈡,5.12,0,3.31,0.68,74.2,          0.36㈡,9.67,15.59,0.72
002577,雷柏科技,--  ,-0.019㈡,4.97,0,3.47,0.44,72.52,         -0.39㈡,35.02,--  ,-2.36
002578,闽发铝业,6.8,0.035㈡,2.26,0,0.75,0.43,72.49,          1.56㈡,8.5,6.43,2.91
002579,中京电子,7.9,0.030㈡,1.8,0,0.42,0.34,55.82,          1.64㈡,14.35,7.02,4.17
002580,圣阳股份,11.26,0.086㈡,4.9,0,2.85,0.94,58.85,          1.75㈡,19.65,10.09,2.84
002581,万昌科技,21.32,0.182㈡,2.84,0,1.54,0.65,96.96,          6.41㈡,38.78,19.3,26.55
002582,好想你,15.83,0.240㈡,9.63,0,5.66,2.56,64.41,          2.49㈡,44.57,14.94,6.11
002583,海能达,15.86,-0.003㈡,2.87,2.87,1.26,0.54,56,         -0.10㈡,51.39,14.09,-0.27
002584,西陇化工,22.98,0.238㈡,5.74,0,2.91,1.56,66.27,          4.15㈡,18.72,20.08,4.42
002585,双星新材,9.15,0.093㈡,7.21,0,5.07,1,88.88,          1.29㈡,10.18,8.31,6.43
002586,围海股份,11.21,0.021㈡,2.11,0,0.58,0.43,39.49,          0.99㈡,13.14,11.21,1.79
002587,奥拓电子,7.9,0.004㈡,1.54,0,0.07,0.38,84.57,          0.27㈡,43.04,7.02,1.07
002588,史丹利,22.42,0.560㈡,5.68,5.68,1.48,2.9,60.95,          9.88㈡,22.67,20,9.8
002589,瑞康医药,--  ,0.400㈡,11.1,0,7.72,2.23,41.62,          3.36㈡,9.65,--  ,2.29
002590,万安科技,8.35,0.125㈡,1.87,0,0.16,0.65,40.81,          6.68㈡,23.67,7.5,6.35
002591,恒大高新,13.35,0.062㈡,2.92,0,1.16,0.64,82.71,          2.12㈡,28.65,12.12,18.95
002592,八菱科技,51.19,0.310㈡,5.5,0,2.64,1.51,86.2,          5.63㈡,24.25,46.17,25.11
002593,日上集团,17.8,0.110㈡,7.45,0,5.13,1.31,53.21,          1.36㈡,18.13,15.75,3.6
002594,比亚迪,51.5,0.188㈡,10.44,0,4.16,4.48,27.13,          1.81㈡,17.44,47.2,1.48
002595,豪迈科技,20,0.394㈡,3.34,0,0.63,1.52,87.92,         11.78㈡,43.73,18.05,29.33
002596,海南瑞泽,--  ,-0.071㈡,5.05,0,3.04,0.92,66.38,         -1.40㈡,12.74,--  ,-3.44
002597,金禾实业,7.79,0.208㈡,3.46,0,0.9,1.29,56.12,          6.00㈡,16.03,7.09,7.43
002598,山东章鼓,9.93,0.088㈡,2.33,0,0.68,0.5,74.16,          3.76㈡,38.53,8.38,12.58
002599,盛通股份,18.1,0.094㈡,4.54,0,2.06,1.3,48.83,          2.07㈡,17.4,16.83,3.72
002600,江粉磁材,--  ,0.006㈡,1.92,0,0.71,0.16,38.48,          0.33㈡,8.04,--  ,0.25
002601,佰利联,25.58,0.240㈡,11.7,0,6.81,3.46,41.52,          1.95㈡,18.79,22.8,3.53
002602,世纪华通,--  ,0.140㈡,3.62,0,1.85,0.71,81.56,          3.88㈡,28.23,--  ,11.5
002603,以岭药业,14.13,0.198㈡,4.19,0,1.48,1.54,85.92,          4.72㈡,63.49,13.08,13.06
002604,龙力生物,--  ,0.100㈡,3.72,0,1.78,0.81,72.85,          1.88㈡,26.8,--  ,9.5
002605,姚记扑克,--  ,0.167㈡,2.71,0,0.44,1.15,67.36,          6.16㈡,30.46,--  ,14.21
002606,大连电瓷,11.45,-0.067㈡,3.51,0,1.52,0.86,50.64,         -1.91㈡,26.42,9.8,-7.39
002607,亚夏汽车,7.96,0.007㈡,2.27,0,0.57,0.6,23.4,          0.32㈡,6.5,7.18,0.11
002608,*ST舜船,--  ,-0.970㈡,-0.4,0,1.39,-2.93,-1.77,--  ,2.56,--  ,-35.63
002609,捷顺科技,14.25,0.053㈡,1.38,0,0.03,0.36,76.46,          3.84㈡,53.79,12.45,15.29
002610,爱康科技,9.18,0.066㈡,3.24,0,1.94,0.26,24.79,          2.05㈡,20.16,8.25,3.52
002611,东方精工,9.13,0.045㈡,1.6,0,0.09,0.4,46.8,          2.80㈡,26.02,8.28,5.37
002612,朗姿股份,27.99,0.216㈡,11.47,0,8.26,1.96,70.45,          1.89㈡,59.52,24.2,7.6
002613,北玻股份,5.83,0.033㈡,2.07,0,0.61,0.38,74.22,          1.59㈡,29.7,5.4,5.93
002614,蒙发利,9.38,0.106㈡,3.98,0,1.98,1.05,65.99,          2.67㈡,33.22,8.33,4.86
002615,哈尔斯,12.82,0.081㈡,3.37,0,1.39,0.81,79.4,          2.41㈡,29.37,11.2,4.39
002616,长青集团,22.6,0.139㈡,4.72,4.72,2.63,0.93,63.27,          3.03㈡,24.13,21,6.93
002617,露笑科技,23.71,0.177㈡,4.89,0,2.92,0.86,38.9,          3.62㈡,13.27,20.88,2.88
002618,丹邦科技,19.06,0.159㈡,8.84,0,5.9,1.75,70.72,          1.80㈡,37.88,17.09,13.91
002619,巨龙管业,24.48,0.240㈡,9.71,0,8.25,0.41,86.19,          1.97㈡,66.37,21.35,29.77
002620,瑞和股份,23.1,0.317㈡,8.79,0,4.69,2.59,48.47,          3.61㈡,14.28,20.5,4.66
002621,三垒股份,17.8,0.109㈡,4.89,0,2.26,1.46,96.24,          2.23㈡,40.94,16.69,31
002622,永大集团,--  ,0.090㈡,2.64,0,1,0.57,76.79,          3.40㈡,55.65,--  ,74.87
002623,亚玛顿,24.1,0.292㈡,13.42,0,9.29,2.8,81.34,          2.17㈡,16.98,21.99,9.88
002624,完美环球,--  ,0.081㈡,1.59,0,0.05,0.38,34.55,          5.11㈡,50.72,--  ,16.01
002625,龙生股份,32.67,0.066㈡,1.66,0,0.09,0.53,77.62,          3.97㈡,25.63,27,9.69
002626,金达威,9.37,0.148㈡,2.47,0,0.47,0.89,74.03,          5.99㈡,40.13,8.2,15.6
002627,宜昌交运,16.05,0.188㈡,6.73,0,3.11,2.23,44.85,          2.79㈡,14.59,14.6,3.54
002628,成都路桥,6,0.015㈡,3.53,0,1.14,1.23,43.08,          0.43㈡,13.64,5.26,2.13
002629,仁智油服,--  ,-0.106㈡,1.71,0,0.22,0.42,79.2,         -6.22㈡,-6.41,--  ,-43.79
002630,华西能源,9.08,0.153㈡,3.87,0,2.2,1.04,34.66,          3.96㈡,20.31,8.41,6.65
002631,德尔家居,12.1,0.125㈡,2.3,0,0.63,0.6,87.68,          5.44㈡,36.73,10.68,22.47
002632,道明光学,13.8,0.090㈡,4.64,0,2.85,0.71,91.41,          1.76㈡,30.66,12.31,10.5
002633,*ST申科,16.99,-0.110㈡,3.32,0,2,0.21,65.52,         -3.30㈡,15.91,16.31,-15.11
002634,棒杰股份,18.31,0.131㈡,5.13,0,2.7,1.26,85.89,          2.56㈡,26.68,16.5,10.65
002635,安洁科技,17.75,0.190㈡,5.81,5.81,3.22,1.09,68.32,          3.33㈡,27.05,15.65,11.05
002636,金安国纪,--  ,0.050㈡,1.88,0,0.26,0.56,54.78,          2.67㈡,10.07,--  ,2.94
002637,赞宇科技,16.96,0.076㈡,7.28,0,3.92,2.13,57.62,          1.04㈡,9.67,14.88,0.87
002638,勤上光电,--  ,0.045㈡,5.97,0,3.56,1.24,69.78,          0.76㈡,27.53,--  ,3.82
002639,雪人股份,--  ,0.043㈡,7.88,0,5.7,0.94,64.97,          0.54㈡,25.17,--  ,2.31
002640,跨境通,62.88,0.358㈡,8.97,0,6.59,1.25,79.19,          4.00㈡,56.92,54.7,6.31
002641,永高股份,7.96,0.138㈡,2.63,0,0.47,1.01,60.5,          5.27㈡,29.57,7.21,7.93
002642,荣之联,29.84,0.151㈡,6.3,0,4.34,0.95,80.02,          2.40㈡,36.34,25.98,9.41
002643,万润股份,--  ,0.220㈡,7.07,0,4.8,1.06,88.8,          2.91㈡,33.64,--  ,11.39
002644,佛慈制药,14.49,0.038㈡,2.37,0,1.24,0.62,79.34,          1.58㈡,25.95,12.74,11.7
002645,华宏科技,--  ,0.008㈡,4.4,0,2.01,1.17,81.29,          0.18㈡,21.27,--  ,0.98
002646,青青稞酒,19,0.410㈡,5.1,0,1.9,2.02,76.96,          8.03㈡,66.64,17.55,25.52
002647,宏磊股份,--  ,0.013㈡,4.52,0,2.32,1.07,38.3,          0.30㈡,3.48,--  ,0.16
002648,卫星石化,8.18,-0.143㈡,4.33,0,1.86,1.15,44.48,         -3.30㈡,2.7,7.32,-5.25
002649,博彦科技,37.5,0.767㈡,9.77,0,6.08,2.84,75.93,          7.84㈡,34.09,32.6,15.2
002650,加加食品,13.8,0.322㈡,4,0,1.95,0.89,75.59,          8.05㈡,29.83,12.45,16.35
002651,利君股份,--  ,0.155㈡,4.43,0,2.34,0.59,80.29,          3.51㈡,45.42,--  ,27.16
002652,扬子新材,--  ,0.083㈡,1.89,0,0.28,0.54,33.49,          4.40㈡,12.65,--  ,3.51
002653,海思科,21.95,0.199㈡,1.95,0,0.03,0.74,75.15,         10.20㈡,68.62,19.87,38.82
002654,万润科技,--  ,0.110㈡,5.22,0,3.27,0.85,65.65,          1.64㈡,30.31,--  ,6.73
002655,共达电声,--  ,0.025㈡,1.73,0,0.18,0.49,58.53,          1.46㈡,24.79,--  ,2.81
002656,卡奴迪路,17.44,0.120㈡,6.12,0,2.67,2.24,48.62,          1.96㈡,60.59,15.92,6.42
002657,中科金财,54.3,0.265㈡,4.97,0,2.65,1.21,66.76,          5.33㈡,28.81,46.8,13.69
002658,雪迪龙,19.73,0.148㈡,2.31,0,0.41,0.81,85.89,          6.40㈡,46.23,17.63,24.71
002659,中泰桥梁,13.26,-0.029㈡,1.9,0,0.59,0.23,29.53,         -1.52㈡,10.15,11.89,-3.83
002660,茂硕电源,8.99,-0.110㈡,3,0,1.71,0.22,52.39,         -3.37㈡,16.7,8.1,-8.61
002661,克明面业,33.5,0.610㈡,8.7,8.7,5.03,2.82,65.37,          6.76㈡,22.76,31,6.31
002662,京威股份,10.71,0.370㈡,5.53,0,2.79,1.47,86.63,          5.66㈡,30.63,9.6,13.58
002663,普邦园林,7.02,0.088㈡,2.33,0,0.66,0.6,69.13,          3.80㈡,25.01,6.15,12.43
002664,信质电机,21.98,0.215㈡,3.42,0,1.09,1.18,78.4,          6.30㈡,23.54,19.3,11.25
002665,首航节能,21.5,0.140㈡,3.66,0,1.78,0.78,58.11,          3.57㈡,43.09,19.8,22.18
002666,德联集团,8.48,0.096㈡,3.43,0,1.8,1.09,86.58,          2.81㈡,21.1,7.79,8.42
002667,鞍重股份,--  ,0.090㈡,5.64,0,2.42,1.97,87.2,          1.60㈡,48.91,--  ,15.7
002668,奥马电器,--  ,0.794㈡,9.68,0,2.73,5.38,42.17,          8.21㈡,25.03,--  ,5
002669,康达新材,17.5,0.295㈡,3.34,0,1.15,1.07,82.19,          8.85㈡,35.11,15.65,16.76
002670,华声股份,--  ,0.145㈡,3.88,0,2.15,0.57,60.76,          3.74㈡,14.83,--  ,4.86
002671,龙泉股份,--  ,0.043㈡,3.33,0,1.48,0.68,59.21,          1.29㈡,39.59,--  ,8.21
002672,东江环保,16.4,0.200㈡,2.98,0,0.41,1.53,42.14,          6.70㈡,33.58,14.9,15.52
002673,西部证券,17.85,0.560㈡,4.16,0,1.95,0.62,19.38,         13.05㈡,--  ,16.2,50.34
002674,兴业科技,12,0.059㈡,6.56,0,2.97,2.24,58.74,          0.89㈡,9.02,11.1,1.5
002675,东诚药业,38.9,0.289㈡,6.9,0,3.32,2.11,81.26,          4.18㈡,32.26,35.62,13.2
002676,顺威股份,22.99,0.137㈡,6.71,0,3.88,1.58,60.85,          2.04㈡,19.53,21.75,2.93
002677,浙江美大,--  ,0.135㈡,2.35,0,0.68,0.57,88.96,          5.75㈡,50.23,--  ,28.66
002678,珠江钢琴,12.95,0.095㈡,1.95,0,0.33,0.54,76.86,          4.89㈡,30.7,11.37,12.87
002679,福建金森,15.2,0.003㈡,4.95,0,2.46,1.39,43.18,          0.07㈡,73.91,13.98,0.67
002680,黄海机械,25.88,0.019㈡,5.21,0,2.9,1.13,93.21,          0.37㈡,35.84,23.5,5.98
002681,奋达科技,26.12,0.170㈡,3.71,0,1.81,0.81,79.37,          4.43㈡,26.17,23,14.3
002682,龙洲股份,10.79,0.084㈡,3.97,0,1.09,1.87,30.6,          2.13㈡,15.51,9.35,2.23
002683,宏大爆破,--  ,0.109㈡,3.41,0,2.05,0.86,52.16,          3.21㈡,25.34,--  ,5.72
002684,猛狮科技,16.95,0.012㈡,3.03,0,1.39,0.57,64.53,          0.39㈡,18.15,15.16,1.31
002685,华东重机,7.61,0.018㈡,1.43,0,0.14,0.25,66.84,          1.26㈡,9.06,7,1.59
