代码,名称,最高,每股收益,每股净资,调整后净资,每股公积,每股未分配,权益比,净益率%%,销售毛利率%%,今开,净利润率%%
300105,龙源技术,8.24,-0.062㈡,4.09,0,1.32,1.55,72.04,         -1.53㈡,22.12,7.3,-9.19
300106,西部牧业,12.16,0.110㈡,3.97,0,1.71,1.17,35.46,          2.77㈡,17.68,10.77,4.87
300107,建新股份,5.35,0.020㈡,1.63,0,0.29,0.29,94.57,          1.24㈡,18.5,4.9,5.17
300108,双龙股份,--  ,0.195㈡,3.73,0,2.15,0.53,69.66,          5.24㈡,38.51,--  ,23.59
300109,新开源,41.99,0.225㈡,3.6,0,1.6,0.88,86.57,          6.24㈡,40.39,37.34,20.4
300110,华仁药业,--  ,0.031㈡,2.21,0,0.51,0.63,55.55,          1.41㈡,49,--  ,4.15
300111,向日葵,5.35,0.002㈡,1.06,0,0.19,-0.18,37.23,          0.17㈡,19.72,4.86,0.27
300112,万讯自控,--  ,0.045㈡,1.98,0,0.55,0.49,80.08,          2.25㈡,45.59,--  ,7.47
300113,顺网科技,35.97,0.348㈡,3.93,0,1.45,1.34,79.91,          8.85㈡,79.2,31,25.35
300114,中航电测,29.4,0.207㈡,4.6,0,1.98,1.11,70.27,          4.49㈡,32.65,25.84,11.21
300115,长盈精密,27.58,0.410㈡,5.55,0,2.61,1.76,63.9,          7.07㈡,29.54,24.56,12.16
300116,坚瑞消防,--  ,0.018㈡,1.86,0,1.07,0.11,70.02,          0.98㈡,31.4,--  ,4.88
300117,嘉寓股份,8.03,0.107㈡,4.1,0,1.67,1.31,34.44,          2.60㈡,16.68,7.33,3.83
300118,东方日升,9.69,0.159㈡,4.29,0,3.13,0.1,39.65,          3.70㈡,22.97,8.73,6.38
300119,瑞普生物,11.63,0.121㈡,4.17,0,2.1,0.95,70.29,          2.91㈡,59.79,10.75,14.08
300120,经纬电材,12.58,0.029㈡,2.9,2.9,1.49,0.28,87.93,          1.00㈡,9.78,11.2,2.48
300121,阳谷华泰,8.47,0.067㈡,1.74,0,0.34,0.36,37.59,          3.82㈡,23.92,7.65,4.59
300122,智飞生物,19,0.135㈡,3.11,0,1.27,0.75,92.66,          4.35㈡,70.82,16.69,28.11
300123,太阳鸟,--  ,-0.026㈡,3.16,0,1.51,0.64,61.25,         -0.82㈡,22.54,--  ,-4.34
300124,汇川技术,37,0.417㈡,4.51,4.51,1.91,1.38,74.51,          9.22㈡,49.49,33.99,29.7
300125,易世达,20.79,-0.166㈡,9.08,0,6.87,1,49.04,         -1.83㈡,23.65,19.21,-20.23
300126,锐奇股份,14.42,0.062㈡,3.37,0,1.56,0.71,83.21,          1.83㈡,19.55,12.65,5.35
300127,银河磁体,10.45,0.114㈡,3.07,0,1.54,0.27,92.18,          3.71㈡,30.53,9.77,20.64
300128,锦富新材,15.69,-0.012㈡,4.98,0,3.12,0.78,64.74,         -0.25㈡,8.6,14.81,-0.43
300129,泰胜风能,6.88,0.117㈡,2.39,0,0.71,0.66,54.39,          4.91㈡,27.98,6.26,10.98
300130,新国都,19.24,0.154㈡,5.15,0,2.51,1.56,75.44,          2.99㈡,38.15,16.02,10.25
300131,英唐智控,--  ,0.007㈡,1.26,1.26,0.06,0.08,67.55,          0.74㈡,22.87,--  ,3.38
300132,青松股份,8.51,0.018㈡,1.55,0,0.21,0.28,57.53,          1.19㈡,16.13,7.8,2.52
300133,华策影视,24.95,0.223㈡,3.76,0,1.59,1.15,68.6,          5.92㈡,40.08,22.26,23.58
300134,大富科技,--  ,0.079㈡,3.79,0,2.31,0.37,62.89,          2.09㈡,23.04,--  ,5.26
300135,宝利国际,--  ,0.034㈡,1.26,0,0.04,0.18,33.64,          2.72㈡,15.41,--  ,5.06
300136,信维通信,21.97,0.119㈡,1.34,1.34,0.05,0.23,60.15,          9.72㈡,28.61,19.6,13.87
300137,先河环保,14.59,0.104㈡,3.85,0,1.97,0.8,82.41,          2.71㈡,44.43,13.3,13.25
300138,晨光生物,13.6,0.227㈡,5.81,0,3.54,1.26,74.56,          3.90㈡,13.22,12.09,6.01
300139,福星晓程,11.85,0.138㈡,4.53,0,2.12,1.31,88.78,          3.06㈡,56.31,10.54,31.14
300140,启源装备,20.7,0.001㈡,3.19,0,1.54,0.5,70.08,          0.04㈡,30.27,17.72,0.3
300141,和顺电气,13.1,0.100㈡,4.12,0,1.82,1.15,88.05,          2.43㈡,25.47,11.8,11.39
300142,沃森生物,--  ,-0.143㈡,5.97,0,3.55,1.34,44.24,         -2.40㈡,44.75,--  ,-16.22
300143,星河生物,12.76,0.041㈡,2.12,0,3.45,-2.39,42.7,          1.93㈡,25.43,11.55,4.84
300144,宋城演艺,17.37,0.193㈡,2.54,0,1.22,0.84,89.82,          7.61㈡,72.89,15,48.31
300145,南方泵业,29.3,0.320㈡,5.8,0,2.36,2.17,74.66,          5.41㈡,39.56,26.15,11.35
300146,汤臣倍健,29.81,0.590㈡,5.95,0,3.62,1.11,92.6,          9.63㈡,66.84,27.6,35.42
300147,香雪制药,14.8,0.180㈡,5.03,0,3.23,0.69,65.37,          2.80㈡,41.54,13.33,12.37
300148,天舟文化,--  ,0.190㈡,4.34,0,2.69,0.61,94.56,          4.37㈡,57.66,--  ,35.45
300149,量子高科,--  ,0.059㈡,1.63,0,0.18,0.39,89.52,          3.62㈡,45.34,--  ,14.89
300150,世纪瑞尔,--  ,0.030㈡,2.62,0,1.35,0.16,92.49,          1.14㈡,46.14,--  ,12.45
300151,昌红科技,10,0.033㈡,1.56,0,0.22,0.31,78.27,          2.11㈡,20.44,8.96,6.27
300152,科融环境,19,0.126㈡,6.26,0,4.08,1.03,47.41,          2.01㈡,29.94,16.95,6.37
300153,科泰电源,8.53,0.048㈡,2.9,0,1.55,0.3,76.64,          1.64㈡,21.81,7.86,4.91
300154,瑞凌股份,16,0.229㈡,6.63,6.63,4,1.32,87.66,          3.50㈡,28.67,14.11,18.31
300155,安居宝,11.88,0.028㈡,2.06,0,1.01,0.34,81.71,          1.37㈡,36.68,10.21,4.77
300156,神雾环保,28.09,0.110㈡,5.12,5.12,2.32,0.53,58.71,          2.07㈡,25.58,24.71,10.37
300157,恒泰艾普,--  ,0.087㈡,3.79,0,1.98,0.8,67.87,          2.29㈡,45.73,--  ,13.88
300158,振东制药,--  ,0.112㈡,6.81,0,4.44,1.12,62.35,          1.64㈡,43.76,--  ,3.22
300159,新研股份,12,0.024㈡,1.53,0,0.05,0.43,72.96,          1.53㈡,35.35,10.53,16.47
300160,秀强股份,14.74,0.226㈡,5.93,0,3.43,1.3,78.65,          3.80㈡,29.68,13,9.09
300161,华中数控,--  ,-0.176㈡,5.12,0,3.01,0.92,61.7,         -3.44㈡,31.61,--  ,-11.8
300162,雷曼股份,15.68,0.059㈡,2.25,0,0.98,0.23,84.11,          2.63㈡,34.4,13.75,11.81
300163,先锋新材,--  ,0.041㈡,4.13,0,2.6,0.58,65.65,          0.98㈡,46.29,--  ,1.85
300164,通源石油,--  ,-0.068㈡,3.25,0,1.64,0.52,66.27,         -2.10㈡,54.42,--  ,-10.46
300165,天瑞仪器,14.25,0.150㈡,6.38,0,4.33,0.88,89.3,          1.87㈡,60.49,12.3,18.92
300166,东方国信,20.82,0.097㈡,2.97,0,1.22,0.68,85.23,          3.28㈡,47.26,17.46,18.66
300167,迪威视讯,15.9,-0.073㈡,2.21,0,0.99,0.19,57.47,         -3.30㈡,41.93,13.93,-37.82
300168,万达信息,22.7,0.050㈡,3.38,3.38,0.62,0.5,38.51,          1.61㈡,34.54,19.1,4.71
300169,天晟新材,--  ,0.022㈡,3.75,0,2.54,0.16,63.01,          0.60㈡,27.91,--  ,1.95
300170,汉得信息,--  ,0.111㈡,2.08,0,0.4,0.61,92.76,          5.31㈡,41.6,--  ,16.34
300171,东富龙,16.88,0.320㈡,4.22,0,1.88,1.22,64.72,          7.41㈡,47.18,14.75,25.14
300172,中电环保,11.2,0.119㈡,2.83,0,0.86,0.88,68.56,          4.22㈡,32.65,10,14.78
300173,智慧松德,13.7,0.039㈡,2.63,0,1.39,0.2,79.12,          1.48㈡,31.57,11.6,9.92
300174,元力股份,14.67,0.149㈡,3.76,0,1.92,0.71,61.83,          3.95㈡,18.11,13,6.87
300175,朗源股份,7.18,0.057㈡,1.96,0,0.15,0.56,55.65,          2.92㈡,15.12,6.62,7.95
300176,鸿特精密,16.99,0.101㈡,5.32,0,2.98,1.17,29,          1.91㈡,20.91,14.73,1.58
300177,中海达,12.52,0.024㈡,3.57,0,1.71,0.77,84.57,          0.67㈡,40.42,11.1,4.03
300178,腾邦国际,18,0.122㈡,2.39,0,0.48,0.83,43.89,          5.09㈡,55.52,15.8,16.66
300179,四方达,6.17,0.047㈡,1.51,0,0.11,0.35,86.53,          3.12㈡,45.6,5.66,23.41
300180,华峰超纤,11.76,0.430㈡,3.78,0,1.37,1.27,80.66,          5.68㈡,29.4,10.5,14.61
300181,佐力药业,--  ,0.100㈡,2.08,0,0.68,0.33,77.61,          4.33㈡,73.72,--  ,16.64
300182,捷成股份,35.37,0.230㈡,3.72,3.72,1.12,0.95,71.97,          6.16㈡,32.3,30.99,16.92
300183,东软载波,17.29,0.258㈡,4.31,0,1.58,1.5,89.26,          6.00㈡,51.96,15.39,34.99
300184,力源信息,--  ,0.050㈡,1.75,1.75,0.5,0.2,68.46,          2.69㈡,15.5,--  ,3.86
300185,通裕重工,7.05,0.064㈡,3.89,0,2.39,0.44,45.37,          1.65㈡,21.07,6.4,5.06
300186,大华农,34.99,0.110㈡,3.82,0,2.15,0.5,87.98,          2.87㈡,42.9,32.67,10.35
300187,永清环保,24.57,0.160㈡,4.62,4.62,2.19,1.06,60.18,          3.41㈡,19.78,21.8,8.95
300188,美亚柏科,18.5,0.043㈡,2.26,0,0.49,0.69,81.01,          1.89㈡,65.53,16.69,9.49
300189,神农大丰,--  ,0.001㈡,3.04,0,1.77,0.22,80.08,          0.05㈡,25.33,--  ,0.29
300190,维尔利,--  ,0.131㈡,4.34,0,2.65,0.62,60.28,          3.02㈡,35.06,--  ,11.3
300191,潜能恒信,--  ,-0.017㈡,3.78,0,1.72,0.84,97.79,         -0.45㈡,31.82,--  ,-21.32
300192,科斯伍德,8.38,0.056㈡,2.7,0,0.83,0.8,81.71,          2.07㈡,20.03,7.62,5.7
300193,佳士科技,17.86,0.210㈡,9.1,9.1,6.58,0.96,90.82,          2.32㈡,32.78,15.4,15.76
300194,福安药业,16.07,0.097㈡,7.45,0,5.32,0.98,84.83,          1.30㈡,38.05,14.5,9.24
300195,长荣股份,18.73,0.380㈡,6.69,0,4.3,1.19,77.51,          3.80㈡,42.79,16.64,18.28
300196,长海股份,22.35,0.482㈡,6.1,0,2.38,2.5,51.1,          7.90㈡,29.19,19.6,13.81
300197,铁汉生态,--  ,0.240㈡,5.7,0,3.03,1.52,50.11,          3.91㈡,28.78,--  ,10.9
300198,纳川股份,--  ,0.057㈡,2.72,0,0.87,0.76,58.66,          2.11㈡,18.56,--  ,4.57
300199,翰宇药业,16.77,0.101㈡,2.71,0,1.12,0.54,79,          3.72㈡,78.31,14.46,33.79
300200,高盟新材,9.95,0.128㈡,3.48,0,1.96,0.42,92.22,          3.67㈡,31.19,9.15,11.74
300201,海伦哲,11.7,-0.030㈡,2,0,0.68,0.28,58.17,         -1.52㈡,23.37,10.05,-4.24
300202,聚龙股份,20,0.109㈡,2.52,0,0.18,1.18,84.83,          4.34㈡,58.78,18.15,22.05
300203,聚光科技,23.44,0.176㈡,4.74,0,2.04,1.67,70.34,          3.71㈡,47.33,20.76,12.24
300204,舒泰神,26.25,0.325㈡,4.62,0,1.9,1.52,85.26,          7.04㈡,94.16,23.5,19.55
300205,天喻信息,12.62,0.045㈡,2.58,0,0.93,0.54,60.89,          1.75㈡,30.93,11,2.82
300206,理邦仪器,15.8,0.026㈡,4.91,0,3.42,0.37,85.68,          0.53㈡,52.73,13.51,2.32
300207,欣旺达,20.2,0.154㈡,2.47,0,0.72,0.77,33.45,          6.25㈡,13.93,17.51,3.62
300208,恒顺众昇,44.5,0.720㈡,3.37,0,1.13,1.4,53.38,         19.77㈡,48.71,38.63,32.35
300209,天泽信息,--  ,0.020㈡,3.71,0,2.18,0.48,90.19,          0.53㈡,47.17,--  ,3.9
300210,森远股份,11.58,0.152㈡,3.64,0,0.8,1.68,62.07,          4.16㈡,42.21,10.4,19.65
300211,亿通科技,12.64,0.040㈡,3.09,0,1.13,0.84,86.68,          1.31㈡,26.23,11.33,6.24
300212,易华录,28,0.179㈡,3.1,0,0.73,1.25,26.76,          5.77㈡,33.64,24.51,7.63
300213,佳讯飞鸿,19.46,0.119㈡,3.53,0,1.35,1.07,58.24,          3.37㈡,30.53,16.8,6.55
300214,日科化学,6.78,0.123㈡,3.11,0,1.11,0.91,82.69,          3.95㈡,17.42,6.2,6.8
300215,电科院,7.21,-0.030㈡,1.77,0,0.34,0.35,36.67,         -1.69㈡,37.2,6.6,-14.36
300216,千山药机,--  ,0.103㈡,2.67,0,0.6,0.95,37.78,          3.86㈡,59.6,--  ,16.59
300217,东方电热,7.5,0.105㈡,2.99,0,0.84,1.03,67.95,          3.52㈡,23,6.8,8.58
300218,安利股份,11,0.120㈡,4.37,0,1.71,1.37,53.08,          2.75㈡,22.26,10,4.04
300219,鸿利光电,20.19,0.232㈡,3.94,0,1.65,1.16,55.61,          5.89㈡,26.76,17.35,8.22
300220,金运激光,27.77,0.043㈡,2.37,0,0.66,0.64,69.37,          1.80㈡,36.72,24.02,5.79
300221,银禧科技,9.43,0.064㈡,1.81,0,0.31,0.47,55.65,          3.52㈡,18.23,8.2,4.72
300222,科大智能,--  ,0.200㈡,4.12,4.12,2.71,0.64,71.59,          4.61㈡,43.16,--  ,15.34
300223,北京君正,17,0.003㈡,6.36,0,4.41,0.8,99.12,          0.04㈡,55.63,14.8,1.39
300224,正海磁材,21.9,0.200㈡,4.02,0,1.81,1.07,70.93,          4.71㈡,29.92,19.31,15.42
300225,金力泰,5.94,0.072㈡,1.69,0,0.05,0.5,79.11,          4.27㈡,29.22,5.3,10.41
300226,上海钢联,38.61,-0.698㈡,1.4,0,0.31,-0.02,8.38,        -49.79㈡,-1.12,32.1,-1.2
300227,光韵达,35.5,0.231㈡,2.76,0,0.9,0.98,64.89,          8.36㈡,41.69,32.35,30.69
300228,富瑞特装,36.16,0.400㈡,9.45,9.45,2.9,4.49,42.26,          4.25㈡,32.78,31.79,7.35
300229,拓尔思,19.4,0.055㈡,3.04,0,1.17,0.77,90.74,          1.80㈡,77.99,16.8,17.85
300230,永利带业,--  ,0.180㈡,4.61,0,2.44,1.08,64.02,          3.20㈡,37.17,--  ,11.44
300231,银信科技,13.35,0.121㈡,1.25,0,0.19,0.18,76.47,          9.72㈡,31.05,11.33,14.29
300232,洲明科技,18.3,0.281㈡,3.45,0,1.18,1.18,45.64,          8.15㈡,34.63,16.49,9.14
300233,金城医药,48.6,0.682㈡,9.45,0,4.79,3.45,66.35,          7.22㈡,34.53,44.5,14.62
300234,开尔新材,12.15,0.209㈡,2.17,0,0.16,0.92,70.25,          9.61㈡,42.04,10.68,23.17
300235,方直科技,18.99,0.068㈡,2.09,0,0.4,0.6,95.49,          3.24㈡,71.38,16.35,26.52
300236,上海新阳,16.97,0.210㈡,4.79,0,2.8,0.89,87.37,          2.71㈡,39.13,15,13.8
300237,美晨科技,20.45,0.206㈡,4.85,0,2.63,1.1,43.19,          4.25㈡,34.39,18.49,9.06
300238,冠昊生物,28.58,0.069㈡,2.17,0,0.49,0.65,81.79,          3.18㈡,84.57,26,19.69
300239,东宝生物,10.58,0.020㈡,1.72,0,0.26,0.36,64.69,          1.18㈡,17.21,9.48,2.82
300240,飞力达,10.87,0.089㈡,3.92,0,1.51,1.36,57.75,          2.27㈡,16.33,9.45,2.04
300241,瑞丰光电,9.72,0.098㈡,2.94,0,1.14,0.74,51.16,          3.35㈡,16.12,8.81,4.68
300242,明家科技,--  ,0.121㈡,5.72,0,4.24,0.37,57.92,          2.12㈡,14.6,--  ,2.82
300243,瑞丰高材,10.66,0.110㈡,2.15,0,0.2,0.87,50.27,          5.36㈡,25.27,9.4,5.89
300244,迪安诊断,53,0.330㈡,3.12,0,0.69,1.4,51.78,         10.56㈡,36.45,46,10.94
300245,天玑科技,16.5,0.096㈡,2.49,0,0.52,0.87,87.69,          3.87㈡,41.46,13.92,13.61
300246,宝莱特,19.76,0.057㈡,2.82,0,0.78,0.9,78.01,          2.00㈡,39.63,17.08,5.88
300247,桑乐金,9.16,0.045㈡,2.63,0,0.98,0.6,75.38,          1.71㈡,44.06,8.18,6.44
300248,新开普,17.8,0.001㈡,1.83,0,0.22,0.53,81.57,          0.05㈡,51.04,14.99,0.16
300249,依米康,13.94,-0.054㈡,3.77,0,2.18,0.51,45.87,         -1.43㈡,25.45,12.55,-2.93
300250,初灵信息,--  ,0.110㈡,7.56,0,5.08,1.32,83.26,          1.35㈡,50.2,--  ,9.22
300251,光线传媒,23.8,0.056㈡,4.4,0,1.93,0.59,83.07,          1.27㈡,33.74,21.64,19.85
300252,金信诺,18,0.187㈡,1.89,0,0.25,0.58,37.76,          9.92㈡,29.42,15.55,11.37
300253,卫宁软件,31.24,0.107㈡,1.49,0,0.08,0.35,64.93,          7.16㈡,54.63,26.61,22.14
300254,仟源医药,19.26,0.120㈡,3.66,3.66,1.7,0.67,51.49,          3.23㈡,66.29,16.8,6.08
300255,常山药业,12.96,0.127㈡,3,0,0.94,0.95,64.93,          4.23㈡,62,11.52,14.2
300256,星星科技,14.25,0.051㈡,9.45,0,8.63,-0.22,50.6,          0.54㈡,10.15,12.63,1.28
300257,开山股份,17.2,0.163㈡,3.84,0,1.76,0.95,73.67,          4.25㈡,26.25,15.55,13.72
300258,精锻科技,12.41,0.249㈡,4.51,0,1.8,1.51,70.04,          5.52㈡,38.83,11.21,19.42
300259,新天科技,7.5,0.069㈡,1.74,1.74,0.02,0.63,81.83,          4.02㈡,44.68,6.54,23.14
300260,新莱应材,20.99,0.055㈡,6.48,0,3.93,1.39,64.32,          0.84㈡,22.88,18.85,2.58
300261,雅本化学,11.99,0.095㈡,1.78,0,0.54,0.4,46.82,          5.35㈡,33.25,10.5,11.51
300262,巴安水务,--  ,0.140㈡,1.7,0,0.05,0.57,44.32,          6.41㈡,22.72,--  ,12.97
300263,隆华节能,--  ,0.140㈡,5.19,0,3.24,0.87,61.96,          2.42㈡,25.92,--  ,9.69
300264,佳创视讯,10.58,-0.027㈡,2.6,0,1.22,0.29,94.24,         -1.04㈡,28.63,9.18,-10.36
300265,通光线缆,9.05,0.063㈡,2.33,0,0.72,0.55,60.74,          2.71㈡,29.16,7.79,4.82
300266,兴源环境,--  ,0.085㈡,2.6,0,0.98,0.54,69.95,          3.28㈡,29.13,--  ,9.39
300267,尔康制药,27,0.312㈡,2.08,0,0.12,0.91,64.38,         15.02㈡,56.54,24.82,36.56
300268,万福生科,15.66,-0.102㈡,2.17,0,2.81,-1.65,85.9,         -4.69㈡,19.61,13.75,-231.33
300269,联建光电,--  ,0.190㈡,4.98,0,3.28,0.64,80.38,          3.63㈡,37.06,--  ,13.99
300270,中威电子,12.52,0.107㈡,2.06,0,0.52,0.56,78.51,          5.22㈡,51.35,11.5,21.51
300271,华宇软件,28.48,0.290㈡,4.38,0,1.55,1.71,62.61,          6.44㈡,47.32,25,18.62
300272,开能环保,--  ,0.088㈡,1.67,0,0.37,0.2,59.63,          5.28㈡,40.19,--  ,15.64
300273,和佳股份,16.99,0.170㈡,1.76,1.76,0.02,0.62,47.71,          9.55㈡,62.95,15.33,26.65
300274,阳光电源,19.75,0.253㈡,3.81,0,1.52,1.16,46.74,          6.63㈡,23.54,17.69,9.32
300275,梅安森,15.16,-0.177㈡,3.88,0,1.53,1.15,82.24,         -4.56㈡,48.23,13.25,-46.9
300276,三丰智能,19.35,0.036㈡,1.56,0,0.11,0.39,70.47,          2.34㈡,27.72,16.93,8.78
300277,海联讯,17.99,-0.071㈡,3.35,0,2.12,0.11,70.18,         -2.13㈡,26.11,16.82,-6.58
300278,华昌达,--  ,0.111㈡,2.64,0,1.27,0.35,49.76,          4.20㈡,17.2,--  ,6.89
300279,和晶科技,--  ,0.139㈡,4.42,0,2.62,0.75,52.59,          3.14㈡,17.13,--  ,5.01
300280,南通锻压,--  ,0.017㈡,4.91,0,3.3,0.51,77.57,          0.35㈡,23.07,--  ,1.81
300281,金明精机,10.7,0.102㈡,2.89,0,0.95,0.86,71.08,          3.54㈡,36.31,9.31,14.34
300282,汇冠股份,21.66,0.112㈡,5.97,0,5.03,0.35,61.81,          1.88㈡,17.2,18.59,3.65
300283,温州宏丰,8.81,0.027㈡,1.98,0,0.55,0.36,63.19,          1.36㈡,13.85,7.92,2.34
300284,苏交科,18.21,0.190㈡,4.36,0,1.91,1.31,53.51,          4.14㈡,34.33,15.51,11.42
300285,国瓷材料,26.8,0.157㈡,2.94,0,0.88,0.92,72.97,          5.33㈡,41.29,24.6,16.46
300286,安科瑞,18.1,0.230㈡,3.5,0,1.23,1.16,81.18,          6.57㈡,58.08,16,23.93
300287,飞利信,--  ,0.066㈡,2.62,0,1.1,0.49,58.31,          2.52㈡,39.36,--  ,7.61
300288,朗玛信息,32.59,0.103㈡,2.71,0,0.92,0.71,81.2,          3.82㈡,71,28.99,22.17
300289,利德曼,32.88,0.320㈡,5.94,0,2.82,2.11,62.71,          4.85㈡,53.91,28.6,16.32
300290,荣科科技,23,0.130㈡,6.04,6.04,2.84,1.12,80.69,          2.15㈡,33.82,19.58,9.05
300291,华录百纳,20.85,0.088㈡,5.18,0,3.46,0.67,83.83,          1.70㈡,20.37,17.82,7.12
300292,吴通通讯,26.97,0.250㈡,6.61,6.61,4.72,0.46,78.52,          2.95㈡,24.76,24,9.57
300293,蓝英装备,15.87,0.117㈡,2.57,0,0.59,0.9,33.03,          4.56㈡,37.95,13.82,13.7
300294,博雅生物,55.01,0.622㈡,7.77,0,3.81,2.63,80.66,          8.00㈡,63.12,55.01,31.39
300295,三六五网,55,0.587㈡,8.81,0,3.83,3.56,86.66,          6.67㈡,94.34,46.35,20.21
300296,利亚德,--  ,0.130㈡,1.79,0,0.22,0.55,52.51,          6.98㈡,38.73,--  ,13.55
300297,蓝盾股份,18.79,0.070㈡,2.4,0,0.92,0.43,56.49,          2.64㈡,43.33,16.45,9.33
300298,三诺生物,26.38,0.287㈡,4.4,0,1.91,1.26,89.43,          6.53㈡,65.09,24,23.76
300299,富春通信,--  ,0.080㈡,3.36,0,2.11,0.22,82.94,          1.79㈡,44.28,--  ,16.6
300300,汉鼎股份,--  ,0.119㈡,1.97,0,0.19,0.71,57.79,          6.02㈡,27.7,--  ,12.31
300301,长方照明,6.11,0.060㈡,1.94,0,0.65,0.26,45.75,          2.64㈡,23.48,5.7,5.8
300302,同有科技,25.98,0.071㈡,2.65,0,0.99,0.59,89.43,          2.68㈡,41.42,22.75,11.88
300303,聚飞光电,8.12,0.109㈡,1.73,0,0.03,0.59,74.45,          6.31㈡,25.2,7.6,16.32
300304,云意电气,13.8,0.235㈡,4.79,0,2.24,1.36,79.31,          4.90㈡,31.5,12.03,20.51
300305,裕兴股份,17.3,0.299㈡,8.92,0,4.96,2.29,96.16,          3.35㈡,24.87,15.8,17.62
300306,远方光电,12.5,0.115㈡,4.38,0,1.93,1.27,94.76,          2.64㈡,67.76,11.33,32.92
300307,慈星股份,9.68,0.105㈡,4.78,0,2.4,1.14,88.51,          2.20㈡,39.45,8.82,20.64
300308,中际装备,10.25,-0.024㈡,2.5,0,1.08,0.36,82.51,         -0.95㈡,28.18,9.1,-11.85
300309,吉艾科技,--  ,0.051㈡,2.99,0,1.12,0.78,55.94,          1.70㈡,56.89,--  ,25.97
300310,宜通世纪,--  ,0.140㈡,3.04,0,0.91,1.04,74.4,          4.59㈡,23.85,--  ,6.71
300311,任子行,29.2,0.057㈡,2.01,0,0.52,0.61,69,          2.86㈡,58.75,25.05,11.16
300312,邦讯技术,--  ,0.020㈡,4.95,0,3.23,0.6,51.13,          0.41㈡,46.82,--  ,1.33
300313,天山生物,14.95,-0.054㈡,2.02,0,0.93,0.22,52.19,         -2.68㈡,39.42,14.1,-20.08
300314,戴维医疗,17.42,0.094㈡,2.36,0,0.61,0.65,93.93,          3.97㈡,53.14,15.13,24.94
300315,掌趣科技,10.91,0.068㈡,1.69,0,0.4,0.26,86.87,          4.05㈡,62.8,9.38,36.83
300316,晶盛机电,--  ,0.052㈡,1.98,0,0.36,0.56,78.27,          2.60㈡,39.18,--  ,19.18
300317,珈伟股份,--  ,-0.047㈡,4.15,0,2.69,0.46,40.63,         -1.13㈡,26.47,--  ,-1.61
300318,博晖创新,14.01,0.056㈡,3.43,0,2.18,0.65,69.38,          1.64㈡,71.86,12.1,39.95
300319,麦捷科技,--  ,0.080㈡,2.54,2.54,0.51,0.41,71.57,          3.18㈡,25.12,--  ,10.37
300320,海达股份,8.3,0.152㈡,2.54,0,0.23,1.18,70.8,          6.00㈡,26.27,7.64,10.85
300321,同大股份,56.5,0.510㈡,12.34,0,6.36,4.45,76.07,          4.13㈡,22.63,51.5,8.9
300322,硕贝德,--  ,-0.066㈡,1.35,0,0.1,0.22,52.79,         -4.90㈡,23.16,--  ,-8.3
300323,华灿光电,7.07,0.019㈡,2.65,0,1.21,0.39,43.79,          0.70㈡,27.35,6.49,2.89
300324,旋极信息,--  ,0.090㈡,1.63,0,0.23,0.36,64.4,          2.63㈡,56.38,--  ,6.21
300325,德威新材,9.32,0.103㈡,2.47,0,0.37,0.99,40.19,          4.17㈡,13.95,8.4,4.68
300326,凯利泰,21.2,0.235㈡,3.18,0,1.46,0.65,72.7,          7.40㈡,71.33,18.96,40.59
300327,中颖电子,14.96,0.122㈡,3.38,0,1.98,0.29,86.69,          3.61㈡,39.32,13.07,10.12
300328,宜安科技,22,0.091㈡,2.83,0,0.93,0.81,71.2,          3.22㈡,28.29,19.45,7.8
300329,海伦钢琴,17.46,0.116㈡,4.11,0,1.94,1.02,80.86,          2.83㈡,28.65,15.39,8.89
300330,华虹计通,12.78,0.004㈡,2.57,2.57,1.18,0.34,72.15,          0.17㈡,17.65,11.01,0.72
300331,苏大维格,29.16,0.010㈡,5.19,0,2.86,1.11,70.96,          0.19㈡,27.52,26.2,0.55
300332,天壕节能,16.6,0.190㈡,4.29,4.29,1.88,1.02,59.53,          4.29㈡,41.42,14.16,25.19
300333,兆日科技,55.48,0.195㈡,7.36,0,5.44,0.71,96.26,          2.64㈡,68.99,47,23.94
300334,津膜科技,19.46,0.063㈡,3.31,0,1.23,0.96,65.4,          1.92㈡,29.07,16.5,7.73
300335,迪森股份,11.48,0.104㈡,2.56,2.56,0.94,0.56,75.54,          4.08㈡,30.47,10.1,14.15
300336,新文化,19.81,0.204㈡,4.7,0,2.77,0.68,72.45,          4.34㈡,47.96,17.15,25.38
300337,银邦股份,14.25,-0.081㈡,4.5,0,2.73,0.67,60.67,         -1.80㈡,6.23,12.78,-4.19
300338,开元仪器,9.52,0.014㈡,2.97,0,1.14,0.71,87.82,          0.47㈡,51.44,8.45,3.53
300339,润和软件,26.5,0.097㈡,5.18,0,3.24,0.85,67.36,          1.87㈡,33.87,23.01,5.89
300340,科恒股份,21.5,-0.096㈡,8.6,0,5.14,2.19,88.23,         -1.12㈡,6.67,19.19,-5.22
300341,麦迪电气,16.8,0.090㈡,3.05,3.05,0.77,0.67,88.36,          2.99㈡,29.01,14.68,11.39
300342,天银机电,22.38,0.293㈡,4.04,0,1.7,1.12,81.96,          7.26㈡,37.32,19.8,21.08
300343,联创节能,--  ,0.040㈡,5.83,5.83,1.79,1.15,17.89,          0.67㈡,10.22,--  ,1
300344,太空板业,8.08,-0.088㈡,2.8,0,1.39,0.3,74.59,         -3.16㈡,32.92,7.26,-58.14
