代码	名称	涨幅%%	涨跌	最高%%	现价	开盘%%	现量	投资收益	市现率	市净率	市盈(动)	每股未分配	每股未分配	昨收	资产负债率%%	人均持股	净利润率%%	细分行业	流通股本(万)	地区	振幅%%	
600143	金发科技	-0.71	-0.05	3.99	6.97	-5.98	45	1316.85	31.52	          2.18	    21.12	          0.93	          0.93	7.02	41.44	         16066	          5.52	塑料	     256000.00	广东	12.82	
600145	*ST新亿	-4.99	-0.30	-4.99	5.71	-4.99	1	0.00	-456.92	         -1.50	--  	         -5.09	         -5.09	6.01	4257.62	         17684	        -77.40	陶瓷	      37768.50	新疆	0.00	
600146	商赢环球	0.00	0.00	--  	26.58	--  	0	0.00	-571.26	         38.89	--  	         -0.95	         -0.95	26.58	32.69	         18674	       -502.04	塑料	      20000.00	宁夏	0.00	
600148	长春一东	-9.98	-2.55	6.14	23.00	-9.98	5	0.00	70.14	          8.85	   210.38	          0.74	          0.74	25.55	50.79	         11654	          2.96	汽车配件	      14151.63	吉林	16.13	
600149	廊坊发展	-9.97	-1.73	5.48	15.62	-9.97	450	129.46	-1107.32	         22.12	--  	         -0.70	         -0.70	17.35	9.63	          8088	       -321.05	综合类	      38016.00	河北	15.45	
600150	中国船舶	-0.39	-0.14	2.67	35.41	-8.27	300	-2814.33	-12.40	          2.78	   142.11	          8.05	          8.05	35.55	63.52	          9806	          1.21	船舶	     137811.77	上海	11.20	
600151	航天机电	-9.89	-0.99	3.40	9.02	-9.69	119	8581.80	-191.65	          2.78	--  	         -0.47	         -0.47	10.01	57.49	          9561	         -1.33	半导体	     125017.99	上海	13.39	
600152	维科精华	0.60	0.04	8.08	6.72	-3.29	20	6696.55	-74.28	          3.46	    51.17	          0.06	          0.06	6.68	57.11	         10939	          5.31	纺织	      29349.41	浙江	13.77	
600153	建发股份	0.00	0.00	--  	17.31	--  	0	23281.35	-86.88	          2.73	    33.65	          4.05	          4.05	17.31	77.23	         23141	          1.40	商贸代理	     283520.06	福建	0.00	
600155	宝硕股份	0.00	0.00	--  	14.98	--  	0	326.71	-199.94	         95.84	--  	         -1.65	         -1.65	14.98	95.10	         19072	        -32.75	化工原料	      41250.00	河北	0.00	
600156	华升股份	-10.01	-1.14	2.72	10.25	-9.39	67	75.83	164.68	          6.06	--  	          0.31	          0.31	11.39	33.13	         14817	         -0.53	纺织	      40211.07	湖南	12.73	
600157	永泰能源	-9.52	-0.48	1.19	4.56	-4.76	445	3932.26	41.38	          2.55	    58.05	          0.15	          0.15	5.04	70.78	         11944	          9.74	煤炭开采	     459565.47	山西	11.11	
600158	中体产业	-9.99	-1.68	3.39	15.13	-9.93	57	3070.73	6688.87	          8.58	   519.16	          0.60	          0.60	16.81	51.20	          8980	          4.59	文教休闲	      65749.53	天津	13.38	
600159	大龙地产	-5.84	-0.26	2.47	4.19	-4.27	27	908.47	-47.05	          1.68	--  	          1.05	          1.05	4.45	24.22	         12282	         -8.63	区域地产	      83000.32	北京	9.21	
600160	巨化股份	-9.85	-1.09	-0.09	9.98	-8.76	59	2215.51	114.59	          2.52	   105.54	          1.32	          1.32	11.07	20.56	         22704	          1.94	化工原料	     181091.59	浙江	9.94	
600161	天坛生物	-7.14	-1.78	3.17	23.16	-7.78	23	0.00	114.17	          5.98	   108.71	          2.28	          2.28	24.94	61.05	         20862	          6.66	生物制药	      51546.69	北京	11.35	
600162	香江控股	-4.63	-0.28	2.48	5.77	-4.13	172	-119.62	39.76	          2.36	    13.76	          1.28	          1.28	6.05	86.53	         14153	          8.65	全国地产	      76781.27	深圳	8.60	
600163	*ST南纸	-4.93	-0.29	0.85	5.59	-4.93	20	1680.93	33.50	          3.99	--  	         -1.72	         -1.72	5.88	47.41	         25003	        -13.06	造纸	      72141.99	福建	5.78	
600165	新日恒力	0.00	0.00	--  	28.20	--  	0	1800.75	59.44	          8.96	--  	         -0.54	         -0.54	28.20	65.16	         12140	        -15.24	钢加工	      19395.34	宁夏	0.00	
600166	福田汽车	0.00	0.00	3.01	5.99	-4.84	35	4751.20	-32.94	          1.10	    64.61	          0.89	          0.89	5.99	53.04	         23272	          0.90	汽车整车	     280967.16	北京	7.85	
600167	联美控股	0.00	0.00	--  	25.76	--  	0	0.00	-5.35	          4.85	    20.51	          3.09	          3.09	25.76	59.19	         17359	         33.97	供气供热	      21100.00	辽宁	0.00	
600168	武汉控股	-2.96	-0.27	3.61	8.86	-5.26	1	133.65	40.40	          1.49	    17.02	          2.52	          2.52	9.13	42.92	         11447	         33.02	水务	      56888.10	湖北	10.30	
600169	太原重工	-5.23	-0.27	2.91	4.89	-5.04	118	0.00	-29.80	          2.19	   782.15	          0.62	          0.62	5.16	79.97	         12982	          0.25	工程机械	     242395.50	山西	11.82	
600170	上海建工	7.05	0.57	9.65	8.65	-4.70	58	6969.20	-7.48	          2.67	    27.07	          1.19	          1.19	8.08	82.83	         22700	          1.58	建筑施工	     469020.22	上海	16.09	
600171	上海贝岭	-9.94	-1.24	3.37	11.23	-8.50	38	443.03	1661.77	          4.21	   170.59	          0.28	          0.28	12.47	9.68	         12473	          9.01	半导体	      67380.77	上海	13.39	
600172	黄河旋风	0.00	0.00	--  	12.16	--  	0	1419.06	113.73	          2.40	    40.10	          1.48	          1.48	12.16	43.60	         14978	         12.43	矿物制品	      49667.83	河南	0.00	
600173	卧龙地产	-4.80	-0.25	4.03	4.96	-5.95	1	163.46	111.60	          2.22	    38.26	          1.04	          1.04	5.21	64.30	         16521	          7.00	全国地产	      72505.74	浙江	11.90	
600175	美都能源	-6.05	-0.30	1.21	4.66	-8.87	75	11527.15	51.56	          2.46	    33.85	          0.26	          0.26	4.96	65.46	         15061	          7.04	全国地产	     144803.31	浙江	10.08	
600176	中国巨石	-0.57	-0.12	6.23	20.92	-8.32	86	-225.07	23.76	          4.05	    18.96	          2.52	          2.52	21.04	77.93	         19074	         13.94	玻璃	      87262.95	浙江	14.92	
600177	雅戈尔	-0.31	-0.04	1.99	13.00	-4.06	99	188336.52	24.48	          1.53	     4.99	          5.71	          5.71	13.04	58.29	         15644	         33.32	服饰	     222661.17	浙江	6.83	
600178	东安动力	-6.75	-0.57	5.09	7.88	-7.69	30	2519.53	60.80	          2.03	    27.00	          0.49	          0.49	8.45	42.20	         15396	         11.10	汽车整车	      46208.00	黑龙江	14.79	
600179	黑化股份	-8.18	-0.79	3.31	8.87	-6.83	47	0.00	12.20	        -20.72	--  	         -2.38	         -2.38	9.66	113.01	          9625	        -31.34	焦炭加工	      39000.00	黑龙江	13.25	
600180	瑞茂通	0.00	0.00	--  	15.56	--  	0	5599.95	-32.20	          3.61	    64.43	          1.21	          1.21	15.56	62.77	         42333	          3.52	仓储物流	      88254.89	山东	0.00	
600182	S佳通	-5.03	-0.68	0.89	12.85	-5.03	157	0.00	12.79	          4.24	    20.44	          1.85	          1.85	13.53	31.46	          6194	          6.30	汽车配件	      17000.00	黑龙江	5.91	
600183	生益科技	-7.52	-0.69	4.69	8.48	-9.49	41	348.82	30.83	          2.82	    26.22	          0.88	          0.88	9.17	48.17	         16281	          6.42	元器件	     142301.81	广东	14.72	
600184	光电股份	-9.99	-2.42	3.10	21.81	-9.99	1	86.70	-17.06	          9.10	   304.72	          0.72	          0.72	24.23	65.60	         15776	          1.62	玻璃	      41876.07	湖北	13.08	
600185	格力地产	-9.08	-1.61	3.61	16.13	-6.43	49	109061.35	-3.60	          2.69	     5.07	          4.97	          4.97	17.74	82.43	         21324	        797.16	区域地产	      57761.37	广东	13.59	
600186	莲花味精	0.00	0.00	--  	10.46	--  	0	-284.17	-1523.77	        112.19	--  	         -1.28	         -1.28	10.46	98.56	         13104	        -56.89	食品	     106202.42	河南	0.00	
600187	国中水务	2.34	0.11	5.10	4.82	-4.88	43	-177.24	1099.45	          2.62	   288.19	         -0.10	         -0.10	4.71	32.14	          8665	          4.71	水务	     145562.42	黑龙江	11.46	
600188	兖州煤业	9.98	0.91	9.98	10.03	-6.03	38	19679.20	-84.07	          1.20	    39.20	          5.94	          5.94	9.12	65.76	         40065	          2.50	煤炭开采	     295998.00	山东	17.21	
600189	吉林森工	0.00	0.00	--  	13.79	--  	0	112.96	-140.77	          3.39	--  	          0.40	          0.40	13.79	72.74	         11720	         -3.25	林业	      31050.00	吉林	0.00	
600190	锦州港	-3.14	-0.16	3.34	4.93	-3.73	51	1145.27	24.86	          1.66	    44.61	          0.47	          0.47	5.09	48.77	          9294	          9.34	港口	     133898.05	辽宁	11.98	
600191	华资实业	0.00	0.00	--  	11.57	--  	0	21613.57	-123.35	          2.61	    17.86	          0.79	          0.79	11.57	25.44	         18202	        537.60	食品	      48493.19	内蒙	0.00	
600192	长城电工	-6.67	-0.48	3.75	6.72	-8.06	121	-131.41	1388.14	          1.58	    42.79	          1.11	          1.11	7.20	55.60	         12710	          3.33	电气设备	      44174.80	甘肃	11.81	
600193	创兴资源	0.00	0.00	--  	13.48	--  	0	2831.48	-101.10	         16.45	   188.90	         -0.65	         -0.65	13.48	45.68	          7709	       1104.94	普钢	      42537.30	上海	0.00	
600195	中牧股份	0.00	0.00	--  	17.18	--  	0	2710.51	-60.77	          2.54	    25.44	          3.08	          3.08	17.18	24.82	         18942	          6.95	饲料	      42980.00	北京	0.00	
600196	复星医药	2.47	0.56	3.44	23.26	-4.05	241	126771.21	79.36	          3.07	    20.62	          2.64	          2.64	22.70	45.35	         20776	         22.01	化学制药	     190561.45	上海	8.24	
600197	伊力特	-1.68	-0.17	3.36	9.96	-3.46	60	182.95	66.52	          2.63	    16.59	          1.75	          1.75	10.13	24.57	         14738	         16.40	白酒	      44100.00	新疆	8.79	
600198	大唐电信	-10.01	-1.71	2.98	15.38	-9.60	17	-66.76	119.90	          3.63	--  	         -1.01	         -1.01	17.09	71.59	         12314	        -11.04	通信设备	      53298.94	北京	12.99	
600199	金种子酒	3.88	0.31	5.26	8.29	-5.01	13	2099.67	16.24	          2.07	    67.23	          1.49	          1.49	7.98	32.47	          9524	          3.97	白酒	      55577.50	安徽	12.53	
600200	江苏吴中	-10.01	-1.47	2.45	13.22	-9.46	98	3676.12	-63.59	          8.30	   238.76	          0.37	          0.37	14.69	70.95	          7692	          1.26	生物制药	      52208.92	江苏	12.46	
600201	金宇集团	-1.35	-0.60	0.31	43.98	-6.89	420	493.76	723.35	          6.86	    24.54	          4.08	          4.08	44.58	17.02	         22455	         45.17	生物制药	      28252.84	内蒙	10.32	
600202	哈空调	0.00	0.00	--  	18.84	--  	0	1689.42	-95.66	          8.42	  1695.66	          0.70	          0.70	18.84	66.41	          7802	          0.61	电气设备	      38334.07	黑龙江	0.00	
600203	福日电子	-2.34	-0.22	5.43	9.17	-4.15	26	5536.87	-28.82	          2.07	    73.81	         -0.30	         -0.30	9.39	57.80	         12011	          0.76	元器件	      28377.89	福建	13.84	
600206	有研新材	-6.35	-0.71	5.19	10.47	-4.65	53	0.00	-48.15	          3.19	   195.70	          0.53	          0.53	11.18	6.15	         16334	          1.92	半导体	      58713.42	北京	12.97	
600207	安彩高科	-8.66	-0.46	2.45	4.85	-5.65	13	334.26	-26.84	          4.93	--  	         -3.43	         -3.43	5.31	76.69	         11550	        -11.13	元器件	      44000.00	河南	11.68	
600208	新湖中宝	7.46	0.39	9.94	5.62	-6.31	1979	39368.26	-35.21	          2.20	    52.11	          0.70	          0.70	5.23	71.32	         42535	          8.81	全国地产	     636300.25	浙江	16.25	
600209	罗顿发展	0.00	0.00	--  	8.08	--  	0	112.81	-177.73	          5.03	--  	          0.24	          0.24	8.08	16.04	          7997	        -73.18	综合类	      42204.00	海南	0.00	
600210	紫江企业	-3.39	-0.16	4.45	4.56	-6.78	50	1945.20	19.55	          1.66	    18.57	          1.02	          1.02	4.72	60.59	         10855	          4.29	广告包装	     143673.59	上海	11.23	
600211	西藏药业	-9.98	-3.17	2.27	28.60	-6.39	6	71.25	346.42	          9.87	    85.28	          0.18	          0.18	31.77	56.06	         10416	          2.67	中成药	      11410.90	西藏	12.28	
600212	江泉实业	0.00	0.00	--  	12.24	--  	0	16.19	285.05	          8.03	--  	         -0.53	         -0.53	12.24	10.77	          9477	       -128.01	综合类	      51169.71	山东	0.00	
600213	亚星客车	-6.11	-0.54	6.11	8.30	-5.54	45	23.58	-11.34	        392.59	--  	         -2.73	         -2.73	8.84	96.41	         11707	         -6.45	汽车整车	      22000.00	江苏	15.27	
600215	长春经开	-7.85	-0.59	5.85	6.93	-7.58	250	124.08	-47.32	          1.35	--  	          1.60	          1.60	7.52	39.33	         12618	        -32.64	园区开发	      46503.28	吉林	15.69	
600216	浙江医药	2.61	0.23	3.74	9.05	-4.42	1	23445.20	-306.74	          1.28	    31.41	          3.79	          3.79	8.82	20.27	         15673	          6.29	化学制药	      93610.38	浙江	9.86	
600217	*ST秦岭	-4.97	-0.34	-2.19	6.50	-4.97	7	158.20	-1285.56	         11.17	    54.75	          0.26	          0.26	6.84	64.48	         16579	         10.25	水泥	      66080.00	陕西	2.78	
600218	全柴动力	-8.99	-0.92	5.96	9.31	-7.43	20	249.93	60.54	          1.94	    35.28	          0.75	          0.75	10.23	43.74	         16110	          2.80	农用机械	      28340.00	安徽	15.15	
600219	南山铝业	-3.08	-0.20	2.00	6.29	-7.55	378	2287.20	44.51	          0.76	    29.89	          2.03	          2.03	6.49	22.31	         13681	          4.43	铝	     283518.44	山东	10.79	
600220	江苏阳光	-9.96	-0.53	2.07	4.79	-6.58	95	243.01	39.93	          4.97	   151.38	         -0.12	         -0.12	5.32	60.67	         11097	          2.96	纺织	     178334.03	江苏	12.03	
600221	海南航空	2.26	0.09	5.53	4.07	-3.77	1424	39080.40	7.02	          1.68	    15.47	          0.82	          0.82	3.98	72.36	         16551	          9.64	空运	    1181206.38	海南	10.55	
600222	太龙药业	-3.62	-0.22	4.12	5.85	-3.79	222	53.14	-36.17	          2.27	   907.21	          0.35	          0.35	6.07	43.75	         10105	          0.38	中成药	      49660.89	河南	10.38	
600223	鲁商置业	-6.34	-0.34	3.92	5.02	-4.85	69	1105.93	-6.10	          2.43	    56.41	          0.67	          0.67	5.36	92.76	         26125	          2.22	区域地产	     100096.79	山东	11.38	
600225	天津松江	-9.83	-0.57	1.72	5.23	-4.83	371	337.39	-12.47	          2.23	--  	         -0.05	         -0.05	5.80	83.64	         22261	       -191.58	区域地产	      62094.71	天津	11.72	
600226	升华拜克	0.00	0.00	--  	14.37	--  	0	11117.51	157.63	          3.98	    31.43	          1.34	          1.34	14.37	35.55	         14536	         17.50	农药化肥	      40554.92	浙江	0.00	
600227	赤天化	-6.03	-0.29	3.74	4.52	-4.37	18	-21.91	85.87	          1.59	--  	          0.13	          0.13	4.81	60.18	          9536	         -9.31	农药化肥	      95039.25	贵州	12.27	
600228	昌九生化	-7.72	-0.79	5.28	9.44	-6.94	1	0.00	70.51	         29.56	--  	         -2.18	         -2.18	10.23	73.97	          8779	         -1.91	化工原料	      24132.00	江西	15.15	
600229	青岛碱业	-9.94	-1.34	2.97	12.14	-10.01	10	112.41	-33.99	          3.96	    41.13	         -0.17	         -0.17	13.48	57.17	          7558	          6.48	化工原料	      39578.62	山东	12.98	
600230	沧州大化	-7.54	-0.60	4.15	7.36	-5.90	20	0.00	-26.81	          1.45	--  	          1.28	          1.28	7.96	64.94	         13740	        -24.51	农药化肥	      29418.82	河北	12.56	
600231	凌钢股份	-8.14	-0.39	1.88	4.40	-7.52	132	198.28	4.18	          1.20	--  	          1.84	          1.84	4.79	80.53	         12024	         -2.30	普钢	      80400.21	辽宁	11.06	
600232	金鹰股份	-6.39	-0.43	3.86	6.30	-6.39	11	0.00	2413.07	          1.99	   108.96	          0.77	          0.77	6.73	33.70	          7870	          2.18	纺织	      36471.85	浙江	10.40	
600233	大杨创世	-4.82	-0.65	4.53	12.83	-7.34	144	2061.85	91.59	          2.03	    52.11	          3.66	          3.66	13.48	13.74	          7958	          4.65	服饰	      16500.00	辽宁	11.87	
600234	山水文化	-10.03	-1.07	3.00	9.60	-7.87	7	0.00	-4556.81	         42.92	--  	         -2.29	         -2.29	10.67	90.15	         10454	       -321.48	文教休闲	      20244.58	山西	13.03	
600235	民丰特纸	-7.00	-0.51	3.70	6.78	-6.86	2	9.72	91.72	          1.71	--  	          0.40	          0.40	7.29	46.47	         14763	         -1.78	造纸	      35130.00	浙江	13.31	
600236	桂冠电力	-3.37	-0.23	3.81	6.59	-7.48	55	-1915.04	7.79	          3.55	    12.43	          0.56	          0.56	6.82	71.21	          8640	         20.35	水力发电	     112852.67	广西	11.29	
600237	铜峰电子	-5.26	-0.29	4.90	5.22	-2.54	163	164.83	66.25	          2.08	   795.19	         -0.09	         -0.09	5.51	32.17	         12003	          0.53	元器件	      56436.96	安徽	10.71	
600238	海南椰岛	0.00	0.00	--  	10.14	--  	0	445.87	-60.34	          5.12	  1530.63	          0.43	          0.43	10.14	29.99	         14913	          0.79	红黄药酒	      44473.16	海南	0.00	
