代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
600990,四创电子,0,--  ,13670.2,         85.78亿,         85.78亿,0.2,1,0,0,20150822,20040510,13670.2,0,0,263646.06
600992,贵绳股份,5103,--  ,24509,         22.08亿,         22.08亿,-9.79,1736,84,0.0034,20150828,20040514,24509,0,0,184997.94
600993,马应龙,28,--  ,43023.62,         76.88亿,         77.03亿,2.38,2404,79,0.0018,20150823,20040517,43105.39,0,0,224887.5
600995,文山电力,562,--  ,47852.64,         36.70亿,         36.70亿,-1.59,2287,72,0.0015,20150821,20040615,47852.64,0,0,292942.16
600997,开滦股份,177,--  ,123464,         61.36亿,         61.36亿,-2.92,1568,58,0.0005,20150822,20040602,123464,0,0,2195439
600998,九州通,384,--  ,143040.98,        273.49亿,        314.91亿,4.46,1926,93,0.0006,20150826,20101102,164700.94,0,0,2820557.25
600999,招商证券,176,--  ,480309.97,        795.87亿,        962.41亿,0.26,2751,391,0.0008,20150818,20091117,580813.56,0,0,36479464
601000,唐山港,16,--  ,203035.16,        141.31亿,        156.49亿,-6,2544,162,0.0008,20150828,20100705,224843.84,0,0,1734500.38
601001,大同煤业,55,--  ,167370,         88.71亿,         88.71亿,-3.43,1854,86,0.0005,20150828,20060623,167370,0,0,2493377.25
601002,晋亿实业,149,--  ,73847,         57.90亿,         62.15亿,-5.68,2308,81,0.0011,20150821,20070126,79269,0,0,473001.56
601003,柳钢股份,0,--  ,256279.31,        183.75亿,        183.75亿,0.2,1,0,0,20150810,20070227,256279.31,0,0,2284461.75
601005,重庆钢铁,0,--  ,190171.38,         83.87亿,        171.90亿,0.2,1,0,0,20150828,20070228,443602.25,0,53812.71,4641339
601006,大秦铁路,230,--  ,1486679.13,       1452.49亿,       1452.49亿,-3.92,2809,397,0.0003,20150827,20060801,1486679.13,0,0,10491583
601007,金陵饭店,14546,--  ,30000,         30.81亿,         30.81亿,-9.79,2430,80,0.0027,20150829,20070406,30000,0,0,324573.5
601008,连云港,21,--  ,81163.5,         47.81亿,         59.80亿,-7.04,2686,124,0.0015,20150826,20070426,101521.5,0,0,664693.38
601009,南京银行,18,--  ,296893.31,        456.03亿,        517.01亿,-3.31,2805,365,0.0012,20150729,20070719,336595.56,0,0,73130176
601010,文峰股份,7,--  ,184800,        136.75亿,        136.75亿,5.92,2660,179,0.001,20150829,20110603,184800,0,0,650643.25
601011,宝泰隆,32,--  ,38700,         48.53亿,         68.59亿,1.09,1822,37,0.001,20150818,20110309,54700,0,0,745052.88
601012,隆基股份,491,--  ,161557.2,        148.47亿,        162.80亿,4.75,2409,137,0.0008,20150828,20120411,177149.34,0,0,816726
601015,陕西黑猫,226,--  ,12000,         10.42亿,         53.82亿,-3.35,1664,34,0.0028,20150814,20141105,62000,0,0,1037866.81
601016,节能风电,94,--  ,17778,         38.20亿,        382.04亿,-7.13,2462,81,0.0045,20150821,20140929,177778,0,0,1426337.25
601018,宁波港,0,--  ,1280000,       1044.48亿,       1044.48亿,0.2,1,0,0,20150829,20100928,1280000,0,0,4678764
601021,春秋航空,11,--  ,10000,         92.00亿,        368.00亿,-2,2095,6,0.0006,20150824,20150121,40000,0,0,1322910.5
601028,玉龙股份,237,--  ,69987.5,         57.25亿,         64.31亿,-6.31,2043,62,0.0009,20150721,20111107,78623.77,0,0,379291.94
601038,一拖股份,780,--  ,59391,         50.96亿,         50.96亿,-6.94,2275,66,0.0011,20150826,20120808,99590,0,40199,1336351.75
601058,赛轮金宇,24,--  ,87080,         54.16亿,         64.86亿,1.34,2438,126,0.0014,20150822,20110630,104269.88,0,0,1371542.75
601069,西部黄金,10687,--  ,12600,         19.97亿,        100.81亿,-9.79,2712,88,0.007,20150816,20150122,63600,0,0,248508.34
601088,中国神华,2673,--  ,1649103.75,       2734.21亿,       2734.21亿,3.96,2830,431,0.0003,20150822,20071009,1988962,0,339858.25,55529800
601098,中南传媒,60,--  ,179600,        345.01亿,        345.01亿,6.57,2056,127,0.0007,20150826,20101028,179600,0,0,1552432
601099,太平洋,894,--  ,330546.69,        235.02亿,        251.02亿,-2.13,2797,470,0.0014,20150829,20071228,353046.69,0,0,3685508.75
601100,恒立油缸,0,--  ,24727.5,         37.24亿,         94.88亿,0.2,1,0,0,20150818,20111028,63000,0,0,446650.81
601101,昊华能源,217,--  ,119999.82,         78.24亿,         78.24亿,3.7,1555,150,0.0013,20150806,20100331,119999.82,0,0,1677807.38
601106,中国一重,211,--  ,653800,        534.81亿,        534.81亿,-9.51,2865,404,0.0006,20150829,20100209,653800,0,0,3893194.5
601107,四川成渝,589,--  ,216274,         92.78亿,         92.78亿,-2.07,1970,93,0.0004,20150828,20090727,305806,0,89532,2983516.25
601111,中国国航,549,--  ,832927.13,        715.48亿,        732.05亿,7.44,2868,758,0.0009,20150828,20060818,1308475.13,0,456268.34,21666104
601113,华鼎股份,52,--  ,64000,         35.33亿,         35.33亿,1.12,1109,65,0.001,20150821,20110509,64000,0,0,360770.97
601116,三江购物,267,--  ,40189.3,         31.35亿,         32.04亿,-1.68,1289,35,0.0009,20150828,20110302,41075.87,0,0,274089.56
601117,中国化学,437,--  ,493300,        356.66亿,        356.66亿,1.61,2484,403,0.0008,20150820,20100107,493300,0,0,8183109.5
601118,海南橡胶,118,--  ,393117.16,        253.56亿,        253.56亿,-9.59,2673,208,0.0005,20150822,20110107,393117.16,0,0,1359712.75
601126,四方股份,7,--  ,40658.6,        101.85亿,        101.85亿,0.28,1326,62,0.0015,20150828,20101231,40658.6,0,0,524110.06
601137,博威合金,14,--  ,21500,         29.67亿,         29.67亿,-1.15,1348,32,0.0015,20150818,20110127,21500,0,0,291472.13
601139,深圳燃气,484,--  ,217761.69,        177.69亿,        177.69亿,-0.77,1543,85,0.0004,20150819,20091225,217761.69,0,0,1485121
601158,重庆水务,275,--  ,480000,        404.16亿,        404.16亿,-9.55,2284,88,0.0002,20150808,20100329,480000,0,0,1862180
601166,兴业银行,2389,--  ,1617961.63,       2381.64亿,       2804.50亿,-0.67,2872,1506,0.0009,20150829,20070205,1905233.63,0,0,512590272
601168,西部矿业,22,--  ,238300,        158.95亿,        158.95亿,-1.13,2560,286,0.0012,20150728,20070712,238300,0,0,2556554.25
601169,北京银行,2725,--  ,1267223,       1125.29亿,       1125.29亿,-0.13,2871,1478,0.0012,20150826,20070919,1267223,0,0,162422800
601177,杭齿前进,20,--  ,40006,         28.36亿,         28.36亿,-3.99,1480,53,0.0013,20150827,20101011,40006,0,0,406327.97
601179,中国西电,229,--  ,435700,        308.48亿,        362.91亿,2.07,2680,407,0.0009,20150828,20100128,512588.25,0,0,3129162.5
601186,中国铁建,372,--  ,1026124.56,       1477.62亿,       1656.47亿,4.48,2867,653,0.0006,20150829,20080310,1357954.13,0,207629.59,64822924
601188,龙江交通,71,--  ,121320,         51.44亿,         55.79亿,-3.43,2021,76,0.0006,20150822,20100319,131587.84,0,0,442034.91
601198,东兴证券,141,--  ,50000,         74.50亿,        373.10亿,-7.13,2693,134,0.0027,20150818,20150226,250400,0,0,8960184
601199,江南水务,39,--  ,23380,         55.25亿,         55.25亿,-6.43,1369,24,0.001,20150826,20110317,23380,0,0,339395.13
601208,东材科技,926,--  ,61576,         45.57亿,         45.57亿,3.7,1724,84,0.0014,20150821,20110520,61576,0,0,324126
601211,国泰君安,51,--  ,152500,        285.33亿,       1426.64亿,-4.68,2853,278,0.0018,20150824,20150626,762500,0,0,59610868
601216,内蒙君正,6721,--  ,368640,        394.08亿,        394.08亿,3.19,2797,348,0.0009,20150717,20110222,368640,0,0,1624033
601218,吉鑫科技,610,--  ,99176,         50.78亿,         50.78亿,-2.27,2295,146,0.0015,20150825,20110506,99176,0,0,389818.03
601222,林洋电子,110,--  ,35517.3,         88.79亿,        101.65亿,-4.92,1209,29,0.0008,20150820,20110808,40660.16,0,0,641831.31
601225,陕西煤业,146,--  ,271000,        130.62亿,        482.00亿,-7.99,2204,166,0.0006,20150829,20140128,1000000,0,0,9314574
601226,华电重工,78,--  ,22500,         28.13亿,        144.38亿,3.25,1863,98,0.0043,20150826,20141211,115500,0,0,892434.63
601231,环旭电子,0,--  ,202344.77,        294.01亿,        316.16亿,10.2,2211,99,0.0005,20150822,20120220,217592.34,0,0,1339763.38
601233,桐昆股份,165,--  ,96360,        114.38亿,        114.38亿,4.14,2284,79,0.0008,20150828,20110518,96360,0,0,1458742.88
601238,广汽集团,35,--  ,422172,        692.78亿,        692.78亿,0.2,1855,67,0.0002,20150829,20120329,643502,0,221330.02,6403074
601258,庞大集团,182,--  ,524300,        208.67亿,        257.91亿,-6.59,2811,344,0.0007,20150828,20110428,648011.31,0,0,6908805.5
601288,农业银行,1745,--  ,29405530,       9909.66亿,       9909.66亿,6.85,2876,6939,0.0002,20150829,20100715,32479412,0,3073882.25,1745955456
601311,骆驼股份,512,--  ,84839.57,        114.45亿,        114.89亿,3.81,2139,103,0.0012,20150728,20110602,85163.57,0,0,601763.75
601313,江南嘉捷,181,--  ,39448.05,         43.47亿,         44.12亿,-3.8,1476,30,0.0008,20150826,20120116,40040.66,0,0,261330.92
601318,中国平安,3703,--  ,1083266.5,       3247.63亿,       3247.63亿,-0.39,2871,1301,0.0012,20150821,20070301,1828024.13,0,744757.69,463228736
601328,交通银行,777,--  ,3925086.5,       2731.86亿,       2731.86亿,3.16,2875,3456,0.0009,20150828,20070515,7426272.5,0,3501186.25,712215488
601333,广深铁路,10390,--  ,565223.69,        282.05亿,        282.05亿,1.42,2767,639,0.0011,20150827,20061222,708353.69,0,143130,3057235.25
601336,新华保险,277,--  ,208543.94,        779.75亿,        779.75亿,-1.43,2750,197,0.0009,20150826,20111216,311954.66,0,103410.72,65984000
601339,百隆东方,11,--  ,150000,         91.05亿,         91.05亿,-3.14,2118,68,0.0005,20150828,20120612,150000,0,0,1099430.13
601368,绿城水务,50,--  ,14700,         21.52亿,        107.72亿,-5.22,2767,81,0.0055,20150826,20150612,73581.09,0,0,754011.88
601369,陕鼓动力,3,--  ,163877.02,        124.05亿,        124.05亿,6.08,1794,142,0.0009,20150827,20100428,163877.02,0,0,1452269.38
601377,兴业证券,2433,--  ,520000,        425.88亿,        425.88亿,-0.88,2757,512,0.001,20150825,20101013,520000,0,0,13898534
601388,怡球资源,0,--  ,53300,        124.35亿,        124.35亿,0.2,1,0,0,20150814,20120423,53300,0,0,377016
601390,中国中铁,60,--  ,1709251,       2063.07亿,       2249.48亿,3.9,2874,1218,0.0007,20150831,20071203,2284430.25,0,420739,70002952
601398,工商银行,0,--  ,26961222,      13345.80亿,      13345.80亿,10.2,2873,4854,0.0002,20150829,20061027,35640624,0,8679404,2241729536
601515,东风股份,166,--  ,111200,        152.01亿,        152.01亿,7.59,1800,106,0.0009,20150827,20120216,111200,0,0,437866.06
601518,吉林高速,419,--  ,121320,         51.44亿,         51.44亿,-3.87,2356,80,0.0007,20150822,20100319,121320,0,0,562954.56
601519,大智慧,585,--  ,198770,        172.13亿,        172.13亿,-2.82,2771,170,0.0009,20150829,20110128,198770,0,0,322205.34
601555,东吴证券,284,--  ,259100,        317.14亿,        330.48亿,-1.17,2655,241,0.0009,20150813,20111212,270000,0,0,10242727
601558,华锐风电,513,--  ,134916,         46.41亿,        207.45亿,-4.24,2757,204,0.0015,20150828,20110113,603060,0,0,1585172.25
601566,九牧王,7,--  ,57463.71,         82.06亿,         82.06亿,-1.52,1449,36,0.0006,20150828,20110530,57463.71,0,0,521299
601567,三星电气,497,--  ,100812,         87.10亿,        103.56亿,-9.04,2130,46,0.0005,20150821,20110615,119859.82,0,0,726626.06
601579,会稽山,1,--  ,24800,         24.01亿,         38.72亿,-3.29,1247,39,0.0016,20150826,20140825,40000,0,0,225782.09
601588,北辰实业,466,--  ,266000,        115.98亿,        115.98亿,-7.23,2729,159,0.0006,20150820,20061016,336702,0,70702,4063642.5
601599,鹿港科技,70,--  ,31800,         32.91亿,         39.06亿,-5.88,2187,59,0.0019,20150722,20110527,37742.71,0,0,346193.78
601600,中国铝业,87,--  ,958052.19,        483.82亿,        553.47亿,-8.81,2848,491,0.0005,20150828,20070430,1490379.88,0,394396.59,19567606
601601,中国太保,263,--  ,628670,       1441.54亿,       1441.54亿,1.22,2721,355,0.0006,20150831,20071225,906200,0,277530,91168496
601607,上海医药,48,--  ,192293.5,        366.32亿,        366.33亿,1.8,2359,189,0.001,20150827,19940324,268891.06,0,76589.39,6988578.5
601608,中信重工,933,--  ,411000,        241.26亿,        241.26亿,-8.65,2788,231,0.0006,20150825,20120706,411000,0,0,1981171.75
601616,广电电气,0,--  ,93330.07,         62.81亿,         62.81亿,0.2,1,0,0,20150816,20110201,93330.07,0,0,307952.44
601618,中国中冶,0,--  ,1623900,       1265.02亿,       1265.02亿,0.2,1,0,0,20150826,20090921,1911000,0,287100,33752108
601628,中国人寿,1244,--  ,2082353,       5503.66亿,       5503.66亿,1.66,2813,363,0.0002,20150827,20070109,2826470.5,0,744117.5,237955504
601633,长城汽车,852,--  ,200924.3,        587.30亿,        587.30亿,3.27,2636,90,0.0004,20150829,20110928,304242.31,0,103318,6136114
601636,旗滨集团,12304,--  ,82198.59,         77.27亿,         94.96亿,-9.76,2849,303,0.0037,20150823,20110812,101017.17,0,0,1289979.75
601666,平煤股份,47670,--  ,236116.5,        119.95亿,        119.95亿,-9.73,2510,267,0.0011,20150825,20061123,236116.5,0,0,3155123.25
601668,中国建筑,300,--  ,2989972.75,       1868.73亿,       1875.00亿,0.36,2871,2175,0.0007,20150825,20090729,3000000,0,0,101320312
601669,中国电建,1,--  ,330000,        276.87亿,       1154.01亿,6,2848,752,0.0023,20150828,20111018,1375463.38,0,0,36281892
601677,明泰铝业,992,--  ,40100,         40.42亿,         42.11亿,-2.31,1127,28,0.0007,20150827,20110919,41775.6,0,0,442694.69
601678,滨化股份,315,--  ,99000,         67.91亿,         67.91亿,5.1,1924,147,0.0015,20150723,20100223,99000,0,0,717460.25
601688,华泰证券,34,--  ,544372.31,        806.76亿,        806.76亿,-0.73,2794,521,0.001,20150823,20100226,716276.88,0,171904.56,58016128
601689,拓普集团,81,--  ,12910,         20.48亿,        102.95亿,-1.04,2028,38,0.0029,20150825,20150319,64910,0,0,385137.53
601699,潞安环能,2021,--  ,299140.91,        203.42亿,        203.42亿,2.46,2335,265,0.0009,20150827,20060922,299140.91,0,0,5226698.5
601700,风范股份,62,--  ,111214.5,         71.62亿,         72.99亿,-2.66,2009,47,0.0004,20150825,20110118,113336.25,0,0,391463.78
601717,郑煤机,500,--  ,137788.78,         83.50亿,         83.50亿,-6.42,2114,117,0.0008,20150822,20100803,162112.2,0,24323.41,1217284.5
601718,际华集团,1036,--  ,385700,        559.65亿,        559.65亿,-9.78,2866,569,0.0015,20150812,20100816,385700,0,0,2143273.25
601727,上海电气,5540,--  ,985071.44,       1124.95亿,       1124.95亿,4.21,2852,636,0.0006,20150831,20081205,1282362.63,0,297291.19,15670632
601766,中国中车,5987,--  ,2291769.25,       2940.34亿,       2940.34亿,0.36,2875,2166,0.0009,20150829,20080818,2728875.75,0,437106.59,30746716
601777,力帆股份,355,--  ,97414.31,         90.50亿,        116.83亿,4.59,2230,121,0.0012,20150826,20101125,125762.4,0,0,2344377.25
601788,光大证券,190,--  ,341800,        577.30亿,        577.30亿,-2.39,2721,329,0.001,20150806,20090818,341800,0,0,24089416
601789,宁波建工,297,--  ,43807.98,         34.39亿,         38.31亿,-4.3,2219,74,0.0017,20150825,20110816,48804,0,0,1097251.38
601798,蓝科高新,19,--  ,35452.82,         36.09亿,         36.09亿,-1.34,1283,40,0.0011,20150729,20110622,35452.82,0,0,286653.63
601799,星宇股份,249,--  ,23894.03,         47.72亿,         47.86亿,2.51,1450,30,0.0013,20150728,20110201,23965.28,0,0,327310.69
601800,中国交建,3951,--  ,1174723.5,       1628.17亿,       1628.17亿,9.25,2863,416,0.0004,20150829,20120309,1617473.5,0,442750,69552048
601801,皖新传媒,12,--  ,91000,        237.78亿,        237.78亿,7.82,1973,64,0.0007,20150829,20100118,91000,0,0,738768.69
601808,中海油服,2460,--  ,296046.81,        518.08亿,        518.08亿,4.12,2500,190,0.0006,20150828,20070928,477159.19,0,181112.41,8628688
601818,光大银行,2,--  ,3981036,       1743.69亿,       1743.69亿,2.3,2867,2782,0.0007,20150831,20100818,4667909.5,0,686873.56,300033600
601857,中国石油,2683,--  ,16192208,      14168.18亿,      14168.18亿,-4.79,2868,533,0,20150828,20071105,18302098,0,2109890,238523296
601866,中海集运,0,--  ,793212.5,        692.47亿,        692.47亿,0.2,1,0,0,20150828,20071212,1168312.5,0,375100,5411156
601872,招商轮船,216,--  ,472092.19,        288.92亿,        324.33亿,-4.32,2846,295,0.0006,20150816,20061201,529945.81,0,0,2994486.75
601877,正泰电器,0,--  ,131490.64,        402.62亿,        402.62亿,0.2,1,0,0,20150818,20100121,131490.64,0,0,1281321.5
601880,大连港,34,--  ,336340,        190.03亿,        190.03亿,-5.94,2755,274,0.0008,20150819,20101206,442600,0,106260,2842981.75
601886,江河创建,828,--  ,94128.52,         86.41亿,        105.94亿,3.7,1939,102,0.0011,20150827,20110818,115405,0,0,1974575.38
601888,中国国旅,6,--  ,97623.77,        531.95亿,        531.95亿,3.25,2405,55,0.0006,20150829,20091015,97623.77,0,0,1585802.13
601890,亚星锚链,19103,--  ,95940,        100.55亿,        100.55亿,-9.76,2869,159,0.0017,20150825,20101228,95940,0,0,378364.28
601898,中煤能源,5574,--  ,915200.06,        593.96亿,        593.96亿,-9.78,2786,255,0.0003,20150824,20080201,1325866.38,0,410666.31,25922202
601899,紫金矿业,20,--  ,1580380.38,        562.62亿,        562.62亿,-2.26,2876,849,0.0005,20150831,20080425,2154324.25,0,573944,7775742.5
601901,方正证券,10117,--  ,628985.06,        458.53亿,        600.12亿,1.31,2818,669,0.0011,20150829,20110810,823210.13,0,0,17595794
601908,京运通,12,--  ,28451.52,         34.20亿,        103.34亿,-2.86,2493,101,0.0036,20150828,20110908,85977.02,0,0,684418.25
601918,国投新集,4838,--  ,259054.17,        256.46亿,        256.46亿,-9.8,2875,738,0.0028,20150812,20071219,259054.17,0,0,3037662.25
601919,中国远洋,0,--  ,763567.44,        888.03亿,        888.03亿,0.2,1,0,0,20150828,20070626,1021627.44,0,258060,15520499
601928,凤凰传媒,2545,--  ,70878.35,         95.33亿,        342.29亿,2.41,2615,207,0.0029,20150820,20111130,254490,0,0,1743126.25
601929,吉视传媒,17,--  ,155540.06,        164.56亿,        164.56亿,0.2,2438,184,0.0012,20150831,20120223,155540.06,0,0,936855.19
601933,永辉超市,86,--  ,307160,        299.48亿,        396.58亿,0.31,2815,283,0.0009,20150731,20101215,406753.63,0,0,1973641.63
601939,建设银行,6626,--  ,959365.75,        567.94亿,        567.94亿,5.54,2867,1892,0.002,20150831,20070925,25001098,0,24041732,1821918592
601958,金钼股份,813,--  ,322660.44,        229.73亿,        229.73亿,-8.16,2418,99,0.0003,20150829,20080417,322660.44,0,0,1584062.38
601965,中国汽研,87,--  ,96117.97,         76.61亿,         76.61亿,2.65,1914,105,0.0011,20150806,20120611,96117.97,0,0,412091.69
