代码,名称,卖量,未匹配量,流通股本(万),流通市值,AB股总市值,强弱度%%,活跃度,每笔均量,每笔换手,财务更新,上市日期,总股本(万),B股(或A),H股,总资产(万)
002272,川润股份,0,--  ,31256.15,         35.01亿,         47.01亿,1.06,0,--  ,--  ,20150827,20080919,41970,0,0,183481.81
002273,水晶光电,572,--  ,35698.92,         70.68亿,         86.45亿,6.6,3407,74,0.0021,20150825,20080919,43661.21,0,0,197072.59
002274,华昌化工,233,--  ,49063.26,         36.06亿,         46.67亿,-3.24,1916,64,0.0013,20150828,20080925,63490.98,0,0,704259.19
002275,桂林三金,441,--  ,53114.51,        102.14亿,        113.50亿,6.14,1344,32,0.0006,20150821,20090710,59020,0,0,253585.75
002276,万马股份,2577,--  ,83702.78,        124.38亿,        139.58亿,-8.72,4244,177,0.0021,20150818,20090710,93932.54,0,0,449688.56
002277,友阿股份,665,--  ,56612.26,         63.29亿,         63.29亿,2.97,3164,71,0.0013,20150828,20090717,56612.26,0,0,900041.13
002278,神开股份,0,--  ,25537.11,         41.09亿,         58.55亿,1.06,0,--  ,--  ,20150816,20090811,36390.96,0,0,180341
002279,久其软件,45,--  ,8969.28,         24.62亿,         54.30亿,-3.53,3058,22,0.0024,20150901,20090811,19781.08,0,0,130174.85
002280,联络互动,88,--  ,11024.32,         24.42亿,        155.60亿,-5.72,3008,26,0.0024,20150725,20090821,70249.78,0,0,115167.51
002281,光迅科技,554,--  ,16283.01,         52.90亿,         68.19亿,4.24,1664,24,0.0015,20150821,20090821,20988.96,0,0,391361.47
002282,博深工具,565,--  ,18638.78,         15.10亿,         27.39亿,-3.53,1595,28,0.0015,20150818,20090821,33813,0,0,103368.55
002283,天润曲轴,1389,--  ,55941.17,         58.74亿,         58.74亿,-8.81,1990,70,0.0013,20150826,20090821,55941.17,0,0,490540.69
002284,亚太股份,112,--  ,52249.55,         45.20亿,         63.80亿,-4.3,2432,34,0.0006,20150829,20090828,73755.6,0,0,419629.56
002285,世联行,506,--  ,122164.11,        144.52亿,        171.03亿,5.01,3564,79,0.0006,20150825,20090828,144569.63,0,0,603237.19
002286,保龄宝,0,--  ,26578.5,         38.54亿,         53.54亿,1.06,0,--  ,--  ,20150820,20090828,36925.6,0,0,193425.55
002287,奇正藏药,140,--  ,40600,        104.95亿,        104.95亿,-2.09,1813,16,0.0004,20150814,20090828,40600,0,0,177110.63
002288,超华科技,10092,--  ,66018.78,         40.93亿,         57.76亿,-8.95,3934,122,0.0019,20150728,20090903,93164.38,0,0,234158.55
002289,宇顺电子,0,--  ,12558.53,         56.45亿,         83.98亿,1.06,0,--  ,--  ,20150825,20090903,18683.58,0,0,418713.69
002290,禾盛新材,15,--  ,13638.9,         21.48亿,         33.18亿,-6.24,2328,36,0.0027,20150821,20090903,21067.19,0,0,134511.52
002291,星期六,124,--  ,36335,         27.40亿,         30.08亿,0.14,1317,33,0.0009,20150825,20090903,39892.19,0,0,329521.75
002292,奥飞动漫,69605,--  ,64768.21,        160.82亿,        313.82亿,-8.94,1778,361,0.0056,20150820,20090910,126388.03,0,0,438532.84
002293,罗莱家纺,2427,--  ,69986.35,        100.36亿,        100.64亿,6.5,2513,33,0.0005,20150822,20090910,70181.54,0,0,298615.69
002294,信立泰,735,--  ,45918,        119.89亿,        273.11亿,4.79,2872,53,0.0012,20150825,20090910,104601.6,0,0,454212.41
002295,精艺股份,417151,--  ,18216.67,         30.70亿,         41.89亿,-8.93,71,18,0.001,20150818,20090929,24860,0,0,128343.05
002296,辉煌科技,602,--  ,28780.26,         36.93亿,         48.33亿,-8.9,3984,95,0.0033,20150827,20090929,37665.64,0,0,201402.61
002297,博云新材,392,--  ,36420.58,         34.78亿,         38.09亿,-5.22,2999,42,0.0012,20150828,20090929,39882.1,0,0,175498.56
002298,鑫龙电器,10180,--  ,35476.37,         37.57亿,         67.03亿,-8.97,3812,90,0.0026,20150829,20090929,63291.87,0,0,226010.97
002299,圣农发展,110,--  ,89981.46,        132.27亿,        163.30亿,-2.1,2315,40,0.0004,20150828,20091021,111090,0,0,1094533
002300,太阳电缆,567,--  ,45221.14,         36.86亿,         36.86亿,-0.39,1764,21,0.0005,20150828,20091021,45225,0,0,329876.5
002301,齐心集团,0,--  ,34613.78,         89.65亿,         97.42亿,1.06,0,--  ,--  ,20150807,20091021,37614.39,0,0,217345.92
002302,西部建设,267,--  ,27091.33,         37.60亿,         71.64亿,-8.75,2643,27,0.001,20150821,20091103,51611.69,0,0,1129048.13
002303,美盈森,0,--  ,75523.17,         88.21亿,        167.07亿,1.06,0,--  ,--  ,20150829,20091103,143040,0,0,317343.44
002304,洋河股份,88,--  ,122824.71,        717.05亿,        879.78亿,2.87,3025,31,0.0003,20150829,20091106,150698.8,0,0,3046269.75
002305,南国置业,30,--  ,109479.31,         51.35亿,         68.24亿,-2.83,2166,55,0.0005,20150824,20091106,145506.03,0,0,1346532.38
002306,*ST云网,0,--  ,61251.67,         56.47亿,         73.76亿,1.06,0,--  ,--  ,20150828,20091111,80000,0,0,88608.5
002307,北新路桥,19656,--  ,55729.62,         52.61亿,         52.61亿,-8.95,4015,84,0.0015,20150827,20091111,55732.71,0,0,1088289.75
002308,威创股份,0,--  ,83551,        258.76亿,        258.78亿,1.06,0,--  ,--  ,20150731,20091127,83559.15,0,0,237833.3
002309,中利科技,202,--  ,36028.32,         47.13亿,         74.33亿,1.6,2986,59,0.0016,20150826,20091127,56829.23,0,0,1647132.5
002310,东方园林,0,--  ,55499.1,        212.56亿,        386.34亿,1.06,0,--  ,--  ,20150808,20091127,100871.2,0,0,1352129.38
002311,海大集团,2063,--  ,60504.35,         72.54亿,        184.33亿,6.14,2323,92,0.0015,20150728,20091127,153736.31,0,0,896704.31
002312,三泰控股,26487,--  ,54175.05,         78.77亿,        112.40亿,-8.91,3964,116,0.0021,20150812,20091203,77302.71,0,0,287877.63
002313,日海通讯,0,--  ,31200,         46.18亿,         46.18亿,1.06,0,--  ,--  ,20150728,20091203,31200,0,0,448117.06
002314,雅致股份,1790,--  ,57984.14,         46.56亿,        150.77亿,-8.92,3489,60,0.001,20150829,20091203,187753.03,0,0,1081543.63
002315,焦点科技,398,--  ,6032.74,         34.91亿,         68.00亿,10.25,2616,21,0.0036,20150722,20091209,11750,0,0,233064.13
002316,键桥通讯,0,--  ,31461.66,         34.61亿,         43.24亿,1.06,0,--  ,--  ,20150825,20091209,39312,0,0,204329.72
002317,众生药业,653,--  ,47404.55,         54.04亿,         84.20亿,3.21,2482,75,0.0016,20150831,20091211,73861.2,0,0,322728.34
002318,久立特材,16645,--  ,32366.84,         86.13亿,         89.57亿,-8.95,3326,56,0.0017,20150818,20091211,33660.23,0,0,379064.5
002319,乐通股份,65,--  ,19994.61,         22.09亿,         22.10亿,-8.74,1603,49,0.0024,20150827,20091211,20000,0,0,108091.9
002320,海峡股份,0,--  ,42587.62,        116.82亿,        116.82亿,1.06,0,--  ,--  ,20150821,20091216,42588,0,0,229532.97
002321,华英农业,111,--  ,42345.91,         29.22亿,         29.38亿,-7.55,2537,70,0.0017,20150826,20091216,42580,0,0,454008.31
002322,理工监测,87,--  ,26215.1,         31.98亿,         33.92亿,-5.24,2538,42,0.0016,20150826,20091218,27804,0,0,123759.38
002323,雅百特,11,--  ,8350.16,         19.61亿,         58.39亿,-4.64,776,18,0.0021,20150827,20091218,24857.65,0,0,96808.05
002324,普利特,144,--  ,15644.23,         26.25亿,         45.31亿,-2.23,1775,28,0.0018,20150829,20091218,27000,0,0,291001.16
002325,洪涛股份,0,--  ,63781.62,        158.69亿,        249.18亿,1.06,0,--  ,--  ,20150831,20091222,100154.24,0,0,631329.5
002326,永太科技,5523,--  ,41879.12,         50.05亿,         95.44亿,-5.21,3718,50,0.0012,20150717,20091222,79870.28,0,0,357945.78
002327,富安娜,2796,--  ,45157.66,         42.36亿,         80.77亿,4.14,3442,75,0.0017,20150818,20091230,86112.2,0,0,282189.88
002328,新朋股份,719,--  ,32755.64,         24.70亿,         33.93亿,-4.93,3306,65,0.002,20150828,20091230,45000,0,0,393249.06
002329,皇氏集团,4053,--  ,14499.03,         35.19亿,         70.72亿,-8.95,3057,35,0.0024,20150828,20100106,29137.5,0,0,235660.05
002330,得利斯,13333,--  ,43714,         38.12亿,         43.77亿,-8.95,3264,80,0.0018,20150826,20100106,50200,0,0,160944.77
002331,皖通科技,119,--  ,19319.34,         25.60亿,         38.68亿,-7.18,3510,53,0.0028,20150828,20100106,29193.91,0,0,162628.67
002332,仙琚制药,405,--  ,46760.44,         49.52亿,         54.23亿,4.08,2742,77,0.0017,20150828,20100112,51210,0,0,282367.38
002333,罗普斯金,3,--  ,24248.49,         34.19亿,         35.43亿,1.06,944,24,0.001,20150804,20100112,25130.17,0,0,163181.06
002334,英威腾,444,--  ,51075.26,         36.93亿,         51.75亿,-2.41,3413,51,0.001,20150814,20100113,71578.99,0,0,183223.48
002335,科华恒盛,721,--  ,18292.92,         32.12亿,         39.40亿,-8.93,2316,27,0.0015,20150827,20100113,22439.55,0,0,226298.95
002336,人人乐,728,--  ,40000,         41.52亿,         41.52亿,-2.74,2231,33,0.0008,20150820,20100113,40000,0,0,647853.19
002337,赛象科技,412,--  ,56479.39,         38.58亿,         40.59亿,-4.08,2846,38,0.0007,20150825,20100115,59428.26,0,0,171840.2
002338,奥普光电,23,--  ,11818.58,         45.38亿,         46.08亿,-8.63,1209,11,0.001,20150827,20100115,12000,0,0,96651.4
002339,积成电子,1968,--  ,29628.98,         43.50亿,         55.62亿,-8.66,3628,53,0.0018,20150829,20100122,37889.6,0,0,199468.48
002340,格林美,8289,--  ,116860.32,        114.52亿,        117.70亿,3.57,3598,115,0.001,20150829,20100122,120099.21,0,0,1270827.63
002341,新纶科技,156,--  ,25643.08,         24.23亿,         35.29亿,1.91,3488,51,0.002,20150805,20100122,37344,0,0,359205.13
002342,巨力索具,162,--  ,82628.06,         46.35亿,         53.86亿,-1.37,3368,82,0.001,20150807,20100126,96000,0,0,402197
002343,禾欣股份,0,--  ,15274.95,         63.02亿,         81.74亿,1.06,0,--  ,--  ,20150827,20100126,19812,0,0,183747.84
002344,海宁皮城,2337,--  ,110291.6,        149.22亿,        151.54亿,4.26,2684,91,0.0008,20150820,20100126,112000,0,0,948212.63
002345,潮宏基,0,--  ,83212,        162.93亿,        165.47亿,1.06,0,--  ,--  ,20150731,20100128,84511.11,0,0,437118.56
002346,柘中股份,0,--  ,7000,          9.57亿,         60.36亿,11.04,2854,82,0.0117,20150827,20100128,44157.53,0,0,200740.94
002347,泰尔重工,0,--  ,14510.15,         31.94亿,         49.45亿,1.06,0,--  ,--  ,20150816,20100128,22467.52,0,0,173772.92
002348,高乐股份,0,--  ,37057.82,         57.92亿,         74.02亿,1.06,0,--  ,--  ,20150828,20100203,47360,0,0,121658.82
002349,精华制药,223,--  ,19766.74,         40.70亿,         53.53亿,-6.65,2060,18,0.0009,20150725,20100203,26000,0,0,178454.27
002350,北京科锐,82,--  ,21821.63,         32.54亿,         32.55亿,-7.69,1994,36,0.0016,20150826,20100203,21828,0,0,166935.27
002351,漫步者,4,--  ,13387.05,         21.15亿,         46.45亿,-7.03,2328,24,0.0018,20150825,20100205,29400,0,0,177785.55
002352,鼎泰新材,47,--  ,6107.72,         10.81亿,         20.66亿,-5.44,1201,17,0.0028,20150826,20100205,11674.62,0,0,90076.38
002353,杰瑞股份,0,--  ,66440.34,        294.66亿,        424.81亿,1.06,0,--  ,--  ,20150731,20100205,95785.39,0,0,1155527.38
002354,天神娱乐,5,--  ,6051.97,         39.58亿,        145.80亿,-4.65,1472,9,0.0014,20150828,20100209,22292.86,0,0,136116.55
002355,兴民钢圈,0,--  ,34260.76,         24.87亿,         37.29亿,11.06,2102,59,0.0017,20150829,20100209,51370,0,0,302930.38
002356,浩宁达,413,--  ,24000,         38.38亿,         49.64亿,1.88,1647,21,0.0009,20150828,20100209,31047.43,0,0,254673.52
002357,富临运业,2342,--  ,19573.9,         29.87亿,         29.90亿,-2.36,2666,31,0.0016,20150814,20100210,19593.06,0,0,139551.42
002358,森源电气,0,--  ,66811.24,        126.21亿,        150.29亿,1.06,0,--  ,--  ,20150731,20100210,79559.54,0,0,420578.44
002359,齐星铁塔,106,--  ,33593.89,         52.41亿,         65.02亿,-5.92,3766,60,0.0018,20150721,20100210,41680,0,0,138568.97
002360,同德化工,1426,--  ,24508.55,         17.72亿,         28.31亿,-6.01,2242,61,0.0025,20150804,20100303,39151.26,0,0,133811.95
002361,神剑股份,0,--  ,19688.65,         24.67亿,         47.87亿,1.06,0,--  ,--  ,20150824,20100303,38205.1,0,0,189284.84
002362,汉王科技,72,--  ,17616.21,         26.69亿,         32.44亿,-2.2,2622,29,0.0017,20150731,20100303,21410.27,0,0,86399.34
002363,隆基机械,343,--  ,29866.91,         36.17亿,         36.18亿,-8.97,3557,52,0.0017,20150814,20100305,29880,0,0,240134.45
002364,中恒电气,56,--  ,42400.8,         62.37亿,         76.97亿,-7.12,2343,34,0.0008,20150821,20100305,52324.23,0,0,128829.31
002365,永安药业,521,--  ,14630.25,         17.15亿,         21.92亿,-4.95,1793,30,0.0021,20150827,20100305,18700,0,0,119690.85
002366,丹甫股份,601,--  ,10923.29,         48.61亿,        192.92亿,-2.99,1215,16,0.0014,20150820,20100312,43352.87,0,0,93029.71
002367,康力电梯,1325844,--  ,45990.55,        106.15亿,        170.47亿,-8.92,37,8,0.0002,20150826,20100312,73860.02,0,0,368181.13
002368,太极股份,0,--  ,36140.71,        236.79亿,        272.30亿,1.06,0,--  ,--  ,20150821,20100312,41559.71,0,0,422310.91
002369,卓翼科技,0,--  ,41492.76,         83.11亿,         97.87亿,1.06,0,--  ,--  ,20150829,20100316,48863.76,0,0,288069
002370,亚太药业,0,--  ,17389.94,         42.52亿,         49.88亿,1.06,0,--  ,--  ,20150816,20100316,20400,0,0,89789.32
002371,七星电子,3831,--  ,33744.32,         64.25亿,         67.06亿,-8.92,1661,26,0.0008,20150822,20100316,35220,0,0,409170.47
002372,伟星新材,420,--  ,50750.69,         72.98亿,         83.22亿,1.69,2287,29,0.0006,20150806,20100318,57868.98,0,0,259640.55
002373,千方科技,82,--  ,21767.9,         52.53亿,        121.98亿,4.14,2556,30,0.0014,20150822,20100318,50550.76,0,0,231060.42
002374,丽鹏股份,2417,--  ,18472.32,         19.27亿,         34.38亿,-8.79,2855,41,0.0022,20150731,20100318,32965.32,0,0,313690.06
002375,亚厦股份,223,--  ,112992.42,        158.87亿,        188.14亿,5.05,3535,103,0.0009,20150829,20100323,133813.7,0,0,1861761.63
002376,新北洋,1445,--  ,54876.39,         58.77亿,         64.26亿,2.96,2805,57,0.001,20150818,20100323,60000,0,0,288611.78
002377,国创高新,421,--  ,43097.48,         24.91亿,         25.32亿,-4.96,2727,66,0.0015,20150826,20100323,43814,0,0,205519.41
002378,章源钨业,855,--  ,85642.72,         68.43亿,         73.84亿,-6.57,2520,90,0.0011,20150825,20100331,92416.74,0,0,318931.34
002379,鲁丰环保,4101,--  ,66745.13,         26.76亿,         37.15亿,-1.85,3185,83,0.0012,20150827,20100331,92640,0,0,428536.09
002380,科远股份,530,--  ,5134.58,         15.33亿,         30.45亿,-7.85,1819,13,0.0026,20150820,20100331,10200,0,0,115820.97
002381,双箭股份,376,--  ,21691.3,         18.11亿,         29.31亿,-3.84,1868,34,0.0016,20150721,20100402,35100,0,0,151730.06
002382,蓝帆医疗,94,--  ,23897.19,         42.75亿,         44.22亿,1.12,2291,25,0.001,20150826,20100402,24720,0,0,145876.73
002383,合众思壮,526,--  ,13893.07,         36.32亿,         51.58亿,-8.9,2577,27,0.0019,20150731,20100402,19732.86,0,0,227805.34
002384,东山精密,0,--  ,47229.6,        104.94亿,        188.29亿,1.06,0,--  ,--  ,20150820,20100409,84739.02,0,0,620525.5
002385,大北农,101,--  ,153937,        187.80亿,        304.69亿,5.42,3482,144,0.0009,20150818,20100409,249747.44,0,0,1048476.13
002386,天原集团,15,--  ,67165.22,         36.20亿,         36.20亿,-0.58,1782,50,0.0007,20150828,20100409,67167.97,0,0,1435272.38
002387,黑牛食品,0,--  ,28861.52,         28.66亿,         46.62亿,11.03,3415,113,0.0039,20150825,20100413,46945.94,0,0,201361.11
002388,新亚制程,5225,--  ,36402.3,         21.95亿,         24.10亿,-8.94,3651,77,0.0021,20150819,20100413,39960,0,0,81037.61
002389,南洋科技,731,--  ,38656.96,         40.20亿,         60.46亿,-5.41,3126,54,0.0014,20150805,20100413,58135.8,0,0,300753.88
002390,信邦制药,254,--  ,73385.89,         77.50亿,        132.12亿,1.06,3595,109,0.0015,20150829,20100416,125113.63,0,0,604962.19
002391,长青股份,6,--  ,21330.86,         26.45亿,         44.91亿,-0.37,1570,32,0.0015,20150810,20100416,36213.82,0,0,323478.34
002392,北京利尔,0,--  ,56124.69,         40.52亿,         86.54亿,1.06,0,--  ,--  ,20150821,20100423,119855.95,0,0,429939.25
002393,力生制药,9,--  ,18178.41,         57.81亿,         58.02亿,3.94,1540,28,0.0015,20150824,20100423,18245.5,0,0,332632.13
002394,联发股份,154,--  ,32370,         37.16亿,         37.16亿,1.32,1918,38,0.0012,20150825,20100423,32370,0,0,442740.69
002395,双象股份,3682,--  ,17880.59,         25.43亿,         25.43亿,-8.94,2913,33,0.0018,20150825,20100429,17880.59,0,0,119357.82
002396,星网锐捷,168,--  ,52659,         78.88亿,         80.76亿,-3.4,2921,56,0.0011,20150902,20100623,53911.12,0,0,346131.47
002397,梦洁家纺,164,--  ,32810.94,         23.33亿,         47.81亿,-5.51,2492,32,0.001,20150827,20100429,67239.96,0,0,177228.69
002398,建研集团,58,--  ,25289.63,         28.70亿,         38.90亿,-3,1684,41,0.0016,20150728,20100506,34273.19,0,0,247659.41
002399,海普瑞,0,--  ,80020,        213.81亿,        213.81亿,1.06,0,--  ,--  ,20150829,20100506,80020,0,0,1017979.88
002400,省广股份,0,--  ,80616.95,        184.61亿,        207.18亿,1.06,0,--  ,--  ,20150810,20100506,90471.89,0,0,606027.31
002401,中海科技,0,--  ,29865.35,         56.36亿,         57.22亿,1.06,0,--  ,--  ,20150821,20100506,30324,0,0,109586.15
002402,和而泰,2457,--  ,24135.75,         28.36亿,         39.03亿,-8.97,2630,35,0.0015,20150821,20100511,33218.19,0,0,131486.23
002403,爱仕达,578,--  ,22238.25,         28.00亿,         30.22亿,-4.35,1905,27,0.0012,20150827,20100511,24000,0,0,273180.94
002404,嘉欣丝绸,127,--  ,39306.46,         22.64亿,         29.99亿,-3.73,2663,48,0.0012,20150829,20100511,52065,0,0,206758.8
002405,四维图新,4610,--  ,65898.17,        138.52亿,        145.37亿,-8.96,4177,88,0.0013,20150902,20100518,69159.67,0,0,326531.16
002406,远东传动,2512,--  ,35177.1,         24.34亿,         38.82亿,-1.06,2654,53,0.0015,20150818,20100518,56100,0,0,245036.41
002407,多氟多,203,--  ,18694.61,         40.57亿,         50.15亿,-1.89,3929,73,0.0039,20150821,20100518,23112,0,0,322667.28
002408,齐翔腾达,203,--  ,74513.46,         81.15亿,         86.05亿,3.31,2583,81,0.0011,20150827,20100518,79019.57,0,0,718799.38
002409,雅克科技,0,--  ,8253,         18.12亿,         36.52亿,1.06,0,--  ,--  ,20150828,20100525,16632,0,0,164722.06
002410,广联达,0,--  ,71591.75,        179.77亿,        283.34亿,1.06,0,--  ,--  ,20150827,20100525,112838.79,0,0,269778.97
002411,九九久,441,--  ,25853.58,         24.61亿,         33.16亿,-2.78,1843,43,0.0017,20150825,20100525,34830,0,0,167208.88
002412,汉森制药,0,--  ,28677.5,         68.97亿,         71.19亿,1.06,0,--  ,--  ,20150826,20100525,29600,0,0,137391.95
002413,常发股份,0,--  ,22050,        114.70亿,        165.11亿,1.06,0,--  ,--  ,20150829,20100528,31739.96,0,0,259915.47
002414,高德红外,0,--  ,46459.57,        182.86亿,        236.16亿,1.06,0,--  ,--  ,20150826,20100716,60000,0,0,257666.95
002415,海康威视,0,--  ,315047.13,       1020.44亿,       1317.99亿,1.06,0,--  ,--  ,20150723,20100528,406912.81,0,0,2320239.5
002416,爱施德,2285,--  ,97023,         73.64亿,         76.19亿,-7.27,2384,68,0.0007,20150825,20100528,100388.47,0,0,1051857.25
002417,*ST元达,21888,--  ,21598.11,         26.41亿,         33.02亿,-3.91,711,102,0.0047,20150829,20100601,27000,0,0,90983.35
002418,康盛股份,0,--  ,18453.6,         53.07亿,        108.94亿,1.06,0,--  ,--  ,20150827,20100601,37880,0,0,317888.03
002419,天虹商场,5078,--  ,80020,         87.86亿,         87.86亿,7.25,1532,50,0.0006,20150829,20100601,80020,0,0,1063104.38
002420,毅昌股份,774,--  ,38724.5,         25.79亿,         26.71亿,-1.43,1397,40,0.001,20150820,20100601,40100,0,0,381409.44
002421,达实智能,0,--  ,45452.26,         58.09亿,         73.55亿,1.06,0,--  ,--  ,20150725,20100603,57552,0,0,279039.09
002422,科伦药业,220,--  ,71104.25,        115.05亿,        232.99亿,4.45,3400,101,0.0014,20150827,20100603,144000,0,0,2157069
002423,中原特钢,209,--  ,46551,         40.03亿,         43.26亿,-8.98,1979,42,0.0009,20150812,20100603,50298.66,0,0,343434.75
002424,贵州百灵,2,--  ,22584.75,        121.84亿,        253.78亿,-0.76,3630,39,0.0017,20150826,20100603,47040,0,0,352965.25
002425,凯撒股份,0,--  ,37881,         88.76亿,        101.74亿,1.06,0,--  ,--  ,20150811,20100608,43423.78,0,0,285272.19
002426,胜利精密,0,--  ,59094.82,        101.76亿,        169.71亿,1.06,0,--  ,--  ,20150821,20100608,98554.9,0,0,543617.75
002427,尤夫股份,16,--  ,33345.85,         32.11亿,         38.34亿,-3.02,2481,42,0.0013,20150829,20100608,39815.46,0,0,347661.53
002428,云南锗业,119,--  ,63312.39,         65.91亿,         67.99亿,2.23,3363,73,0.0012,20150828,20100608,65312,0,0,215988.27
002429,兆驰股份,374,--  ,158602.19,        122.76亿,        123.98亿,-3.85,2836,104,0.0007,20150825,20100610,160178.78,0,0,844139.69
002430,杭氧股份,1233,--  ,80933.59,         64.67亿,         66.46亿,8.45,1854,68,0.0008,20150826,20100610,83177.6,0,0,979452.19
002431,棕榈园林,0,--  ,30321.01,         50.85亿,         92.37亿,1.06,0,--  ,--  ,20150831,20100610,55079.85,0,0,1081169.25
002432,九安医疗,8615,--  ,37200,         46.39亿,         46.39亿,-8.97,3347,52,0.0014,20150829,20100610,37200,0,0,95143.61
002433,太安堂,350,--  ,67497.39,         70.53亿,         75.94亿,1.54,2509,39,0.0006,20150902,20100618,72665.7,0,0,451525.44
002434,万里扬,174,--  ,49679.25,         61.01亿,         62.63亿,0.57,1506,51,0.001,20150811,20100618,51000,0,0,427796.84
002435,长江润发,0,--  ,17897.33,         18.00亿,         19.92亿,1.06,0,--  ,--  ,20150808,20100618,19800,0,0,145629.81
002436,兴森科技,0,--  ,32327.33,         40.25亿,         61.75亿,1.06,0,--  ,--  ,20150826,20100618,49596.92,0,0,328091.69
002437,誉衡药业,10,--  ,70000,        165.20亿,        172.73亿,4.43,2142,30,0.0004,20150826,20100623,73189.02,0,0,736822.94
002438,江苏神通,0,--  ,13462.05,         43.83亿,         67.72亿,1.06,0,--  ,--  ,20150728,20100623,20800,0,0,128603.31
002439,启明星辰,357,--  ,55186.58,         93.82亿,        141.14亿,-8.95,4100,89,0.0016,20150816,20100623,83024.65,0,0,223695.55
002440,闰土股份,961,--  ,57478.05,         90.47亿,        120.73亿,3,2635,59,0.001,20150827,20100706,76700,0,0,824815.19
002441,众业达,1622,--  ,31115.47,         39.45亿,         58.84亿,0.67,2635,63,0.002,20150731,20100706,46400,0,0,400937.72
002442,龙星化工,550,--  ,25143.14,         19.61亿,         37.44亿,-0.08,1194,33,0.0013,20150805,20100706,48000,0,0,290832.59
002443,金洲管道,0,--  ,49104.26,         56.22亿,         59.60亿,1.06,0,--  ,--  ,20150820,20100706,52053.55,0,0,249421.75
002444,巨星科技,8478,--  ,90446.38,        118.67亿,        133.04亿,6.44,2595,67,0.0007,20150828,20100713,101400,0,0,546550.75
002445,中南重工,0,--  ,50155,        144.90亿,        213.43亿,1.06,0,--  ,--  ,20150825,20100713,73876.65,0,0,355875.09
002446,盛路通信,159,--  ,16802.84,         27.24亿,         60.65亿,-8.63,2185,21,0.0013,20150902,20100713,37418.01,0,0,158255.72
002447,壹桥海参,1652,--  ,57697.19,         38.89亿,         64.20亿,-8.95,3636,97,0.0017,20150829,20100713,95245.2,0,0,317907.09
002448,中原内配,70,--  ,45852.17,         34.85亿,         44.70亿,-2.98,2781,40,0.0009,20150819,20100716,58810.23,0,0,255241.47
002449,国星光电,265,--  ,33112.14,         32.28亿,         46.39亿,-2.88,2455,48,0.0014,20150812,20100716,47575.17,0,0,432458.16
002450,康得新,405,--  ,142904.06,        402.70亿,        404.54亿,-1.26,3632,125,0.0009,20150730,20100716,143555.34,0,0,1268078.25
002451,摩恩电气,427,--  ,27627.13,         22.32亿,         35.49亿,-6.49,2296,31,0.0011,20150806,20100720,43920,0,0,170628.13
002452,长高集团,0,--  ,33283.37,         30.42亿,         47.75亿,1.06,0,--  ,--  ,20150831,20100720,52246.39,0,0,140733.3
002453,天马精化,0,--  ,53723.73,         31.11亿,         33.08亿,1.06,0,--  ,--  ,20150825,20100720,57130,0,0,212528.84
002454,松芝股份,121,--  ,25319.18,         28.76亿,         46.08亿,-2.59,2122,36,0.0014,20150825,20100720,40560,0,0,367578.09
002455,百川股份,0,--  ,29097.84,         24.27亿,         39.54亿,11.09,815,232,0.008,20150828,20100803,47412,0,0,213446.84
002456,欧菲光,721,--  ,81996.04,        159.15亿,        200.04亿,-1.11,3355,93,0.0011,20150902,20100803,103061.2,0,0,1500458.13
002457,青龙管业,1064,--  ,26155.63,         22.10亿,         28.31亿,-5.26,2855,54,0.002,20150827,20100803,33499.19,0,0,233241.45
002458,益生股份,2,--  ,14182.44,         22.81亿,         45.57亿,-7.78,1058,17,0.0012,20150827,20100810,28339.96,0,0,178324.86
002459,天业通联,40,--  ,19875.32,         23.31亿,         45.59亿,-5.99,1030,28,0.0014,20150820,20100810,38868.92,0,0,169257.27
002460,赣锋锂业,420,--  ,25422.32,         45.63亿,         66.95亿,-1.44,3986,70,0.0027,20150824,20100810,37298.51,0,0,206842.13
002461,珠江啤酒,20,--  ,68016.17,         65.09亿,         65.09亿,-8.4,2594,44,0.0007,20150827,20100818,68016.17,0,0,637133.63
002462,嘉事堂,33,--  ,19621.44,         54.51亿,         66.67亿,-3.05,2541,23,0.0012,20150826,20100818,24000,0,0,521234.56
002463,沪电股份,2270,--  ,167327.53,         73.62亿,         73.66亿,-5.12,3263,95,0.0006,20150806,20100818,167415.95,0,0,562453.19
002464,金利科技,0,--  ,9277.88,         43.67亿,         68.53亿,1.06,0,--  ,--  ,20150828,20100831,14559,0,0,70955.65
002465,海格通信,1235,--  ,91631.89,        227.16亿,        265.97亿,-0.92,3949,87,0.0009,20150901,20100831,107287.59,0,0,832620.31
002466,天齐锂业,6,--  ,16504.17,         93.64亿,        146.82亿,4.94,3191,27,0.0016,20150824,20100831,25876,0,0,724529.25
002467,二六三,494,--  ,60988.44,         59.04亿,         70.02亿,-2.14,3461,56,0.0009,20150820,20100908,72335.82,0,0,167693.06
002468,艾迪西,0,--  ,33177.6,         45.49亿,         45.49亿,1.06,0,--  ,--  ,20150818,20100908,33177.6,0,0,170592.48
002469,三维工程,18,--  ,25269.74,         28.40亿,         37.43亿,-4.41,1912,32,0.0013,20150901,20100908,33300.6,0,0,142857.63
002470,金正大,22,--  ,118508,        222.56亿,        293.50亿,4.42,2755,88,0.0007,20150725,20100908,156284.56,0,0,1164654.75
002471,中超电缆,291891,--  ,48052.35,        105.04亿,        110.87亿,-8.94,1079,359,0.0075,20150806,20100910,50720,0,0,602760.81
