,date,price,change,vol,amount,bid
510,14:08:27,4.46,-0.01,613,273451,ÂôÅÌ
511,14:08:17,4.47,,221,98840,ÂòÅÌ
512,14:08:12,4.47,0.01,941,420966,ÂòÅÌ
513,14:08:02,4.46,-0.01,475,211939,ÂôÅÌ
514,14:08:02,4.47,0.01,1887,843506,ÂòÅÌ
515,14:07:47,4.46,,241,107896,ÂôÅÌ
516,14:07:42,4.46,,246,109751,ÂôÅÌ
517,14:07:37,4.46,,661,294859,ÂôÅÌ
518,14:07:27,4.46,,419,187248,ÂôÅÌ
519,14:07:17,4.46,,965,430586,ÂôÅÌ
520,14:07:17,4.46,-0.01,183,81635,ÂôÅÌ
521,14:07:07,4.47,0.01,840,375480,ÂòÅÌ
522,14:06:57,4.46,-0.01,153,68648,ÂôÅÌ
523,14:06:52,4.47,,154,68945,ÂòÅÌ
524,14:06:47,4.47,,217,97410,ÂòÅÌ
525,14:06:47,4.47,,1308,584747,ÂòÅÌ
526,14:06:37,4.47,,612,273635,ÂòÅÌ
527,14:06:27,4.47,,253,113144,ÂòÅÌ
528,14:06:27,4.47,-0.01,1016,454438,ÂôÅÌ
529,14:06:07,4.48,0.01,4190,1877155,ÂòÅÌ
530,14:05:51,4.47,,1264,565294,ÂôÅÌ
531,14:05:36,4.47,,176,79101,ÂôÅÌ
532,14:05:31,4.47,,1348,602627,ÂôÅÌ
533,14:05:21,4.47,0.01,4498,2010713,ÂòÅÌ
534,14:05:16,4.46,-0.02,4007,1787282,ÂôÅÌ
535,14:05:01,4.48,0.01,1158,518819,ÂòÅÌ
536,14:04:46,4.47,-0.01,502,224715,ÂôÅÌ
537,14:04:36,4.48,,210,94474,ÂòÅÌ
538,14:04:31,4.48,0.01,86,38563,ÂòÅÌ
539,14:04:26,4.47,,535,239162,ÂôÅÌ
540,14:04:16,4.47,,392,175224,ÂòÅÌ
541,14:04:16,4.47,-0.01,1004,449145,ÂôÅÌ
542,14:03:56,4.48,0.01,756,338759,ÂòÅÌ
543,14:03:51,4.47,-0.01,1320,590183,ÂôÅÌ
544,14:03:41,4.48,,299,134328,ÂòÅÌ
545,14:03:36,4.48,,2860,1281351,ÂòÅÌ
546,14:03:26,4.48,0.01,3888,1741824,ÂòÅÌ
547,14:03:21,4.47,,769,344154,ÂôÅÌ
548,14:03:11,4.47,-0.01,561,251178,ÂôÅÌ
549,14:03:11,4.48,,1451,650137,ÂòÅÌ
550,14:02:56,4.48,0.01,160,72110,ÂòÅÌ
551,14:02:51,4.47,-0.01,123,55356,ÂôÅÌ
552,14:02:46,4.48,,271,121425,ÂòÅÌ
553,14:02:36,4.48,,1302,583618,ÂòÅÌ
554,14:02:31,4.48,,1973,883957,ÂòÅÌ
555,14:02:26,4.48,,61,27381,ÂòÅÌ
556,14:02:21,4.48,,267,119992,ÂòÅÌ
557,14:02:21,4.48,,1654,741314,ÂôÅÌ
558,14:02:01,4.48,-0.01,1483,664616,ÂôÅÌ
559,14:01:56,4.49,0.01,1193,535926,ÂòÅÌ
560,14:01:46,4.48,,455,203857,ÂôÅÌ
561,14:01:41,4.48,,447,200273,ÂôÅÌ
562,14:01:31,4.48,,306,137195,ÂôÅÌ
563,14:01:26,4.48,-0.01,410,184074,ÂôÅÌ
564,14:01:16,4.49,0.02,273,122846,ÂòÅÌ
565,14:01:11,4.47,,2421,1082240,ÂôÅÌ
566,14:01:01,4.47,-0.01,781,349446,ÂôÅÌ
567,14:00:56,4.48,0.01,94,42147,ÂòÅÌ
568,14:00:51,4.47,,1852,827915,ÂôÅÌ
569,14:00:41,4.47,-0.01,2192,980253,ÂôÅÌ
570,14:00:26,4.48,,3746,1678602,ÂòÅÌ
571,14:00:11,4.48,0.01,919,412016,ÂòÅÌ
572,14:00:06,4.47,-0.01,2093,935910,ÂôÅÌ
573,13:59:56,4.48,,1171,524697,ÂòÅÌ
574,13:59:51,4.48,,1436,643686,ÂòÅÌ
575,13:59:36,4.48,0.01,1179,528424,ÂòÅÌ
576,13:59:26,4.47,,2120,947926,ÂôÅÌ
577,13:59:21,4.47,-0.01,747,334284,ÂôÅÌ
578,13:59:11,4.48,0.01,1231,551792,ÂòÅÌ
579,13:59:06,4.47,,1733,774847,ÂôÅÌ
580,13:58:56,4.47,,2921,1306098,ÂôÅÌ
581,13:58:51,4.47,-0.01,443,198110,ÂôÅÌ
582,13:58:46,4.48,0.01,576,258478,ÂòÅÌ
583,13:58:41,4.47,0.01,3706,1656832,ÂòÅÌ
584,13:58:36,4.46,,266,119028,ÂôÅÌ
585,13:58:31,4.46,,879,392051,ÂôÅÌ
586,13:58:21,4.46,-0.01,590,263175,ÂôÅÌ
587,13:58:21,4.47,0.01,1170,523383,ÂòÅÌ
588,13:58:06,4.46,,262,116887,ÂôÅÌ
589,13:58:01,4.46,-0.01,796,355372,ÂôÅÌ
590,13:57:51,4.47,,936,418821,ÂòÅÌ
591,13:57:46,4.47,0.01,669,299096,ÂòÅÌ
592,13:57:41,4.46,-0.01,360,160560,ÂôÅÌ
593,13:57:41,4.47,,360,161349,ÂòÅÌ
594,13:57:31,4.47,,707,316118,ÂòÅÌ
595,13:57:21,4.47,,456,204261,ÂòÅÌ
596,13:57:11,4.47,,1120,501069,ÂòÅÌ
597,13:57:01,4.47,,291,130452,ÂòÅÌ
598,13:56:51,4.47,0.01,131,58646,ÂòÅÌ
599,13:56:46,4.46,,25416,11335536,ÂôÅÌ
600,13:56:36,4.46,-0.01,882,393764,ÂôÅÌ
601,13:56:31,4.47,,471,210554,ÂòÅÌ
602,13:56:26,4.47,-0.01,998,446141,ÂôÅÌ
603,13:56:21,4.48,,450,201994,ÂòÅÌ
604,13:56:16,4.48,0.02,1100,492871,ÂòÅÌ
605,13:56:06,4.46,-0.01,25296,11282158,ÂôÅÌ
606,13:56:01,4.47,-0.01,711,317834,ÂôÅÌ
607,13:55:51,4.48,,914,409866,ÂòÅÌ
608,13:55:46,4.48,,197,88309,ÂòÅÌ
609,13:55:41,4.48,-0.01,20188,9044582,ÂôÅÌ
610,13:55:36,4.49,0.01,408,183623,ÂòÅÌ
611,13:55:31,4.48,,71,31825,ÂôÅÌ
612,13:55:26,4.48,,407,182353,ÂôÅÌ
613,13:55:16,4.48,,280,125440,ÂôÅÌ
614,13:55:11,4.48,-0.01,864,387072,ÂôÅÌ
615,13:55:01,4.49,,680,305320,ÂòÅÌ
616,13:54:51,4.49,0.01,628,282043,ÂòÅÌ
617,13:54:46,4.48,,1330,596234,ÂôÅÌ
618,13:54:36,4.48,,306,137482,ÂôÅÌ
619,13:54:31,4.48,,442,198123,ÂôÅÌ
620,13:54:26,4.48,-0.01,312,139776,ÂôÅÌ
621,13:54:16,4.49,,1008,452592,ÂòÅÌ
622,13:54:11,4.49,0.01,1072,481759,ÂòÅÌ
623,13:54:01,4.48,,187,84152,ÂôÅÌ
624,13:53:56,4.48,,840,376320,ÂôÅÌ
625,13:53:46,4.48,-0.01,483,216473,ÂôÅÌ
626,13:53:41,4.49,,544,244687,ÂòÅÌ
627,13:53:31,4.49,,343,154024,ÂòÅÌ
628,13:53:26,4.49,,424,190376,ÂòÅÌ
629,13:53:21,4.49,,179,80748,ÂòÅÌ
630,13:53:16,4.49,0.01,662,297273,ÂòÅÌ
631,13:53:11,4.48,-0.01,472,211886,ÂôÅÌ
632,13:53:05,4.49,0.01,457,205606,ÂòÅÌ
633,13:53:05,4.48,-0.01,382,171171,ÂôÅÌ
634,13:52:55,4.49,0.01,845,379458,ÂòÅÌ
635,13:52:50,4.48,,1469,658452,ÂôÅÌ
636,13:52:40,4.48,,122,54763,ÂôÅÌ
637,13:52:35,4.48,-0.01,821,368148,ÂôÅÌ
638,13:52:25,4.49,0.01,944,424287,ÂòÅÌ
639,13:52:20,4.48,,681,305213,ÂôÅÌ
640,13:52:15,4.48,,286,128450,ÂôÅÌ
641,13:52:10,4.48,,1010,452587,ÂôÅÌ
642,13:52:05,4.48,,7225,3236925,ÂòÅÌ
643,13:52:05,4.48,0.01,1109,496885,ÂòÅÌ
644,13:51:50,4.47,-0.01,969,433411,ÂôÅÌ
645,13:51:45,4.48,,1932,865894,ÂòÅÌ
646,13:51:35,4.48,0.01,1667,746905,ÂòÅÌ
647,13:51:30,4.47,,1051,470172,ÂôÅÌ
648,13:51:20,4.47,,303,135458,ÂôÅÌ
649,13:51:15,4.47,,1472,657984,ÂôÅÌ
650,13:51:10,4.47,,527,235586,ÂôÅÌ
651,13:51:05,4.47,-0.01,357,159632,ÂôÅÌ
652,13:51:05,4.48,0.01,795,356536,ÂòÅÌ
653,13:50:55,4.47,,1832,818904,ÂôÅÌ
654,13:50:45,4.47,,628,280787,ÂôÅÌ
655,13:50:40,4.47,,3296,1473741,ÂôÅÌ
656,13:50:35,4.47,0.01,7347,3284484,ÂòÅÌ
657,13:50:30,4.46,-0.01,686,305991,ÂôÅÌ
658,13:50:25,4.47,0.01,977,437130,ÂòÅÌ
659,13:50:15,4.46,,328,146288,ÂôÅÌ
660,13:50:10,4.46,-0.01,599,267171,ÂôÅÌ
661,13:50:00,4.47,,101,45200,ÂòÅÌ
662,13:49:55,4.47,,11729,5243274,ÂôÅÌ
663,13:49:45,4.47,,1718,767981,ÂôÅÌ
664,13:49:40,4.47,,3631,1623217,ÂôÅÌ
665,13:49:25,4.47,-0.01,1328,594045,ÂôÅÌ
666,13:49:15,4.48,0.01,2084,933703,ÂòÅÌ
667,13:49:05,4.47,,2185,977106,ÂôÅÌ
668,13:48:55,4.47,0.01,5315,2376180,ÂòÅÌ
669,13:48:45,4.46,,770,343527,ÂôÅÌ
670,13:48:40,4.46,-0.01,3872,1727340,ÂôÅÌ
671,13:48:30,4.47,,923,412956,ÂôÅÌ
672,13:48:20,4.47,,323,144470,ÂôÅÌ
673,13:48:20,4.47,-0.01,1194,534111,ÂôÅÌ
674,13:48:15,4.48,0.01,415,185937,ÂòÅÌ
675,13:48:10,4.47,-0.01,1296,579741,ÂôÅÌ
676,13:48:00,4.48,0.01,496,222208,ÂòÅÌ
677,13:47:55,4.47,-0.01,552,247173,ÂôÅÌ
678,13:47:45,4.48,,770,345067,ÂòÅÌ
679,13:47:40,4.48,,850,381194,ÂòÅÌ
680,13:47:30,4.48,,173,77557,ÂòÅÌ
681,13:47:25,4.48,,2439,1092976,ÂôÅÌ
682,13:47:15,4.48,-0.01,459,205721,ÂôÅÌ
683,13:47:10,4.49,,638,286497,ÂòÅÌ
684,13:47:00,4.49,,104,47127,ÂòÅÌ
685,13:46:55,4.49,,86,38649,ÂòÅÌ
686,13:46:50,4.49,,899,403740,ÂôÅÌ
687,13:46:40,4.49,,1527,685640,ÂôÅÌ
688,13:46:40,4.49,,831,373136,ÂôÅÌ
689,13:46:25,4.49,,1887,847280,ÂôÅÌ
690,13:46:20,4.49,,975,437936,ÂôÅÌ
691,13:46:10,4.49,,5589,2509514,ÂòÅÌ
692,13:46:05,4.49,,714,320981,ÂòÅÌ
693,13:45:55,4.49,0.01,282,126725,ÂòÅÌ
694,13:45:50,4.48,-0.01,1023,458321,ÂôÅÌ
695,13:45:45,4.49,0.01,1384,621847,ÂòÅÌ
696,13:45:40,4.48,-0.01,199,89169,ÂôÅÌ
697,13:45:35,4.49,,592,265808,ÂòÅÌ
698,13:45:30,4.49,,1355,608772,ÂòÅÌ
699,13:45:25,4.49,,85,38218,ÂòÅÌ
700,13:45:20,4.49,0.01,597,268394,ÂòÅÌ
701,13:45:15,4.48,,916,410439,ÂôÅÌ
702,13:45:05,4.48,-0.01,623,279121,ÂôÅÌ
703,13:45:00,4.49,,1272,571128,ÂòÅÌ
704,13:44:50,4.49,,1028,461931,ÂòÅÌ
705,13:44:45,4.49,0.01,900,404171,ÂòÅÌ
706,13:44:35,4.48,,503,225361,ÂôÅÌ
707,13:44:30,4.48,-0.01,272,121856,ÂôÅÌ
708,13:44:25,4.49,0.01,641,288222,ÂòÅÌ
709,13:44:20,4.48,,445,199413,ÂôÅÌ
710,13:44:15,4.48,,1758,787619,ÂôÅÌ
711,13:44:10,4.48,-0.01,1153,516956,ÂôÅÌ
712,13:44:00,4.49,,912,409488,ÂòÅÌ
713,13:43:45,4.49,0.01,258,116237,ÂòÅÌ
714,13:43:45,4.48,,2079,931409,ÂôÅÌ
715,13:43:30,4.48,,962,431370,ÂôÅÌ
716,13:43:25,4.48,0.01,4208,1885470,ÂòÅÌ
717,13:43:15,4.47,,183,81818,ÂôÅÌ
718,13:43:10,4.47,,367,164066,ÂôÅÌ
719,13:43:05,4.47,-0.01,898,401799,ÂôÅÌ
720,13:42:55,4.48,,519,232529,ÂòÅÌ
721,13:42:50,4.48,,1219,546488,ÂòÅÌ
722,13:42:40,4.48,0.01,529,237117,ÂòÅÌ
723,13:42:35,4.47,-0.01,885,395934,ÂôÅÌ
724,13:42:25,4.48,,1125,504053,ÂòÅÌ
725,13:42:20,4.48,,1914,857866,ÂòÅÌ
726,13:42:05,4.48,0.01,858,384491,ÂòÅÌ
727,13:41:55,4.47,-0.01,652,291801,ÂôÅÌ
728,13:41:50,4.48,,815,365424,ÂôÅÌ
729,13:41:45,4.48,,920,412160,ÂôÅÌ
730,13:41:40,4.48,0.02,8821,3952005,ÂòÅÌ
731,13:41:30,4.46,,637,284155,ÂôÅÌ
732,13:41:25,4.46,-0.01,1042,465124,ÂôÅÌ
733,13:41:20,4.47,0.01,1014,453293,ÂòÅÌ
734,13:41:15,4.46,,1168,521356,ÂôÅÌ
735,13:41:10,4.46,-0.01,1014,452279,ÂôÅÌ
736,13:41:00,4.47,,888,396936,ÂòÅÌ
737,13:40:55,4.47,0.01,2304,1030174,ÂòÅÌ
738,13:40:45,4.46,,528,235916,ÂôÅÌ
739,13:40:40,4.46,,922,411604,ÂôÅÌ
740,13:40:35,4.46,,990,441575,ÂôÅÌ
741,13:40:30,4.46,,557,248618,ÂôÅÌ
742,13:40:25,4.46,-0.01,3153,1406648,ÂôÅÌ
743,13:40:15,4.47,,347,155198,ÂòÅÌ
744,13:40:09,4.47,,431,192674,ÂòÅÌ
745,13:40:04,4.47,,578,258759,ÂòÅÌ
746,13:39:59,4.47,,926,413957,ÂòÅÌ
747,13:39:54,4.47,,292,130881,ÂòÅÌ
748,13:39:49,4.47,-0.01,6032,2696304,ÂôÅÌ
749,13:39:44,4.48,0.01,728,326144,ÂòÅÌ
750,13:39:39,4.47,-0.01,248,111285,ÂôÅÌ
751,13:39:34,4.48,-0.01,1866,836362,ÂôÅÌ
752,13:39:19,4.49,0.01,1628,731043,ÂòÅÌ
753,13:39:09,4.48,-0.01,291,130744,ÂôÅÌ
754,13:39:04,4.49,,2320,1041680,ÂòÅÌ
755,13:38:49,4.49,,1959,879608,ÂòÅÌ
756,13:38:44,4.49,,426,191381,ÂòÅÌ
757,13:38:39,4.49,,520,233767,ÂôÅÌ
758,13:38:34,4.49,,282,126725,ÂôÅÌ
759,13:38:29,4.49,-0.01,2940,1320419,ÂôÅÌ
760,13:38:19,4.5,,627,282240,ÂòÅÌ
761,13:38:14,4.5,,2274,1023696,ÂòÅÌ
762,13:38:04,4.5,0.01,709,319104,ÂòÅÌ
763,13:37:59,4.49,,1197,537794,ÂôÅÌ
764,13:37:49,4.49,,3527,1583784,ÂòÅÌ
765,13:37:44,4.49,,889,399574,ÂòÅÌ
766,13:37:39,4.49,0.01,620,278739,ÂòÅÌ
767,13:37:29,4.48,,1232,551936,ÂôÅÌ
768,13:37:24,4.48,,2544,1139712,ÂôÅÌ
769,13:37:14,4.48,0.01,1208,541327,ÂòÅÌ
770,13:37:09,4.47,,1789,799736,ÂôÅÌ
771,13:36:59,4.47,-0.01,3146,1406655,ÂôÅÌ
772,13:36:54,4.48,0.01,1650,739594,ÂòÅÌ
773,13:36:44,4.47,,3096,1383912,ÂôÅÌ
774,13:36:39,4.47,,5894,2634796,ÂòÅÌ
775,13:36:34,4.47,0.01,2769,1238154,ÂòÅÌ
776,13:36:24,4.46,-0.01,1176,524496,ÂôÅÌ
777,13:36:19,4.47,0.01,1596,713769,ÂòÅÌ
778,13:36:09,4.46,-0.01,2271,1012883,ÂôÅÌ
779,13:36:04,4.47,,1942,868109,ÂòÅÌ
780,13:35:54,4.47,0.01,1869,835496,ÂòÅÌ
781,13:35:49,4.46,0.01,3204,1429340,ÂòÅÌ
782,13:35:39,4.45,-0.01,5102,2270425,ÂôÅÌ
783,13:35:34,4.46,,1609,718024,ÂôÅÌ
784,13:35:29,4.46,,4307,1921011,ÂôÅÌ
785,13:35:14,4.46,,692,308988,ÂôÅÌ
786,13:35:09,4.46,-0.01,6734,3003399,ÂôÅÌ
787,13:34:59,4.47,0.01,2306,1031175,ÂòÅÌ
788,13:34:54,4.46,-0.01,4089,1823818,ÂôÅÌ
789,13:34:49,4.47,0.01,1702,761115,ÂòÅÌ
790,13:34:39,4.46,-0.01,1000,446000,ÂôÅÌ
791,13:34:34,4.47,,1750,782285,ÂòÅÌ
792,13:34:29,4.47,,14022,6267869,ÂôÅÌ
793,13:34:19,4.47,-0.01,13048,5832885,ÂôÅÌ
794,13:34:09,4.48,,500,224071,ÂòÅÌ
795,13:34:04,4.48,,6032,2702479,ÂôÅÌ
796,13:33:54,4.48,,6260,2804551,ÂôÅÌ
797,13:33:49,4.48,,5575,2497761,ÂôÅÌ
798,13:33:39,4.48,,836,374599,ÂôÅÌ
799,13:33:29,4.48,,2433,1090396,ÂôÅÌ
800,13:33:24,4.48,,1158,518819,ÂôÅÌ
801,13:33:19,4.48,-0.01,1661,744468,ÂôÅÌ
802,13:33:09,4.49,,246,110489,ÂòÅÌ
803,13:33:04,4.49,,4191,1881776,ÂôÅÌ
804,13:32:54,4.49,-0.01,1831,822136,ÂôÅÌ
805,13:32:49,4.5,0.01,1930,868896,ÂòÅÌ
806,13:32:39,4.49,-0.01,1427,640812,ÂôÅÌ
807,13:32:34,4.5,,2726,1227024,ÂòÅÌ
808,13:32:24,4.5,,969,436176,ÂòÅÌ
809,13:32:19,4.5,,5875,2643984,ÂòÅÌ
810,13:32:09,4.5,,1368,615600,ÂòÅÌ
811,13:32:04,4.5,,2368,1066032,ÂòÅÌ
812,13:31:54,4.5,,1906,858096,ÂôÅÌ
813,13:31:49,4.5,,2122,955296,ÂôÅÌ
814,13:31:44,4.5,,5849,2632176,ÂôÅÌ
815,13:31:34,4.5,,1364,614160,ÂôÅÌ
816,13:31:29,4.5,,3183,1432368,ÂôÅÌ
817,13:31:24,4.5,,10565,4754304,ÂôÅÌ
818,13:31:19,4.5,-0.01,449,202464,ÂôÅÌ
819,13:31:14,4.51,,2205,994509,ÂòÅÌ
820,13:31:04,4.51,,859,387787,ÂòÅÌ
821,13:30:59,4.51,,3338,1505834,ÂòÅÌ
822,13:30:49,4.51,,1535,692303,ÂôÅÌ
823,13:30:44,4.51,,7886,3556622,ÂôÅÌ
824,13:30:29,4.51,,3842,1732994,ÂôÅÌ
825,13:30:19,4.51,,1001,451865,ÂôÅÌ
826,13:30:14,4.51,,853,384757,ÂôÅÌ
827,13:30:09,4.51,-0.01,666,300762,ÂôÅÌ
828,13:30:09,4.52,0.01,1050,474997,ÂòÅÌ
829,13:29:59,4.51,-0.01,387,174627,ÂôÅÌ
830,13:29:54,4.52,,1992,900383,ÂòÅÌ
831,13:29:44,4.52,0.01,1226,554549,ÂòÅÌ
832,13:29:39,4.51,,2703,1219071,ÂôÅÌ
833,13:29:29,4.51,-0.01,669,301773,ÂôÅÌ
834,13:29:24,4.52,0.01,936,423071,ÂòÅÌ
835,13:29:14,4.51,-0.01,291,131619,ÂôÅÌ
836,13:29:09,4.52,,1692,765000,ÂòÅÌ
837,13:29:01,4.52,,1046,473117,ÂòÅÌ
838,13:28:59,4.52,0.01,0,0,ÂòÅÌ
839,13:28:51,4.51,,452,203924,ÂôÅÌ
840,13:28:45,4.51,,1143,515511,ÂôÅÌ
841,13:28:40,4.51,-0.01,632,285032,ÂôÅÌ
842,13:28:35,4.52,0.01,5549,2508346,ÂòÅÌ
843,13:28:30,4.51,-0.01,1010,455906,ÂôÅÌ
844,13:28:25,4.52,0.01,5258,2376724,ÂòÅÌ
845,13:28:20,4.51,-0.01,290,131186,ÂôÅÌ
846,13:28:15,4.52,,727,328622,ÂòÅÌ
847,13:28:10,4.52,0.01,291,131911,ÂòÅÌ
848,13:28:05,4.51,,815,367583,ÂôÅÌ
849,13:28:00,4.51,-0.01,346,156298,ÂôÅÌ
850,13:27:55,4.52,,158,71452,ÂòÅÌ
851,13:27:50,4.52,0.01,470,212476,ÂòÅÌ
852,13:27:45,4.51,,1910,861590,ÂôÅÌ
853,13:27:40,4.51,,344,155576,ÂôÅÌ
854,13:27:35,4.51,-0.01,345,156009,ÂôÅÌ
855,13:27:30,4.52,0.01,727,328622,ÂòÅÌ
856,13:27:25,4.51,,399,179967,ÂôÅÌ
857,13:27:20,4.51,,865,390529,ÂôÅÌ
858,13:27:15,4.51,-0.01,429,193533,ÂôÅÌ
859,13:27:10,4.52,0.01,716,323993,ÂòÅÌ
860,13:27:05,4.51,,2022,911958,ÂôÅÌ
861,13:27:00,4.51,-0.01,812,366284,ÂôÅÌ
862,13:26:55,4.52,0.01,685,309963,ÂòÅÌ
863,13:26:50,4.51,-0.01,1196,539468,ÂôÅÌ
864,13:26:45,4.52,0.01,3011,1361351,ÂòÅÌ
865,13:26:40,4.51,,838,378262,ÂòÅÌ
866,13:26:35,4.51,,810,365706,ÂôÅÌ
867,13:26:30,4.51,,536,241736,ÂòÅÌ
868,13:26:25,4.51,,7006,3159742,ÂôÅÌ
869,13:26:20,4.51,,888,400488,ÂòÅÌ
870,13:26:15,4.51,0.01,10834,4886530,ÂòÅÌ
871,13:26:10,4.5,,1350,607536,ÂôÅÌ
872,13:26:05,4.5,,744,334800,ÂôÅÌ
873,13:26:00,4.5,-0.01,10732,4829760,ÂôÅÌ
874,13:25:55,4.51,,474,213882,ÂòÅÌ
875,13:25:50,4.51,,127,57295,ÂòÅÌ
876,13:25:45,4.51,,229,103621,ÂòÅÌ
877,13:25:40,4.51,0.01,828,373500,ÂòÅÌ
878,13:25:35,4.5,,1008,453600,ÂòÅÌ
879,13:25:30,4.5,-0.01,10668,4800960,ÂôÅÌ
880,13:25:25,4.51,,2164,976180,ÂôÅÌ
881,13:25:20,4.51,-0.01,5267,2375507,ÂôÅÌ
882,13:25:10,4.52,0.01,377,170819,ÂòÅÌ
883,13:25:10,4.51,,580,261652,ÂôÅÌ
884,13:25:05,4.51,,10849,4893313,ÂôÅÌ
885,13:25:00,4.51,-0.01,10276,4634836,ÂôÅÌ
886,13:24:55,4.52,0.01,10577,4780930,ÂòÅÌ
887,13:24:50,4.51,-0.01,325,146917,ÂôÅÌ
888,13:24:45,4.52,0.01,464,209727,ÂòÅÌ
889,13:24:40,4.51,,283,127723,ÂôÅÌ
890,13:24:35,4.51,-0.01,1141,514933,ÂôÅÌ
891,13:24:30,4.52,,10570,4777748,ÂôÅÌ
892,13:24:25,4.52,0.01,3935,1778782,ÂòÅÌ
893,13:24:20,4.51,-0.01,10721,4835585,ÖÐÐÔÅÌ
894,13:24:15,4.52,0.01,11109,5021322,ÂòÅÌ
895,13:24:10,4.51,,69,31317,ÂôÅÌ
896,13:24:05,4.51,-0.01,291,131331,ÂôÅÌ
897,13:24:00,4.52,0.01,822,371724,ÂòÅÌ
898,13:23:55,4.51,-0.01,3899,1758683,ÂôÅÌ
899,13:23:50,4.52,,408,184415,ÂòÅÌ
900,13:23:40,4.52,,10176,4599552,ÂòÅÌ
901,13:23:35,4.52,,368,166769,ÂòÅÌ
902,13:23:35,4.52,,10593,4788451,ÂôÅÌ
903,13:23:30,4.52,-0.01,1669,754442,ÂôÅÌ
904,13:23:25,4.53,0.01,2654,1202298,ÂòÅÌ
905,13:23:20,4.52,,738,333973,ÂôÅÌ
906,13:23:15,4.52,,1914,865525,ÂôÅÌ
907,13:23:10,4.52,,968,437535,ÂôÅÌ
908,13:23:05,4.52,,1401,633378,ÂôÅÌ
909,13:22:55,4.52,,279,126415,ÂôÅÌ
910,13:22:55,4.52,,1135,513038,ÂôÅÌ
911,13:22:50,4.52,-0.01,1054,476733,ÂôÅÌ
912,13:22:45,4.53,,1184,536352,ÂòÅÌ
913,13:22:40,4.53,,501,227297,ÂòÅÌ
914,13:22:35,4.53,0.01,891,403713,ÂòÅÌ
915,13:22:30,4.52,-0.01,3000,1356433,ÂôÅÌ
916,13:22:25,4.53,,497,225557,ÂòÅÌ
917,13:22:19,4.53,,895,405453,ÂòÅÌ
918,13:22:14,4.53,,4080,1848674,ÂòÅÌ
919,13:22:09,4.53,,667,302241,ÂòÅÌ
920,13:22:04,4.53,,616,279337,ÂôÅÌ
921,13:21:59,4.53,,5186,2349656,ÂôÅÌ
922,13:21:54,4.53,,905,410091,ÂôÅÌ
923,13:21:49,4.53,,2052,929918,ÂôÅÌ
924,13:21:39,4.53,,403,182794,ÂôÅÌ
925,13:21:29,4.53,,660,299052,ÂôÅÌ
926,13:21:29,4.53,,1692,766838,ÂôÅÌ
927,13:21:19,4.53,-0.01,229,103791,ÂôÅÌ
928,13:21:14,4.54,,1134,514872,ÂòÅÌ
929,13:21:04,4.54,0.01,210,95739,ÂòÅÌ
930,13:20:59,4.53,-0.01,1504,681312,ÂôÅÌ
931,13:20:54,4.54,,554,251624,ÂòÅÌ
932,13:20:44,4.54,,732,332400,ÂòÅÌ
933,13:20:39,4.54,,972,441505,ÂòÅÌ
934,13:20:29,4.54,,1119,508044,ÂòÅÌ
935,13:20:29,4.54,,303,137870,ÂòÅÌ
936,13:20:19,4.54,,295,133948,ÂòÅÌ
937,13:20:19,4.54,,467,212399,ÂòÅÌ
938,13:20:14,4.54,,817,371335,ÂòÅÌ
939,13:20:09,4.54,,1191,540732,ÂôÅÌ
940,13:20:04,4.54,,733,333127,ÂôÅÌ
941,13:19:59,4.54,,1174,533322,ÂòÅÌ
942,13:19:54,4.54,,54,24552,ÂòÅÌ
943,13:19:49,4.54,,792,359858,ÂòÅÌ
944,13:19:44,4.54,,555,252060,ÂòÅÌ
945,13:19:39,4.54,-0.01,2087,947516,ÂôÅÌ
946,13:19:29,4.55,0.01,1697,772553,ÂòÅÌ
947,13:19:24,4.54,,2298,1043546,ÂôÅÌ
948,13:19:24,4.54,,831,377292,ÂôÅÌ
949,13:19:19,4.54,,1887,856716,ÂôÅÌ
950,13:19:14,4.54,,1183,537100,ÂôÅÌ
951,13:19:09,4.54,,1212,550465,ÂôÅÌ
952,13:19:04,4.54,,823,373660,ÂôÅÌ
953,13:18:59,4.54,,725,329495,ÂôÅÌ
954,13:18:54,4.54,-0.01,401,182181,ÂôÅÌ
955,13:18:49,4.55,0.01,682,310710,ÂòÅÌ
956,13:18:44,4.54,,1058,480731,ÂôÅÌ
957,13:18:39,4.54,-0.01,420,190897,ÂôÅÌ
958,13:18:34,4.55,,1929,878113,ÂòÅÌ
959,13:18:29,4.55,,348,158412,ÂòÅÌ
960,13:18:24,4.55,,4046,1841257,ÂòÅÌ
961,13:18:19,4.55,0.01,1110,505086,ÂòÅÌ
962,13:18:09,4.54,-0.01,1392,631968,ÂôÅÌ
963,13:18:09,4.55,,493,224369,ÂòÅÌ
964,13:18:04,4.55,0.01,930,423550,ÂòÅÌ
965,13:17:59,4.54,-0.01,411,186830,ÂôÅÌ
966,13:17:54,4.55,0.01,530,241550,ÂòÅÌ
967,13:17:49,4.54,-0.01,693,314676,ÂôÅÌ
968,13:17:44,4.55,0.01,1008,458640,ÂòÅÌ
969,13:17:39,4.54,-0.01,450,204699,ÂôÅÌ
970,13:17:34,4.55,,2192,997360,ÂòÅÌ
971,13:17:29,4.55,0.01,519,236163,ÂòÅÌ
972,13:17:24,4.54,,718,326008,ÂôÅÌ
973,13:17:19,4.54,,1246,565720,ÂôÅÌ
