代码,名称,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收
600114,东睦股份,9949.76,293.33,10622.69,9120.75,8524.55,26291.46,10825.8,-1297.95,21990,10891,12.09万,4.5,-0.53,10.51,11.16
600115,东方航空,210000,11300,469000,385900,356400,402900,1024100,-46600,282572,27541,22.56万,4.57,-1.56,7.41,7.85
600116,三峡水利,11998.3,737.17,12267.13,10686.07,11097,41331.1,3934.6,51063.39,36199,7391,8.78万,3.5,-1.08,11.52,12.2
600117,西宁特钢,-24858.07,240,-23904.75,-23728.49,-23559.05,110876.47,-13532.55,-676.53,65444,11326,5.26万,1.86,-0.42,4.56,4.95
600118,中国卫星,17372.95,104.95,19407.01,18233.82,16769.05,150486.77,-41522.9,-57112.98,137373,8608,31.26万,3.18,0,36.31,40.34
600119,长江投资,1647.79,-312.25,3785.84,3045.25,2415.05,11025.71,8753.2,5029.28,29838,10302,13.82万,5.32,0.75,12.52,13.68
600120,浙江东方,43834.87,46756.78,43645.62,31851.31,29740.3,224010.55,8580.15,-11599.78,26660,18960,33.07万,2.36,0,16.27,18.02
600121,郑州煤电,-11388.53,29607.15,-12064.33,-19026.7,-17183.61,137365.23,-77521.13,-22852.27,62315,11207,5.61万,0.99,-0.79,4.9,5.26
600122,宏图高科,30215.09,21137.39,30417,25035.86,26032,199293.84,39604.6,15868.98,83267,13694,11.82万,4.14,-1.25,8.12,8.87
600123,兰花科创,15045.62,4646.05,11097.21,2712.82,7934.24,623487.5,25309.39,-3341.76,94725,12060,8.41万,3.58,0,6.6,7.21
600125,铁龙物流,20302.35,713.92,21255.97,15528.05,15693.5,280135.47,26152.35,-14076.42,84480,15454,12.70万,4.09,-0.96,7.58,8.27
600126,杭钢股份,-27572.3,-16.88,-27842.5,-28812.89,-29624.13,90958.68,36429.65,31.3,36842,22771,13.41万,2.58,-1,5.87,6.47
600127,金健米业,-9220.78,19.66,-8491.87,-8493.99,-8571.11,-30340.91,-6511.27,-1540.27,99274,5484,3.04万,4.66,-0.89,5.5,5.95
600128,弘业股份,2309.37,3591.4,2635.33,1946.4,2144.75,37783.67,10942.66,7626.21,23788,10374,10.46万,3.5,-0.88,9.88,10.54
600129,太极集团,21976.63,43422.21,22059.07,18611.48,17998.89,-28887.19,1963.78,21451.25,22158,19266,27.72万,3.21,0.55,14.28,15.58
600130,波导股份,1305.12,1000.75,2115.9,2063.17,2063.17,-37106.82,6730.22,10590.6,70553,10885,5.97万,5.17,-0.36,5.42,6
600131,岷江水电,7633.18,6613.71,7791.11,7429.91,7681.62,17749.03,5696.66,-3006.45,51633,7696,5.04万,2.5,0.46,6.3,6.81
600132,重庆啤酒,8163.82,2057.36,7943.52,4970.51,8227.28,57312,41608.23,11995.17,46963,10305,13.22万,1.19,-0.77,12.36,13.02
600133,东湖高新,4337.33,493.5,4630.87,1590.4,1243.18,16569.88,16264.62,72983.63,67849,7929,7.11万,9.69,0,8.97,9.97
600135,乐凯胶片,1466.37,236.38,1512.05,1171.25,978.46,17052.86,-5060.41,54485.13,20405,16761,21.94万,4.32,0,13.09,14.54
600136,道博股份,2214.07,4.92,2774.98,2204.75,2221.56,4376.46,-2886.34,1766.8,7275,14336,32.49万,4.58,0,22.66,25.18
600137,浪莎股份,249.13,0,285.13,105,105,1256.93,-2735.9,-2802.59,8462,11489,24.08万,29.77,0,20.96,23.29
600138,中青旅,28891.78,-256.35,33255.15,24224.98,16556.45,202433.56,3472.36,-9365.26,45247,15531,28.65万,4.17,-0.48,16.75,17.85
600139,西部资源,2074.93,9118.82,2589.59,1200.56,753.03,16101.1,5867.35,-1500.2,35027,18897,41.80万,0,0,--  ,22.12
600141,兴发集团,6444.83,-10.43,8880.25,6833.16,5136.01,122379.11,45667.85,-7307.11,28267,15468,18.56万,0,0,--  ,12
600143,金发科技,40773.2,1316.85,45681.01,41973.39,42242.65,238161.52,56615.05,-24279,159344,16066,11.20万,1.34,-1.41,6.4,7.02
600145,*ST新亿,-301.04,0,-301.23,-301.23,-289.06,-192367.67,-471.98,-3.45,21357,17684,10.10万,0.05,0,5.71,6.01
600146,商赢环球,-1423.6,0,-1496.56,-1496.56,-1171.81,-18984.68,-930.57,-650.57,10710,18674,49.64万,0,0,--  ,26.58
600148,长春一东,1272.02,0,1400.02,1181.54,773.57,10451.21,4640.78,2539.51,12143,11654,26.80万,7.81,0,23,25.55
600149,廊坊发展,-456.12,129.46,-456.12,-456.12,-444.01,-26428.63,-536.26,-730.05,47004,8088,12.63万,27.14,0,15.62,17.35
600150,中国船舶,1999.84,-2814.33,6271.75,4286.85,17169.72,1109572.88,-393491.72,-44963.23,140542,9806,34.72万,2.81,-0.64,32.52,35.55
600151,航天机电,-3132.85,8581.8,-2161.29,-2122.74,-1803.4,-58631.53,-5884,-178.11,130763,9561,8.62万,3.16,-0.66,9.01,10.01
600152,维科精华,1148.1,6696.55,1517.43,1425.5,1927.07,1882.99,-2655.05,-3259.98,26831,10939,7.35万,3.55,0.44,6.3,6.68
600153,建发股份,113547.22,23281.35,116849.7,89142.81,72932.09,1148207.38,-56487.82,-21197.75,122518,23141,40.06万,0,0,--  ,17.31
600155,宝硕股份,-5762,326.71,-5482.43,-5482.71,-5363.22,-78723.31,-3570.75,698.72,21628,19072,28.57万,0,0,--  ,14.98
600156,华升股份,-1407.6,75.83,-284.66,-391.68,-157.71,12478.17,2502.74,1638.9,27139,14817,15.19万,4.18,0,10.25,11.39
600157,永泰能源,42147.26,3932.26,70750.06,56430.96,43968.48,167128.25,123354.57,331055.41,384771,11944,5.45万,1.76,-0.43,4.54,5.04
600158,中体产业,373.67,3070.73,355.39,291.5,1229.45,50614.15,190.85,-5725.6,73221,8980,13.59万,8.74,0,15.13,16.81
600159,大龙地产,-1614.75,908.47,-1692.36,-1664.4,-1644.07,86925.68,-7391.56,-17538.27,67577,12282,5.15万,2.15,-0.47,4.15,4.45
600160,巨化股份,9866.57,2215.51,10401.88,8659.67,8562.15,239040.05,15771.8,-11240.5,79761,22704,22.66万,4.59,0.1,9.96,11.07
600161,天坛生物,15025.57,0,15093.57,11234.82,5491.03,117450.82,10456.25,-44025.62,24708,20862,48.32万,2.34,0.04,22.9,24.94
600162,香江控股,27795.8,-119.62,28999.5,13493.17,16099.95,98528.21,11142.87,-50135.4,54251,14153,8.17万,2.05,-0.68,5.68,6.05
600163,*ST南纸,-4860.62,1680.93,-4684.08,-5441.87,-6075.22,-171717.94,16677.01,18332.72,28853,25003,13.98万,1.66,0,5.59,5.88
600165,新日恒力,-6047.06,1800.75,-5784.81,-5841.2,-5821.8,-14675.77,12998.17,-2482.95,15977,12140,34.23万,0,0,--  ,28.2
600166,福田汽车,-12624.62,4751.2,15114.37,11333.37,15460.8,297268.66,-60640.4,55489.36,120730,23272,13.94万,3.23,-0.99,5.7,5.99
600167,联美控股,17662.82,0,17705.51,13253.42,13253.65,65299.08,-101587.59,-112066.31,12155,17359,44.72万,0,0,--  ,25.76
600168,武汉控股,13337.05,133.65,21825.52,18387.6,18469.68,179079.41,15562.79,-22945.4,49696,11447,10.14万,2.23,-0.22,8.52,9.13
600169,太原重工,-2074.62,0,3235.29,733.31,757.73,149601.67,-39771.28,-51079.65,186721,12982,6.35万,2.15,-1.01,4.7,5.16
600170,上海建工,129979.17,6969.2,134158.31,98314.47,94953.68,706958.81,-687281,-601495.44,206614,22700,19.64万,2.33,-0.91,7.56,8.08
600171,上海贝岭,1450.93,443.03,2415.85,2359.35,2217.9,18567.48,455.35,66059.8,54021,12473,14.01万,3.72,0,11.22,12.47
600172,黄河旋风,11746.1,1419.06,11894.58,10536.94,10536.94,103211.28,7431.05,18345.56,33161,14978,18.21万,0,0,--  ,12.16
600173,卧龙地产,7766.07,163.46,7767.06,4696,4700.49,75174.21,3222.87,4219.16,43886,16521,8.19万,2.17,-0.2,4.8,5.21
600175,美都能源,22776.9,11527.15,23303.75,17213,16870.73,64179.18,22154.45,-138799.59,96142,15061,7.02万,3.53,-1.89,4.52,4.96
600176,中国巨石,55703.55,-225.07,57711.53,48004.95,48135.82,219738.7,76845.67,61081.11,45749,19074,39.90万,2.84,-0.42,19.21,21.04
600177,雅戈尔,271901.53,188336.52,351889.88,290623.09,290270.28,1272185.25,118262.35,51563.89,142330,15644,20.34万,3.14,-0.91,12.41,13.04
600178,东安动力,6677.17,2519.53,6743.02,6743.02,6743.02,22856.52,5988.85,522.8,30013,15396,12.13万,2.37,-0.25,7.63,8.45
600179,黑化股份,-16486.45,0,-16262.72,-16262.72,-16210.4,-92813.35,28348.35,-6739.93,40520,9625,8.54万,3.32,0.45,8.7,9.66
600180,瑞茂通,14529.12,5599.95,15307.23,12245.73,12285.37,123203.52,-49163.32,135319.88,20848,42333,65.87万,0,0,--  ,15.56
600182,S佳通,28504.94,0,28704.36,21413.77,10688.05,62841.28,34162.42,-2755.31,27444,6194,7.96万,3.23,0,12.85,13.53
600183,生益科技,26931.91,348.82,26351.96,23202.53,23013.85,125861.4,39140.71,-6081.21,87404,16281,13.81万,6.1,-0.35,8.25,9.17
600184,光电股份,1593.41,86.7,1726.79,1535.87,1498.62,30180.01,-53530.7,-32671.03,26544,15776,34.41万,1.83,0,21.81,24.23
600185,格力地产,115010.95,109061.35,115168.55,91762.1,91809.82,287011.69,-258561.67,-92208.9,27088,21324,34.39万,3.28,-1.1,15.97,17.74
600186,莲花味精,-52883.2,-284.17,-52756.38,-52756.38,-50082.62,-136448,-729.03,-1272.04,81043,13104,13.71万,0,0,--  ,10.46
600187,国中水务,33.55,-177.24,1913.86,1331.7,1217.27,-14959.19,638.15,1783.95,167991,8665,4.18万,3.82,-2.03,4.41,4.71
600188,兖州煤业,66801.4,19679.2,96908.5,54488.7,62921.3,2923310.25,-58682.1,41102.98,73879,40065,40.19万,1.18,0,8.46,9.12
600189,吉林森工,-3034.25,112.96,-1966.25,-3195.37,-2560.92,12408.71,-3041.63,27713.25,26494,11720,16.16万,0,0,--  ,13.79
600190,锦州港,12647.21,1145.27,14712,11289.51,11065,93272.17,39700.64,-14135.04,144077,9294,4.58万,1.17,-1,4.65,5.09
600191,华资实业,15418.5,21613.57,15378.99,15707.61,15709.32,38268.32,-4548.4,-1906.9,26642,18202,21.06万,0,0,--  ,11.57
600192,长城电工,2401.82,-131.41,4204.93,3813.18,3468.71,48897.85,213.85,1040.82,34756,12710,8.54万,2.82,-1.61,6.62,7.2
600193,创兴资源,1959.35,2831.48,2235.95,1517.74,1517.74,-27581.08,-5671.78,-1561.35,55177,7709,10.39万,0,0,--  ,13.48
600195,中牧股份,17995.35,2710.51,18198.99,15398.52,14514.4,132372.86,-12150.69,-7694,22690,18942,32.54万,0,0,--  ,17.18
600196,复星医药,178803.41,126771.21,181009.36,151610.55,130348.45,611340.56,67747.18,-15076.8,91720,20776,48.33万,1.72,-0.64,21.61,22.7
600197,伊力特,20261.53,182.95,20372.63,13227.17,13236.7,77240.25,6603,4844.35,29922,14738,14.68万,1.57,-0.89,9.58,10.13
600198,大唐电信,-33620.05,-66.76,-28984.28,-29676.98,-29337.88,-88917.56,11314.69,-39707.9,43283,12314,18.94万,8,0,15.38,17.09
600199,金种子酒,4992.81,2099.67,5355.48,3434.9,3426.48,82670.03,28364.81,79656.47,58353,9524,7.90万,2,-0.59,7.4,7.98
600200,江苏吴中,4093.83,3676.12,4613.93,3223.01,1740.29,23275.01,-13068.87,-6956.21,67875,7692,10.17万,5.81,0,13.22,14.69
600201,金宇集团,30796.35,493.76,30853.24,25574.07,25667.42,116768.8,1741.42,-12813.4,12582,22455,98.76万,4.14,-0.45,40.12,44.58
600202,哈空调,-390.32,1689.42,-51.24,212.96,212.96,26932.01,-7549.61,-3032.31,49131,7802,14.70万,0,0,--  ,18.84
600203,福日电子,3367.37,5536.87,4176.33,2735.68,2362.4,-11347.62,-12098.5,-16577.85,23627,12011,11.01万,3.4,0,8.6,9.39
600206,有研新材,2411.1,0,3054.24,2539.59,2243.71,44449.93,-18240.42,-7278.4,35945,16334,17.10万,6.37,-0.94,10.31,11.18
600207,安彩高科,-9121.05,334.26,-8970.53,-9278.12,-9549.37,-236368.75,-12469.17,-6932.06,38095,11550,5.60万,4.35,-1.62,4.82,5.31
600208,新湖中宝,70920.18,39368.26,70460.72,50084.26,43882.78,570529.94,-129890.56,-418300.53,149595,42535,23.90万,2.44,-1.05,4.9,5.23
600209,罗顿发展,-1813.46,112.81,-1806.24,-1818.5,-1333.12,10648.67,-1995.8,-2099.87,52775,7997,6.46万,0,0,--  ,8.08
600210,紫江企业,24368.15,1945.2,24829.61,19170.75,18617.49,155059.02,35377.18,-6013.4,132356,10855,4.95万,3.28,-1.08,4.4,4.72
600211,西藏药业,3287.45,71.25,3156.4,2399.5,2441.37,2577.32,1201.95,-2901.06,10955,10416,29.79万,4.91,-0.72,28.59,31.77
600212,江泉实业,-22109.72,16.19,-22112.9,-23050.57,-23050.57,-27205.99,2197.21,-3530.01,53992,9477,11.60万,0,0,--  ,12.24
600213,亚星客车,-4436.97,23.58,-4314.68,-4314.68,-4114.58,-60148.5,-16105.72,-4492.83,18792,11707,9.72万,4.38,-0.83,8.03,8.84
600215,长春经开,-2974.68,124.08,-2957.34,-2992.87,-2992,74359.86,-6810.74,-7291.77,36856,12618,8.74万,2.62,-1.14,6.78,7.52
600216,浙江医药,16582.3,23445.2,17108.89,13171.57,13486.04,355222,-2761.9,9774.26,59727,15673,14.18万,2.85,-0.87,8.28,8.82
600217,*ST秦岭,10024.53,158.2,10700.03,8362.96,7963.31,34283.43,-678.33,1682.6,39857,16579,10.78万,2.87,0,6.5,6.84
600218,全柴动力,5220.87,249.93,6021.16,4842.75,4865.43,27761.74,5671.25,10420.57,17592,16110,15.00万,5.44,-1.48,9.29,10.23
600219,南山铝业,43342.34,2287.2,44478.89,34236.69,29832.34,574243.69,40069.71,-32524.09,207229,13681,8.61万,3.09,-1.56,5.92,6.49
600220,江苏阳光,4048.45,243.01,4335.16,3258.93,2821.42,-21810.93,21393.06,-1827.17,160699,11097,5.32万,3.19,-0.62,4.79,5.32
600221,海南航空,182539.41,39080.4,215133.59,172905.41,160246.7,994411.69,706361.63,263002.31,713687,16551,6.74万,2.74,-0.97,3.78,3.98
600222,太龙药业,343.45,53.14,345.54,275.56,185.03,20002.31,-9282.3,-2738.18,49145,10105,5.91万,3.05,-0.34,5.69,6.07
600223,鲁商置业,10261.8,1105.93,9100.61,5170.96,4453.93,66739.56,-82404.22,11.59,38314,26125,13.11万,2,-1.18,4.96,5.36
600225,天津松江,-45040.65,337.39,-45152.28,-41933.34,-36854.98,-4557.46,-39236.35,25824.5,27894,22261,11.64万,2.73,-1.13,5.22,5.8
600226,升华拜克,8846.78,11117.51,9006.82,8883.87,9270.9,54527.43,3697.01,3750.68,27900,14536,20.89万,0,0,--  ,14.37
600227,赤天化,-13756.98,-21.91,-12889.01,-13243.88,-13934.5,12646.21,5002.62,3376.96,99659,9536,4.31万,2.64,-0.65,4.4,4.81
600228,昌九生化,155.94,0,-277.56,-440.42,-577.66,-52695.92,3230.83,-1102.57,27487,8779,8.29万,4.44,-1.15,9.22,10.23
600229,青岛碱业,4947.27,112.41,8161.17,6001.35,5841.52,-6575.77,-14135.47,-17479.11,52366,7558,9.18万,6.54,-0.32,12.13,13.48
600230,沧州大化,-27512.45,0,-27290.59,-27290.59,-23451.85,37745.78,-8075.42,-32393.89,21411,13740,10.11万,2.33,-0.94,7.29,7.96
600231,凌钢股份,-20202.95,198.28,-20047.88,-14203.99,-14203.99,147933,84650.86,105228.05,66866,12024,5.29万,3.42,-0.67,4.35,4.79
600232,金鹰股份,1716.45,0,1696.74,1131.65,1054.37,27949.45,95.22,-2234.23,46340,7870,4.96万,2.7,-2.02,6.29,6.73
600233,大杨创世,4341.45,2061.85,4488.12,2983.6,2031.2,60399.38,2311.45,-43.1,20733,7958,10.21万,2.63,0.07,12.49,13.48
600234,山水文化,-1596.56,0,-1787.95,-1787.95,-1764.79,-46322.8,-42.65,-123.43,19366,10454,10.04万,7.44,0,9.6,10.67
600235,民丰特纸,-1215.06,9.72,-1287.68,-1287.68,-1227.75,13995.5,2596.93,10560.95,23796,14763,10.01万,2.49,-0.87,6.59,7.29
600236,桂冠电力,91521.5,-1915.04,99903.4,86552.18,60431.68,128804.8,192805.45,-43616.7,130622,8640,5.69万,1.9,-1.49,6.31,6.82
600237,铜峰电子,141.85,164.83,305.26,145.58,185.24,-5213.58,4446.6,-12735.2,47018,12003,6.27万,4.56,-0.94,5.19,5.51
600238,海南椰岛,-1146.68,445.87,226.58,146.41,148.46,19288.74,-7531.95,-8384.65,29821,14913,15.12万,0,0,--  ,10.14
600239,云南城投,-18454.27,-2700.99,-18467.85,-17259.61,-14376.85,73582.55,-58798.05,-24156.93,85347,12542,7.02万,2.78,0,5.25,5.79
600240,华业资本,63465.45,458.35,63435.76,44635.37,44733.96,254965.55,180009.3,19631.45,44672,31882,35.39万,4.82,-0.98,10.4,10.98
600241,时代万恒,-4929.68,-131.78,-4826.41,-4821.23,-4437.9,1991.07,-12847.66,5606.25,14894,12099,10.10万,2.83,-0.23,8,8.7
600242,*ST中昌,-6589.65,0,-4065.48,-4066.78,-3593.73,-79878.22,-1032.39,1618.4,14452,18496,14.46万,0,0,--  ,7.82
600243,青海华鼎,-3082.35,21.11,-2063.55,-1899.96,-1909.15,8067.71,-5182.4,-1466.35,22404,10572,9.56万,0,0,--  ,9.04
600246,万通地产,6063.89,-177.45,6183.27,1952.06,1480.29,133970.69,-11894.53,-65680.52,77814,15637,7.13万,1.25,0,4.28,4.57
600247,*ST成城,-637.75,1218,-662.42,-662.42,-622,-36088.89,-7.9,-4.15,23381,14390,18.94万,2.16,0,13.16,13.85
600248,延长化建,8440.85,0,8571.37,7193.1,7193.11,52265.65,-32927.28,-47594.85,18580,25156,18.01万,1.48,-1.24,7.1,7.59
600249,两面针,-11806.17,878.96,-11398.32,-11392.86,-8955.25,24589.31,-18777.67,8027.99,55231,8148,4.41万,3.31,-1.63,5.38,5.67
600250,南纺股份,-9507.12,-4467.41,-9746.67,-9853.61,-9786.21,-26164.51,-4032.16,-9533.42,18255,14171,13.01万,6.32,0,9.18,10.2
600251,冠农股份,12798.44,12846.23,13200.92,12721.17,11408.8,63111.58,20549.82,950.37,50261,15615,13.99万,3.1,-1.64,8.3,9.04
600252,中恒集团,74613.86,39495.68,77064.25,61923.78,61922.92,236829.27,413.8,-62323.11,60764,17967,28.64万,4.3,-0.8,15.15,16.5
600255,鑫科材料,-3203.43,1114.81,-2946.37,-3130.82,-3415.08,11504.99,-4630.05,-2140.95,183802,8508,3.63万,2.81,-0.23,4.21,4.51
600256,广汇能源,27545.8,355.75,53036.23,41420.09,40667.78,452009.91,92851.96,40488.35,259140,20149,14.00万,2.61,-0.85,6.52,7.02
600257,大湖股份,598.73,-136.16,1231.52,943.4,696.27,19580.47,-5101.97,-498.46,38862,10989,9.22万,9.28,1.08,7.79,8.54
600258,首旅酒店,6137.6,3863.18,6488.72,3847.93,4191.25,55215,12266.25,-13447.97,22622,10229,18.97万,0,0,--  ,18.55
600259,广晟有色,-6252.4,2193.34,-4441.33,-4424.56,-3500.2,-28232.97,-23211.47,10727.17,27781,8977,43.50万,0,0,--  ,48.45
600260,凯乐科技,8455.16,605.12,8582.61,7161.86,7198.52,71983.36,9239.99,36988.15,44146,11952,9.39万,4.56,-1.13,7.8,8.59
600261,阳光照明,19726.01,110.8,21579.13,18260.65,17844.92,80253.3,23687.84,-10413.53,86858,16718,11.87万,3.45,-0.69,6.56,6.91
600262,北方股份,-3745.9,1465.31,-2018.85,-1849.7,-958.6,22507.31,12749.78,-34104.03,9628,17657,49.42万,2.38,0.03,27.95,31.05
600265,ST景谷,-2682.95,0,-2608.85,-2608.85,-2603.71,-33596.34,-114.37,-141.15,7365,17624,29.57万,0.65,1.32,16.53,17.4
600266,北京城建,48574.85,11802.85,49971.35,31353.08,29193.96,632370.38,-6602.06,-12927.05,63078,22456,24.90万,2.23,-0.53,10.9,11.69
600267,海正药业,13142.36,1964.6,14190.95,9764.12,3675.62,201326.73,44339.78,-12887,35265,23811,29.88万,3.04,-0.86,11.42,12.03
600268,国电南自,-14230.94,-268.6,-9438.92,-11228.88,-11895.12,-2236.63,-35899.42,-30300.24,57532,11042,7.89万,3.34,-0.13,7.15,7.94
600269,赣粤高速,52136.67,1981.82,58176.38,38486.35,42598.44,678382.75,77945.65,9071.28,132605,17612,8.51万,2.01,-0.82,4.74,5.03
600270,外运发展,48066.2,47657.76,48392.84,48128.21,48177.51,450050.44,1556.67,-11177.37,33755,26825,56.04万,2.23,0.04,18.7,20.24
600271,航天信息,118536.45,1080.2,134959.02,111523.82,81670.11,513669.19,38618.92,174111.77,48802,18921,83.76万,2.14,-0.22,40.33,44.3
600272,开开实业,1235.25,193.77,1708.53,1098.67,1101.87,8744.9,771.21,5278.35,27677,5781,6.23万,5.23,-2,10.7,11.89
600273,嘉化能源,37399.21,4607.99,37360.51,31402.85,31368.76,31352.2,19081.34,-40332.9,30214,10426,8.53万,9.42,-0.96,8.05,8.84
600275,武昌鱼,-1883.76,-217.11,-1980.43,-1980.53,-1977.32,-46575.8,-1440.15,2968.41,63023,8074,4.71万,11.55,0,5.83,6.48
600276,恒瑞医药,129191.5,20.08,128544.22,108580.22,106123.77,575028.63,104307.3,69375.93,37146,52452,219.83万,0.55,-0.87,41.15,42.51
600277,亿利能源,5479.72,-1511.42,8551.28,7737.02,10034.21,102871.45,43765.31,-30040.7,65182,32058,46.74万,0,0,--  ,14.58
600278,东方创业,12597.92,10202.57,14425,10229.87,8781.66,100597.9,20881.49,37505.95,20250,25790,28.83万,2.79,-0.17,10.79,11.99
600279,重庆港九,6857.17,18,8038.43,6677.18,4157.49,40987.23,1965.63,-2310.04,26771,12778,10.38万,1.88,-0.36,7.91,8.55
600280,中央商场,24502.5,254.93,24518.17,16642.61,16536.42,13359.51,13557.2,-22628.14,48835,23515,30.80万,0,0,--  ,13.1
600281,太化股份,-1980.25,17.71,-1915.68,-1750.93,-1733.95,-47633.64,-6027.56,-4147.76,31762,16196,7.69万,1.89,-0.41,4.61,4.94
600282,南钢股份,-4827.24,-2036.57,5707.72,3493.31,3483.73,354939.94,86840.88,-51519.87,201789,19207,5.93万,1.95,-1.9,3.05,3.27
600283,钱江水利,400.65,2068.95,944.5,-121.43,2806.91,6340.33,5250.78,6658.27,34222,8338,7.19万,2.54,-0.57,8.26,8.9
600284,浦东建设,21939.85,29620.93,23407.82,18117.27,14432.87,159488.86,-63292.57,201861.95,104471,6327,7.27万,4.26,-0.77,10.5,11.21
600285,羚锐制药,9297.8,3066.38,9534.78,8277.82,8189.18,33888.98,5435.06,1015.72,50401,9202,8.85万,4.37,-2.82,9.3,9.93
600287,江苏舜天,7429.22,1107.43,7669.52,5440.68,4025.48,45941.5,8442.73,7152.05,34006,12845,10.46万,5.83,0,8.14,9.04
600288,大恒科技,-2095.9,5677.91,928.94,606.42,1019.07,73016.06,-10633.42,-33696.35,36002,12133,13.73万,4.97,0.53,11.21,12.27
600289,亿阳信通,2155.5,-254.49,2438.41,1099.35,1325.18,73364.7,-14130.65,-26668.95,43771,12962,20.22万,0,0,--  ,15.6
600290,华仪电气,10844.32,223.32,10699.83,7950.65,8067.97,52663.44,-25870.15,-3884.93,35265,14941,12.88万,2.54,-0.69,8.32,9.23
600291,西水股份,246447.17,518672.16,247949.05,174618.81,36878.82,100627.5,5702452,1021468.31,33216,11561,42.43万,0,0,--  ,36.7
600292,中电远达,30108.25,18331.46,30907.15,24047.88,23042.46,75233.63,46725.06,17612.6,31591,24716,35.64万,2.69,-1.02,13.41,14.26
600293,三峡新材,-16.6,0,244.15,237.18,234.2,2031.4,339.91,2192.95,32250,10682,7.46万,3.84,0,6.55,7.05
600295,鄂尔多斯,31090.91,2425.56,42652.12,32667.66,11068.87,407279.59,149562.2,-53086.7,63594,9624,6.70万,1.16,-0.57,6.85,7.12
600297,广汇汽车,127063.22,2652.5,127207.92,99800.65,90393.5,596676.38,-327064.13,263101.63,25028,13984,24.95万,1.77,3.42,17.02,18.86
600298,安琪酵母,17991.13,261.2,19987.61,15835.98,14020.3,137382.55,9805.78,-4719.18,27176,11933,34.76万,1.82,0.27,26.4,28.16
600299,蓝星新材,-79209.84,0,-79124.47,-79952.28,-73360.8,-224684.97,-22279.11,-16091.37,25383,20593,20.68万,1.13,-0.79,9.8,10.78
600300,维维股份,15765.34,9392,16329.92,10209.01,10208.55,59535.23,747.46,24524.5,97459,17156,9.26万,3.79,-0.73,4.8,5.17
600301,*ST南化,-6721.57,-49.75,-1203.82,-1203.82,-1019.5,-110390.82,-4377.62,-4646.3,10867,21639,20.32万,1.24,0,9.39,9.88
600302,标准股份,-3550.08,79.76,-3426.09,-3381.76,-3471.56,15136.24,-6073.87,-6674.43,21898,15801,9.65万,2.16,-0.65,5.85,6.31
600303,曙光股份,-9630.21,-1.38,3220.42,337.06,248.71,60823.61,-15632.37,-26257.97,86451,6645,3.58万,3.13,-1.1,5.37,5.64
600305,恒顺醋业,21660.13,14433.37,21924.4,18344.22,18106.24,29725.08,12446.25,-8001.96,15332,19656,36.95万,1.82,0,18,18.95
600306,商业城,-6993.17,0,-6933.42,-7222.06,-7214.57,-35349.9,-15328.05,-12223.74,11268,15744,19.52万,0,0,--  ,12.4
600307,酒钢宏兴,-189533.06,-54.15,-189518.59,-154253.59,-153425.63,41816.87,-149679.31,-591430.63,415081,15089,6.25万,5.35,-0.71,4.07,4.52
600308,华泰股份,-514.52,-92.79,6937.13,5008.47,5866.33,243755.02,73286.25,-23023.97,132121,8837,4.19万,1.83,-0.62,4.6,4.85
600309,万华化学,189835.97,531.06,187222.42,139634.81,101869.93,718592.38,193835.59,-499.3,48221,44842,85.42万,1.4,-0.67,17.51,18.85
600310,桂东电力,53106.19,60369.05,53652.85,39292.9,39116.07,44228.73,10420.12,44275.06,12716,21699,48.63万,2.66,-0.4,21.91,24.1
