代码,名称,营业利润,投资收益,利润总额,税后利润,净利润,未分利润,经营现金流,总现金流,股东人数,人均持股,人均市值,换手%%,涨速%%,最低,昨收
300393,中来股份,5251.33,-228.91,5285.12,4436.85,4436.31,28242.84,-3414.37,-6215.35,5104,4602,16.27万,4.32,0.14,34.3,36.3
300394,天孚通信,5429.41,6.84,5627.43,4758.81,4758.81,19106.35,4480.5,7481.95,7720,1974,8.77万,6.7,-0.55,42.35,45.26
300395,菲利华,4295.03,0,4382.64,3725.41,3725.41,27046.73,1549.66,-3222.23,9629,3365,6.46万,5.83,-2.04,19.04,20.88
300396,迪瑞医疗,4403.74,93.3,5336.66,4802.5,4802.5,34320.35,7031.91,-310.11,10334,3711,11.83万,5.93,1.56,29.61,31.05
300397,天和防务,-2344.4,255.1,-1944.11,-1549.67,-1549.67,48773.8,-5855.62,733.75,6400,4688,27.45万,9.14,0,58.56,65.07
300398,飞凯材料,5718.62,0,6315.99,5174.93,5174.93,27558.85,2847,-10037.03,6165,4217,19.05万,3.66,-0.3,43.79,46.49
300399,京天利,1624.45,395.4,1863.61,1512.95,1410.65,17099.65,213.43,-5664.7,9849,2031,12.95万,10.11,-0.21,55.03,60.53
300400,劲拓股份,1670.09,20.68,2204.1,1861.35,1876.38,14737.65,1856.45,-78.87,8236,3643,7.25万,4.91,-0.45,19.45,21.35
300401,花园生物,1083.07,236.73,1286.07,1085.39,1085.39,43789.07,2343.18,933.12,12994,3494,5.42万,5.16,0,14.56,15.93
300402,宝色股份,112.43,0,495.52,202.63,202.63,23844.09,3088.53,-10113.71,13045,3910,4.76万,2.16,-0.49,11.71,12.68
300403,地尔汉宇,7726.72,7.88,7838.65,6500.75,6613,32055.2,7777.27,-20499.05,11000,3091,10.51万,3.29,-0.7,30.68,34
300404,博济医药,1412.32,0,1449.18,1237.77,1237.77,11630.24,74.6,18804.81,9363,1780,9.08万,7.31,0.07,47.58,52.1
300405,科隆精化,249.91,0,371.8,204.36,204.71,23883.9,-12219.69,-11399.21,6488,2620,7.60万,3.13,-0.37,28.08,30
300406,九强生物,12420.32,0,12555.46,10673.26,10673.26,47267.3,5929.25,-938.39,15562,3140,8.71万,4.15,-0.35,26.9,28.6
300407,凯发电气,3951.66,217.55,4251.74,3657.21,3583.38,33177.1,-4395.21,-16823.92,10342,3288,12.05万,0,--  ,--  ,36.66
300408,三环集团,44938.98,1664.04,45513.35,38583.9,38494.55,176887.06,17401.26,-52979.78,22922,4014,9.90万,2.51,-0.52,23.58,24.8
300409,道氏技术,4580.68,0,4612.64,3876.36,3882.03,20379.32,-8643.92,-22844.06,5662,4305,14.02万,4.32,-0.18,31,34.23
300410,正业科技,1507.52,0,1924.53,1652.63,1652.63,17762.36,-2016.13,-4369.51,3996,3754,13.82万,0,--  ,--  ,36.82
300411,金盾股份,2426.26,0,2531.96,2191.17,2191.17,15076.35,-5075.8,-23949.34,14928,2680,14.38万,0,--  ,--  ,53.68
300412,迦南科技,2386.81,0,2516.66,2101.25,2101.25,13352.62,-628.51,-9606.35,12287,2399,10.23万,0,--  ,--  ,42.65
300413,快乐购,4026.12,0,4381.12,4359.25,4361,39618.46,4331.1,61344.28,19625,3567,7.90万,5.61,-0.71,21.6,23.95
300414,中光防雷,4681.25,0,4985.83,4115.62,4115.62,23099.48,2824.48,15842.35,12974,1624,6.82万,4.73,-0.21,41.5,45.55
300415,伊之密,4664.45,0,5257.73,4718.91,4469.8,22165.45,1902.15,2331.32,10436,2875,7.27万,9.81,-0.97,25.27,28.08
300416,苏试试验,2176.32,0,2479.05,1875.55,1693.7,13653.63,-344.67,4137.65,5737,2737,13.80万,8.91,0,50.42,56.02
300417,南华仪器,1471.18,0,1644.57,1388.87,1388.87,12350.98,-221.63,13317.27,4670,2184,11.29万,14.18,0,51.71,57.46
300418,昆仑万维,18966.35,3126.45,19660.35,19482.5,19482.5,70019.15,-9042.8,22489.53,21695,3227,21.59万,12.33,-0.26,65.81,72.82
300419,浩丰科技,2316.37,0,2512.2,2369,2369,20584.63,-2668.7,1252.97,3706,2779,20.04万,23.76,0.02,72.08,80.09
300420,五洋科技,1072.08,1.02,1154.95,993.37,993.37,9210.99,-337.26,12748.4,6919,2891,8.35万,19.87,0.34,26.88,29.87
300421,力星股份,2789.21,0,3004.84,2545.68,2545.68,9671.83,4200.02,5037.25,11570,2420,4.91万,5.64,-0.49,20,21.3
300422,博世科,2060.75,-5.72,2257.15,1983.6,1984.81,12883.12,-6273.85,2744.5,6154,2519,12.25万,8.04,-0.71,47,51.4
300423,鲁亿通,2506.87,0,2663.34,2068.86,2068.86,13639.95,-266.16,7214.05,7957,2765,6.70万,7.63,-0.65,23.8,25.3
300424,航新科技,2839.62,100.66,3412.86,2912.35,2912.35,34751.6,-7770.25,13030.96,23476,1417,6.33万,7.21,-0.13,44.7,49.57
300425,环能科技,3503.36,0,3726.13,3450.28,3532.65,20834.92,-1217.68,19162.56,6865,2622,13.07万,9.74,0,49.84,55.38
300426,唐德影视,6562.93,0,7235.18,5443.31,5445.91,28887.4,-1736.89,22374.47,12373,1616,13.17万,8.86,0.59,78.88,85.35
300427,红相电力,800.53,112.55,1304.87,1088.15,1088.15,20759.45,-5673.06,-938.5,5436,4078,26.29万,0,--  ,--  ,64.46
300428,四通新材,3509.61,68.8,3923.16,3341.21,3341.21,19717.68,-3150.17,10488.62,9482,2130,6.80万,8.29,-0.31,31,33.56
300429,强力新材,4594.45,21.35,4863.24,4072.25,4080.12,16671.24,1395.57,17417.99,6106,3275,40.69万,0,--  ,--  ,124.23
300430,诚益通,3246.98,0,3584.87,3039.95,3039.95,19336.03,-1020.9,17363.4,6827,2226,11.13万,9.23,-0.19,48.75,51.32
300431,暴风科技,390.32,-276.48,753.57,686.12,669.93,14546.82,5867.74,11766.8,11278,2660,20.48万,14.59,0,71.02,78.44
300432,富临精工,10373.38,78.1,10462.67,8892.12,8892.12,31002.05,4224.15,10442.45,8379,3580,19.69万,5.45,2.23,53.8,59.78
300433,蓝思科技,63356.8,-64.95,75747.18,68480,68491.77,689049.25,94839.06,40234.21,38783,1737,9.68万,3.68,-0.21,54.03,56.5
300434,金石东方,1300.12,18.52,1737.06,1499.43,1499.43,14891,2418.09,15410.95,12209,1392,4.50万,6.63,-0.24,30.88,33.98
300435,中泰股份,3594.28,67.85,3992.01,3365.15,3365.15,19645.07,-3093.7,4105.02,11592,1725,5.07万,7.35,-0.33,28.82,31.14
300436,广生堂,5790.87,0,6215.18,5265.12,5265.12,13257.52,5563.16,6531.56,11356,1233,13.57万,5.08,-0.06,105.7,114.8
300437,清水源,2138.36,4.52,2163.35,1846.25,1846.25,15166.15,503.37,8197.88,11861,1408,7.15万,14.61,6.36,46.57,51.74
300438,鹏辉能源,3098.13,6.73,3380.62,3029.08,3075.11,25062.7,-984.8,6472.62,14917,1408,6.99万,0,--  ,--  ,49.63
300439,美康生物,7860.68,0,8125.43,6618.12,6701.08,36202.8,2211.68,63447.96,13346,2123,14.97万,8.1,-0.16,67.23,73.06
300440,运达科技,3218.17,0,4697.08,4089.23,4089.23,29405.05,-4445.83,45833.1,16048,1745,7.17万,7.92,-0.21,39.16,41.99
300441,鲍斯股份,2231.9,0,2354.76,2054.38,2059.41,17646.26,675.02,6988.02,13096,1613,7.58万,0,--  ,--  ,47.03
300442,普丽盛,2809.86,0,3135.36,2703.55,2703.55,30657.73,-6045.76,36853.3,12283,2035,6.68万,6.49,0.27,31.4,34.74
300443,金雷风电,8368.82,0,8363.57,6272.85,6272.85,30213.25,4564.58,22808.5,8868,1587,12.88万,5.32,-0.52,75.09,79.94
300444,双杰电气,1627.4,0,1820.31,1437.9,1437.9,23384.71,243.2,36190.62,18794,1835,5.60万,8.41,-0.26,29.5,32.72
300445,康斯特,1185.24,0,1494.4,1221.89,1221.89,13362.84,49.66,11338.8,6583,1549,9.04万,6.32,-0.47,55.33,59.42
300446,乐凯新材,5235.56,0,5262.55,4463.56,4463.56,19128.52,4483.33,5417.68,11652,1322,7.72万,3.69,-0.03,55.02,58.5
300447,全信股份,3552.68,-6.71,3733.18,3212.37,3212.37,21568.92,1034.68,22007.15,16442,1232,5.49万,5.49,-0.88,43.2,47.07
300448,浩云科技,948.27,0,956.2,812.21,812.21,13502.97,-9498.57,16238.29,13459,1486,6.68万,7.89,0,42.5,45.78
300449,汉邦高科,1860.54,0,2632.65,2400.56,2400.56,20327.6,-23074.72,-1310.6,14043,1260,6.21万,6.99,0.22,48,51.21
300450,先导股份,4284.64,72.27,5449.8,4622.87,4622.87,13625.75,2467.91,28947.76,7763,2190,25.23万,8.96,-0.01,107,117.9
300451,创业软件,235.73,-76.1,914.15,737.87,737.87,21814.82,-7734.86,9392.5,6843,2484,20.97万,4.48,0,84.43,93.81
300452,山河药辅,2348.59,4.71,2382.28,2041.06,2041.06,11932.55,1806.68,3974.62,7290,1591,8.50万,19.83,0.07,47.5,50.4
300453,三鑫医疗,2591.73,0,2771.37,2389.12,2389.12,16469.65,369.13,13907.25,13693,1450,4.84万,12.29,0.14,31.67,34.67
300455,康拓红外,461.83,0,1641.05,1570.41,1570.41,16607.32,-3224.45,16265.62,22310,1569,3.93万,7.78,-0.35,25.06,27.5
300456,耐威科技,1220.9,0,2244.15,1973.07,1941.05,19442.35,-2260.08,23093.53,11977,1753,18.09万,0,--  ,--  ,103.2
300457,赢合科技,2349.4,0,3325.55,3045.45,3045.45,16645.78,-2150.45,17033.71,11033,1767,10.16万,8.72,-0.1,53.18,56.5
300458,全志科技,6447.06,0,7315.22,6264.62,6264.62,84309.61,4646.75,41838.98,22711,1761,9.88万,4.72,0.16,52.1,57.76
300459,浙江金科,2667.56,-33.33,2799.32,2324.48,2324.98,15804.87,4233.08,8706.32,13890,4770,15.99万,2.69,-0.23,32.68,35.64
300460,惠伦晶体,2718.05,0,2733.45,2316.29,2316.29,18798.22,2781.21,24142.57,28224,1491,2.77万,7.73,-0.26,18.16,19.96
300461,田中精机,1560.5,148.9,1577.9,1228.65,1228.65,7377.87,264.05,10683.62,11923,1399,4.34万,6.87,-0.03,31,34.44
300462,华铭智能,2513.84,151.78,2533.7,2188.83,2188.83,12922.71,-2393.06,210.99,12801,1345,5.34万,16.27,-0.02,39.67,44.08
300463,迈克生物,16478.17,303.67,16498.89,13695.17,13695.17,68384.32,-1021.94,87054.1,22550,1663,11.23万,7.62,-0.44,61,64.15
300464,星徽精密,1490.31,0,1622.58,1179.85,1179.85,11942.3,796.65,18777.9,18942,1091,3.75万,32.73,0,34.32,38.13
300465,高伟达,1175.78,0,1300.65,1355.25,1355.25,20947.22,-10937.24,13592.4,22696,1469,4.91万,8.01,-0.02,33.1,36.61
300466,赛摩电气,478.12,0,974.6,849.12,849.12,12698.36,-2403.35,16009.2,13903,1439,3.92万,0,--  ,--  ,27.28
300467,迅游科技,3278.98,0.65,3278.98,2747.6,3051.51,3486.36,1982.49,28020.05,15729,636,13.92万,0,--  ,--  ,218.89
300468,四方精创,3113.2,0,3130.9,2818.79,2818.79,14882.76,-4443.76,31053.91,13696,1825,7.53万,5.49,-0.09,38.51,41.46
300469,信息发展,-1507.95,0,-1435.28,-1230.95,-1224.06,8465.26,-15868.15,4534.43,27123,616,2.41万,4.95,-0.38,39.03,42.65
300470,日机密封,3395.6,0,3865.59,3342.73,3342.73,24870.59,457.1,38724.76,13124,1016,6.24万,25.14,-0.95,61.13,65.59
300471,厚普股份,7577.05,-21.3,7917.06,6632.91,6632.91,42153.64,-17006.96,46553.1,14065,1052,8.51万,8.78,0.34,75.57,80.17
300472,新元科技,1308.75,0,1747.93,1479.71,1479.71,10307.57,-3445.43,11776.41,13766,1211,3.84万,13.36,-0.03,31.5,34.92
300473,德尔股份,9801.13,0,10232.62,8506.66,8632.15,31485.44,8079.31,68424.96,27939,895,3.81万,9.92,0.11,40.1,41.98
300475,聚隆科技,5703.08,0,5996.16,5122.06,5122.06,34428.93,10462.37,48137.76,80802,619,1.13万,9.65,-0.32,18.13,19.84
300476,胜宏科技,6863.93,105.89,6843.65,6230,6230,28227.01,1513.72,52802.63,33311,1101,3.14万,9.59,0.03,27.51,28.99
300477,合纵科技,3149.95,0,3444.21,2857.62,2989.36,30079.15,-2466.01,19307.81,27093,960,2.62万,9.89,1.11,26.15,28.53
300478,杭州高新,1797.05,0,1845,1559.71,1559.71,13321.4,1209.35,18633.15,15804,1055,3.34万,9.52,-0.56,30.5,33.25
300479,神思电子,2341.62,0,2598.15,2318.87,2318.87,12061.48,-5918.93,11440.12,30993,645,2.36万,6.75,-0.02,35.8,38.84
300480,光力科技,1232.64,0,1926.9,1720.85,1722.43,15469.34,513.35,12639.11,39148,588,1.90万,19.22,0,32.34,35.93
300481,濮阳惠成,3084.75,0,3295.96,2849.6,2849.6,14858.86,2528.1,14280.61,80000000,0,0.00万,13.62,-0.03,25.3,27
300482,万孚生物,6256.6,160.19,6859,5850.25,5850.25,17335.55,4190.6,33001.45,36557,602,3.71万,21.07,0.48,56.99,61.1
300483,沃施股份,1941.32,0,1997.05,1525.35,1577.05,11967.75,2208.37,18913.47,26199,592,2.05万,10.26,0,32.95,34.75
300485,赛升药业,12195.82,0,12240.07,10535.8,10539.49,46198.87,6510.58,109300.52,48019,625,4.36万,11.25,-0.07,65.57,68.68
300486,东杰智能,2900.35,0,3266.11,2918.12,2918.12,23751.01,-5325.05,22772.72,52495,661,1.54万,16.13,-0.68,23.21,25.78
300487,蓝晓科技,2959.92,0,3263.46,2852.55,2852.55,17472.21,-2956.9,18655.93,33098,604,2.02万,13.16,-0.32,31.56,33.42
300488,恒锋工具,3507.06,0,3698.18,3165.58,3165.58,26576.27,2334.61,22988.45,21338,586,2.42万,13.5,0.09,40.5,42.53
300489,中飞股份,1925.71,0,1935.55,1595.7,1595.7,14798.44,-772.4,13806.52,18973,598,2.80万,15.7,-0.44,46.78,51.95
000033,*ST新都,-1169.68,0,-1052.65,-1052.65,-1052.65,-62772.07,388.64,-509.9,23021,14309,0.00万,0,--  ,--  ,--  
600000,浦发银行,3121100,68900,3152600,2412600,2390300,6487600,21069300,2060300,379582,39314,58.54万,1.71,0.47,14.72,15.33
600004,白云机场,85305.85,108.95,86537,64954.36,61824.51,373523.41,106471.97,-85618.11,47346,24289,30.31万,1.53,-0.39,11.51,12.11
600005,武钢股份,68594,5650.35,70361.2,53472.05,52161.56,1185931.25,226180.77,-68648.4,424566,23774,10.65万,2.65,-2.81,4.15,4.53
600006,东风汽车,18253.84,21021.99,19143.23,21585.47,23580.9,294151.88,978.75,15501.67,165817,12061,13.07万,5.49,0,10.84,12.04
600007,中国国贸,40273.75,825.1,40702.71,30531.6,30502.85,194400.94,56727.86,-11736.5,28021,35947,45.76万,1.04,-0.15,12.73,14.14
600008,首创股份,20286.74,10487.25,27429.91,22704,20862.28,150839.31,1421.2,188830.81,159651,13780,13.12万,2.52,-0.62,8.85,9.43
600009,上海机场,166002.36,30343.43,171420.52,136096.02,129165.13,1326757,82405.22,47608.9,72403,15103,40.43万,4.1,-0.4,24.35,25.28
600010,包钢股份,-84035.68,1978.68,-61321.82,-46492.2,-45454.17,93298.07,497397.94,1613486.88,716137,21982,9.47万,3.7,0.46,3.86,4.13
600011,华能国际,1434494.5,90941.36,1479407.88,1118228.75,905857.63,3289637.75,2404824.75,-302489.94,175421,59856,61.71万,1.16,-0.29,9.01,9.47
600012,皖通高速,62799.61,5424.95,62695.42,48922.95,47089.53,476871.59,73323.9,8601.07,54408,21423,19.84万,0.77,-0.43,9.25,10.22
600015,华夏银行,1238600,-27500,1241600,931200,926300,4182900,-1639000,1364800,173065,44984,48.90万,1.91,0.64,10.27,10.7
600016,民生银行,3530500,306900,3552900,2727200,2677800,10274300,7708300,793200,638591,46277,42.94万,1.77,0.54,8.56,8.91
600017,日照港,32781.35,-30.31,32829.98,25862.57,22609.86,347394.06,66025.06,43662.07,232366,13236,8.13万,1.92,0,5.82,6.14
600018,上港集团,433847.81,90087.38,471444.06,376510.78,309782.47,1883392.75,458704.69,397322.13,431455,52741,40.45万,1.15,0.92,6.47,7.06
600019,宝钢股份,442835.25,42472.15,439925.09,329377.56,317448.22,3997554,940658.38,399308.91,378997,43336,27.04万,1.69,-0.95,5.6,5.92
600020,中原高速,102107,24551.98,102680.77,79869.17,79435.81,316746.56,109964.85,294575.34,129872,17305,8.96万,2.09,-0.38,5.04,5.37
600021,上海电力,150977.63,44449.78,153830.06,120418.75,71447.07,277459.31,313114.78,84586.93,205202,10427,15.13万,1.94,-0.34,14.1,15.42
600022,山东钢铁,113.12,206.58,1133,959.62,745.43,-320961.72,15053.55,57425.07,324390,19841,6.53万,1.59,-1.2,3.23,3.46
600023,浙能电力,545412.75,197767.16,551750.56,458713.19,390840.19,1195740,821171.5,145823.63,462574,5522,4.64万,9.32,-1.63,7.5,7.93
600026,中海发展,40729.15,6224.56,22487.07,32941.28,29914.55,1123359.13,218291.88,-13449.99,199328,13726,15.21万,0,0,--  ,11.08
600027,华电国际,556492.63,23221.4,565180.88,434122.09,350535.5,1274450.5,1474483.75,73080.52,267297,22223,17.40万,2.48,-0.63,7.11,7.58
600028,中国石化,3928400,446100,4021600,3054200,2442700,25182700,6744200,6349900,915654,104360,51.03万,0.37,-0.4,4.8,5.09
600029,南方航空,400000,44000,530800,409700,348200,1307800,1123500,-585800,278005,25261,20.66万,3.99,-1.08,7.6,8.12
600030,中信证券,1691484.63,865551.81,1692671.75,1274230.13,1247027.38,4158774.5,13586326,18893560,698535,14050,20.89万,3.69,-0.8,14.51,15.19
600031,三一重工,35646.2,7535.9,44382.1,36456.9,33482,1375285.25,27789.8,-273034.59,615019,12347,7.85万,1.02,-1.24,6.34,6.88
600033,福建高速,56388.9,-3744.41,58205.75,42218.87,32058.88,267117.09,130974.81,7849.18,202666,13541,5.12万,1.3,-0.52,3.7,3.91
600035,楚天高速,24042.95,-245.38,24037.38,27964.06,28156.09,145753.2,34287.15,19095.67,65536,22177,10.07万,1.2,-0.43,4.43,4.71
600036,招商银行,4313800,598500,4338400,3316900,3297600,15461501,32127500,8690001,426896,48323,81.04万,0.84,-0.05,16.3,16.84
600037,歌华有线,10604.35,2824.75,29999.83,29908.8,29917.14,264068.13,37875.95,-13437.6,62859,18587,30.93万,2.59,-1.42,15.22,16.61
600038,中直股份,19625.36,-30.42,20354.36,18690.15,18680.42,107032.52,-109798.02,-45498.8,34850,11267,46.67万,3.84,-0.38,39,42.76
600039,四川路桥,37689.34,3496.91,37298.96,30259.11,32463.77,294706.41,110578.47,188502.27,214133,14102,6.26万,1.51,-1.33,4.08,4.43
600048,保利地产,800733.19,34821.25,807458,590079.06,494964.91,4467958,984932.5,-132352.38,446326,24092,20.50万,2.2,-0.58,8.16,8.6
600050,中国联通,876674.13,-21903.67,884375.13,692292.5,230437.75,2962940,4037325.5,-754829.81,909581,23304,14.80万,2.04,-1.09,6.15,6.5
600051,宁波联合,19303.61,6297.55,20879.77,16118.29,10837.42,80562.68,-6026.74,-1852.63,33209,9208,7.62万,2.05,-0.95,8.13,8.57
600052,浙江广厦,-5182.08,185.8,-4760.66,-6698.27,-6739.42,80513.25,7754.5,-7308.46,53355,16339,8.73万,3.54,0.37,5.31,5.9
600053,中江地产,3660.41,3.2,3636.01,2753.48,2753.48,21445.42,20218.07,4695.12,12809,33847,44.47万,0,0,--  ,13.14
600054,黄山旅游,16493.06,525.25,16895.02,12545.46,12431.75,144047.13,10733.61,-404.45,36008,3266,5.68万,3.85,-0.57,15.8,17.2
600055,华润万东,799.03,-50.35,1915.15,1912.29,2011.95,26894.39,-6942.06,-5543.06,13178,16425,38.60万,2.1,-1.67,23.11,25.07
600056,中国医药,54060.3,240.81,54612.98,42282.53,37356.87,184137.67,-61726.18,-70437.78,74060,13262,18.98万,2.37,-0.34,12.58,13.92
600057,象屿股份,31437.1,17709.01,33251.76,27086.02,17910.03,119945.67,207320.84,68284.88,51025,5687,5.56万,4.65,-0.3,9.41,10.22
600058,五矿发展,-59298.55,-216.86,-58911.21,-62524.65,-29356.53,240305.41,-54705.88,102081.68,55854,19191,71.60万,0,0,0,37.31
600059,古越龙山,9419.3,385.01,9499.5,6979.17,6994.47,88713.72,-13305.4,-19334.36,58724,13768,12.30万,2.35,-0.77,8,8.76
600060,海信电器,67007.18,926.57,76100.15,64480.85,62513.56,596097.94,53312.61,-28018.75,56492,23162,33.17万,2.93,-0.55,13.39,14.37
600061,国投安信,355876.56,119390.65,355883.84,262271.38,249239.92,333110.63,3622650,6512937.5,39854,10766,13.68万,4.49,-1.47,12.51,13.9
600062,华润双鹤,39402.12,1314.37,40565.48,33230.1,33180.71,397509.53,18587.72,-4897.83,29984,19067,39.32万,1.85,-0.19,19.18,20.17
600063,皖维高新,5640.06,3448.21,6179.35,5028.41,5028.41,14918.29,28559.3,24722.09,135679,11040,4.88万,3.34,0.22,4.37,4.85
600064,南京高科,68815.99,62373.36,68834.47,52261.26,51674.23,215426.45,92942.31,14519.4,62668,12356,21.02万,2.71,-0.52,16.01,16.77
600066,宇通客车,103533.36,1234.6,108927.26,96598.35,94617.53,551941.56,186142.77,-165776.44,82425,23046,42.38万,1.32,-0.32,17,17.94
600067,冠城大通,40485,8350.45,46738.6,35083.89,30858.3,364814.03,3320.56,-120134.71,74547,19892,13.88万,5.76,-0.71,6.61,7.08
600068,葛洲坝,206421.34,31554.11,220218.34,169417.55,125513.45,446195.91,-356285.75,72748.93,467322,8877,6.80万,2.7,-1.41,7.2,7.57
600069,*ST银鸽,-14454.1,0,-10158.94,-8781.71,-7776.56,-86674.25,-3012.31,-6569.67,54380,15178,5.39万,1.96,0,3.53,3.72
600070,浙江富润,268.7,905.71,374.05,150.67,24.69,5031.49,-5096.68,-10308.8,24865,14342,11.72万,3.68,-1.2,7.68,8.34
600071,*ST光学,-1444.66,450.07,-1112.14,-1180.02,-592.15,6847.21,-1188.6,6655.97,11907,19944,29.58万,1.06,0,14.83,15.61
600072,钢构工程,-3610.76,169.21,-2851.36,-2851.36,-2907.49,9309.17,2884.95,-21184.98,55712,8588,22.32万,0,0,--  ,25.99
600073,上海梅林,9013.49,1807,10176.53,8519,7948.75,34234.71,20865,-2088.21,61326,13416,18.10万,0,0,--  ,13.49
600074,保千里,10612.76,0,11801.36,10283.21,10283.21,44286.76,-7485.52,43607.46,103618,8647,18.09万,0,0,--  ,20.92
600075,新疆天业,1772,6076.15,2068.17,1382.62,2618,66916.61,2048.33,836.49,47836,9169,14.67万,0,0,--  ,16
600076,青鸟华光,-1416.55,15.88,-1476.5,-1476.52,-1264.81,-82271.34,-369.66,-431.12,42912,8518,5.83万,3.31,-0.86,6.8,7.36
600077,宋都股份,3426.16,-440.18,3310.96,1381.68,715.32,187856.27,24295.46,-17120.01,34148,31948,16.13万,2.35,1.2,4.85,5.17
600078,澄星股份,3410.73,0,3822.51,3129.87,2065.12,59708.2,3214.41,-16383.87,57239,11576,6.67万,3.22,-1.53,5.7,6.09
600079,人福医药,47082.93,8186.58,48570.05,38768.87,29994.64,227401.17,10556.26,70430.63,34610,29789,47.30万,3.65,-1.12,14.49,15.49
600080,金花股份,1161.35,18.63,1427.53,1204.93,1210.45,37358.35,1309.46,739.31,25919,11779,8.85万,3.34,-0.52,7.34,7.87
600081,东风科技,18500.53,4840.62,19967.2,18883.68,11824.23,60559.1,24024.24,8398.05,23055,13601,22.51万,5.59,0,16.55,18.39
600082,海泰发展,304.86,81.26,1310.21,858.96,858.96,59515.93,-8728.85,-4390.3,56095,11273,5.41万,2.3,-0.62,4.76,5
600083,博信股份,1933.46,0,1939.21,1323.25,974.4,-28034.3,-8438.5,-8476.63,19419,11686,11.37万,1.37,-0.4,9.58,10.3
600084,中葡股份,-6424.51,2368.4,-5209.41,-5209.41,-5098.45,-153246.56,-19504.03,-58003.35,66605,12160,6.21万,1.74,-0.96,5.08,5.48
600085,同仁堂,99084.65,234.48,99510.25,83045.21,48983.73,287997.13,59109.13,52017.18,56525,24263,58.52万,1.81,-0.61,22.74,24.03
600086,东方金钰,34913.73,7900.5,34914.76,26119.15,26152.55,69317.5,-92672.78,15954.82,15439,22818,68.64万,4.76,-0.36,28.64,31.82
600088,中视传媒,4094.58,0,4121.51,3091.13,3043.92,37585.84,-7494.43,-9278.58,20013,16560,33.77万,3.02,0,20.39,22.65
600089,特变电工,119432.97,1828.56,135194.56,117983.72,111033.51,835154.75,76045.86,303132.91,360293,8819,9.83万,2.93,-0.88,10.65,11.28
600090,啤酒花,8036.08,1124.64,8185.22,6916.92,2999.16,-30853.22,26765.83,28478.81,45300,8122,8.11万,2.62,0.1,9.43,10
600091,*ST明科,-8123.27,-2235.6,-8122.62,-8122.62,-8122.62,-141295.06,-3673.63,-65.12,20224,16640,11.75万,1.76,0,7.06,7.43
600093,禾嘉股份,4484.4,3334.18,4491.22,4252.52,4252.52,13159.22,-38514.6,430406.56,30135,10700,11.75万,3.94,-0.9,10.31,11.18
600094,大名城,26329.65,1522.33,25925.59,18967.2,13056.32,85926.86,-477045.91,64127.18,51812,25338,20.19万,5.22,2.97,7.69,8.54
600095,哈高科,-1330.04,447.39,-1198.1,-1361.71,-1064.81,1937.76,2820.95,2007.93,49544,7292,5.69万,15.11,1.69,7.61,8.46
600096,云天化,4352.41,1244.95,14814.74,7011.75,3430.71,-3755.4,391303.47,-107149.15,46964,11099,9.87万,4.94,-0.67,8.44,9.24
600097,开创国际,-9212.28,0,560.83,560.83,560.83,39982.18,-9041.21,-9607.95,12900,15705,47.49万,0,0,--  ,30.24
600098,广州发展,97254.53,17980.57,104178.25,79076.11,53411.76,472163.34,187980.72,85270.9,86630,31469,28.54万,1.58,0.44,8.75,9.49
600099,林海股份,178.2,0,181.7,145.22,145.22,2759.08,-2741.4,-2897.68,17307,12661,16.93万,0,0,--  ,13.37
600100,同方股份,96384.18,144763.5,110436.3,99925.13,88167.15,415690.63,-193961.81,-17621.28,158311,13077,18.29万,6.46,-1.47,13.01,14.2
600101,明星电力,4840.89,1483.89,5015.91,4267.99,4631.62,95903.25,4260.31,-1650.6,35953,9017,8.99万,3.76,-1.28,9.4,9.96
600103,青山纸业,-6017.26,-44.74,-5940.45,-6767.36,-7428.31,-10440.07,-2382,-3380.9,124331,8540,3.98万,4.67,-0.63,4.6,5.06
600104,上汽集团,2226419.25,1508279.75,2286008,1990483.63,1416546.38,7575591,1175233,-811445.5,226324,48716,87.30万,0.83,0.33,16.6,17.44
600105,永鼎股份,8292.21,3769.43,9260.82,8446.37,7470.12,57719.15,-7910.56,-10601.99,34334,11096,13.63万,6.68,-0.64,11,12.16
600106,重庆路桥,15234.2,11853.07,15243.65,14798.22,14798.22,124537.31,19531.95,113595.36,57584,15764,16.62万,0,0,--  ,10.54
600107,美尔雅,753.28,824.37,754.18,207,205.55,-1772.38,4890.56,5571.15,38716,9298,13.37万,0,0,--  ,14.38
600108,亚盛集团,9334.3,7076.62,9850,8772.62,8705.25,170469.36,15390.75,17768.01,185358,10504,7.07万,4.49,-1.46,6.2,6.77
600109,国金证券,161065.38,47386.43,163078.61,123214.27,123343.47,325894.78,2389821.75,3307572.25,171285,16562,20.02万,4.4,-1.3,11.76,12.76
600110,中科英华,3299.75,21777.99,3564.36,3195.2,3570.61,-16698.35,22420.5,-1556.75,95212,12082,16.59万,0,0,--  ,13.73
600111,北方稀土,26578.15,638.93,31580.99,21989.75,26065.98,336118.22,228401.22,79321.61,337748,6571,8.64万,3.83,0.45,12.41,13.07
600112,天成控股,431.35,2607.7,611.15,342.01,342.01,34415.19,5949.66,3081.4,46162,11031,13.95万,6.24,5.59,11.44,12.71
600113,浙江东日,1178.25,953.44,1168.92,955.78,1141.66,12817.28,5405.12,1352.7,25645,12423,9.29万,3.72,-0.39,7.21,7.95
