代码,名称,AB股总市值,B股(或A),H股,上市日期,买量,人均市值,人均持股,今开,公积金,内外比,内盘,净利润,净利润率%%,净益率%%,净资产,利润同比%%,利润总额,卖量,固定资产,地区,均价,外盘,存货,少数股权,市净率,市现率,市盈(动),市销率,应收帐款,强弱度%%,总现金流,总股本(万),总资产(万),总金额,投资收益,振幅%%,换手%%,收入同比%%,无形资产,昨收,最低,最高,未分利润,未匹配量,权益比,每笔均量,每笔换手,每股公积,每股净资,每股收益,每股未分配,活跃度,流动负债,流动资产,流通市值,流通股本(万),涨速%%,税后利润,细分行业,经营现金流,股东人数,营业利润,营业利润率%%,营业成本,营业收入,调整后净资,财务更新,资产负债率%%,量比,销售毛利率%%
600665,天地源,         40.53亿,0.0,0.0,19930709.0,75.0,6.94万,14803.0,4.65,20109.34,1.05,60090.0,-1374.85,-4.35,         -0.55㈡,247870.05,-110.55,-2249.85,116.0,11668.28,上海,4.78,57069.0,1077897.75,3041.43,1.64,-5.73,--  ,12.82,1864.8,-3.69,-70870.57,86412.25,1484074.38,56001404.0,0.0,10.45,1.36,-61.01,279.17,4.88,4.56,5.07,112842.02,--  ,16.7,59.0,0.0007,0.23,2.87,-0.016㈡,1.31,1994.0,732100.81,1417460.75,         40.53亿,86412.25,-0.21,-1531.27,全国地产,-70749.78,58374.0,-2161.28,-6.84,25064.73,31611.02,0.0,20150822.0,83.09,0.52,20.71
600666,奥瑞德,        199.67亿,0.0,0.0,19930712.0,0.0,36.20万,13907.0,--  ,78005.32,--  ,0.0,11119.46,19.68,          5.78㈡,192395.47,408.99,13580.82,0.0,102356.2,重庆,26.03,0.0,52315.07,235.08,10.38,350.89,89.78,35.33,42477.55,0.2,107886.21,76707.89,359497.06,0.0,10.86,0.0,0.0,215.54,12835.01,26.03,--  ,--  ,34602.45,--  ,53.52,0.0,0.0,1.02,2.51,0.250㈡,0.45,1.0,116216.86,221302.3,         75.53亿,29014.63,0.0,11021.25,化学制药,5690.33,20864.0,13071.88,23.13,35401.75,56509.38,0.0,20150826.0,46.42,0.0,37.35
600667,太极实业,         58.49亿,0.0,0.0,19930728.0,40.0,12.12万,24689.0,5.06,30518.89,1.0,236442.0,-862.42,-0.39,         -0.55㈡,155878.2,-263.01,5910.6,4863.0,258437.16,江苏,5.16,236836.0,29813.7,57569.53,3.75,-46.96,--  ,2.66,74471.13,-6.8,-78084.81,119127.42,493049.19,244430528.0,0.0,11.74,3.97,7.39,13329.26,5.28,4.88,5.5,9975.0,--  ,31.62,211.0,0.0018,0.26,1.31,-0.007㈡,0.08,2242.0,195991.05,168420.0,         58.49亿,119127.42,-1.4,4254.51,半导体,-12454.55,48252.0,5626.58,2.56,196917.97,219974.92,0.0,20150818.0,56.71,0.91,10.48
600668,尖峰集团,         35.10亿,0.0,0.0,19930728.0,31.0,12.02万,11784.0,10.15,44884.7,0.84,61612.0,9178.71,8.67,          4.45㈡,206489.73,-45.14,12161.03,31.0,122638.26,浙江,10.4,73654.0,24421.92,18485.56,1.7,-128.86,19.12,3.31,26850.52,-1.91,-29249.55,34408.37,359547.22,140736672.0,5680.02,9.02,3.93,-2.39,18419.99,10.42,10.05,10.99,106217.8,--  ,57.43,96.0,0.0028,1.3,6.0,0.267㈡,3.09,1410.0,66089.46,87308.61,         35.07亿,34385.21,-0.97,10196.32,水泥,-2723.57,29179.0,11604.57,10.96,84993.43,105887.51,0.0,20150828.0,37.43,1.13,19.73
600671,天目药业,         30.16亿,0.0,0.0,19930823.0,0.0,38.86万,15688.0,--  ,5093.78,--  ,0.0,-558.1,-12.82,         -7.63㈡,7315.56,-783.84,-521.6,0.0,8192.86,浙江,24.77,0.0,5902.43,591.53,41.23,-1624.46,--  ,69.29,2736.57,0.2,-1366.35,12177.88,26897.78,0.0,0.0,0.0,0.0,-49.13,879.15,24.77,--  ,--  ,-12374.25,--  ,27.2,0.0,0.0,0.42,0.6,-0.046㈡,-1.02,1.0,15558.0,10951.73,         30.15亿,12172.04,0.0,-617.71,中成药,-185.69,7759.0,-599.98,-13.78,3082.01,4353.12,0.0,20150820.0,70.6,0.0,29.2
600673,东阳光科,        123.20亿,0.0,0.0,19930917.0,1407.0,7.28万,14586.0,4.92,14746.48,0.92,275067.0,4936.33,2.0,          1.39㈡,356007.25,-3.66,7403.66,957.0,339677.38,广东,5.08,297482.0,105911.72,61729.32,3.46,59.78,124.79,4.99,84417.03,-5.82,-13742.5,246887.39,1110952.88,291032544.0,151.77,10.73,2.33,0.17,191257.95,5.31,4.88,5.45,88428.09,--  ,32.05,213.0,0.0009,0.06,1.44,0.040㈡,0.36,2690.0,457392.81,422187.69,        122.57亿,245625.2,-1.38,5015.46,铝,20608.38,168398.0,4910.58,1.99,209179.17,247094.66,0.0,20150827.0,62.4,0.73,15.34
600674,川投能源,        461.78亿,0.0,0.0,19930924.0,2089.0,54.76万,52204.0,10.11,405405.81,1.46,700537.0,153726.56,300.69,          9.69㈡,1587051.0,71.31,157915.59,545.0,383141.69,四川,10.52,479169.0,6326.31,34432.55,2.91,129.32,15.02,90.33,34316.89,-0.74,-42619.76,440214.06,2215845.0,1240522240.0,153728.92,6.61,2.68,-1.61,3353.78,10.59,10.1,10.8,566099.5,--  ,71.62,444.0,0.001,0.92,3.61,0.349㈡,1.29,2658.0,163476.19,83488.25,        461.78亿,440214.06,-1.22,156159.59,火力发电,35708.3,84325.0,157141.36,307.37,26955.38,51124.19,0.0,20150820.0,26.82,1.13,47.27
600675,中华企业,        114.64亿,0.0,0.0,19930924.0,57.0,8.90万,14499.0,6.33,3959.48,1.0,268251.0,-73900.13,-58.07,        -16.17㈡,456878.91,-343.87,-88488.93,35.0,25064.49,上海,6.41,269572.0,3032321.0,210398.8,2.51,10.63,--  ,9.01,716.03,-7.74,17772.9,186705.94,4185678.75,345006944.0,5982.77,13.19,2.88,14.24,10397.92,6.67,6.02,6.9,192669.19,--  ,10.92,206.0,0.0011,0.02,2.45,-0.396㈡,1.03,2606.0,2382872.0,3630596.75,        114.64亿,186705.94,-0.8,-90361.05,区域地产,107823.92,128775.0,-95132.0,-74.75,106699.82,127258.57,0.0,20150829.0,84.06,0.92,16.16
600676,交运股份,         87.19亿,0.0,0.0,19930928.0,230.0,15.38万,15209.0,9.6,118260.15,1.05,203318.0,17022.31,3.94,          4.81㈡,353978.69,6.35,24323.1,26.0,226759.41,上海,10.57,194202.0,94479.17,43556.92,2.46,29.9,25.61,2.02,96870.15,-2.58,5009.1,86237.39,720388.38,420083232.0,1732.95,16.15,4.61,-3.79,33750.95,10.4,9.53,11.21,124006.7,--  ,49.14,146.0,0.0017,1.37,4.1,0.197㈡,1.44,2721.0,191463.8,357704.88,         87.19亿,86237.39,-0.88,19458.31,汽车配件,29163.45,56701.0,21637.53,5.01,379665.03,432013.91,0.0,20150828.0,44.82,0.98,12.12
600677,航天通信,         66.13亿,0.0,0.0,19930928.0,0.0,8.67万,5462.0,16.03,67265.55,0.97,116749.0,-3526.78,-1.36,         -2.35㈡,150274.13,-92.44,-1150.27,4673.0,98433.88,浙江,16.31,120572.0,172920.42,50859.4,4.4,-6.7,--  ,2.54,139117.72,-9.77,-108613.15,41642.8,695384.88,386955168.0,0.0,11.79,5.96,-24.94,38995.21,17.64,15.88,17.96,40816.53,--  ,21.61,87.0,0.0022,1.62,3.61,-0.085㈡,0.98,2724.0,436407.09,469181.19,         63.26亿,39837.69,0.0,-2730.75,通信设备,-98684.06,72935.0,-3624.21,-1.39,223454.95,260017.45,0.0,20150825.0,71.08,0.86,14.06
600678,四川金顶,         32.21亿,0.0,0.0,19931008.0,0.0,9.67万,10477.0,9.33,30535.36,1.08,109634.0,196.71,7.63,          7.78㈡,2529.15,-45.17,81.97,10691.0,17797.13,四川,9.57,101159.0,483.73,293.54,127.36,-216.92,818.76,124.91,1365.14,-9.75,-1407.27,34899.0,35448.21,201666608.0,46.33,13.37,6.04,20.82,10032.17,10.25,9.23,10.6,-65931.27,--  ,7.13,93.0,0.0027,0.87,0.07,0.006㈡,-1.89,2263.0,29488.3,2898.66,         32.21亿,34899.0,0.0,81.97,水泥,-1484.99,33309.0,-1608.49,-62.37,2617.34,2578.78,0.0,20150731.0,92.04,0.95,-1.5
600679,金山开发,         37.09亿,17160.0,0.0,19931008.0,4.0,4.88万,4653.0,10.58,29421.78,1.05,24715.0,-518.93,-2.05,         -0.73㈡,70979.43,22.0,-788.41,527.0,7283.68,上海,11.03,23523.0,3448.35,2781.65,5.23,-671.63,--  ,14.66,3299.28,-8.34,-951.28,35361.96,119571.45,53200204.0,770.55,14.04,2.65,-10.61,4161.75,11.47,10.35,11.96,-11686.42,--  ,59.36,28.0,0.0015,0.83,2.01,-0.015㈡,-0.33,1734.0,33867.21,40884.37,         19.09亿,18201.97,-0.66,-715.97,文教休闲,-552.31,39117.0,-739.71,-2.92,22135.84,25294.76,0.0,20150821.0,38.31,0.69,12.49
600680,上海普天,         56.91亿,12480.0,0.0,19931018.0,0.0,10.96万,7363.0,14.89,87888.96,0.72,40999.0,243.38,0.32,          0.18㈡,138051.3,-23.98,253.78,10586.0,13732.07,上海,15.46,56676.0,56263.36,2950.21,4.12,-36.67,1169.23,7.37,54678.71,-9.77,-7468.63,38222.53,325644.63,150968416.0,228.21,12.76,3.79,4.62,3673.0,16.54,14.89,17.0,71.25,--  ,42.39,44.0,0.0017,2.3,3.61,0.006㈡,0.0,2219.0,153739.84,162076.0,         38.33亿,25742.52,0.0,211.4,通信设备,-15521.75,34964.0,-74.4,-0.1,66929.45,77236.02,0.0,20150829.0,56.7,0.76,13.34
600681,万鸿集团,         22.93亿,0.0,0.0,19931018.0,0.0,12.62万,13840.0,9.21,45030.12,1.21,43848.0,-116.53,-11.87,         -6.02㈡,1935.11,-1302.58,-127.41,389.0,17.46,湖北,9.6,36357.0,2672.13,762.35,118.52,-1620.49,--  ,233.64,3828.51,-9.77,-141.53,25147.75,20210.49,76987496.0,0.0,11.15,3.25,-63.54,0.0,10.13,9.12,10.25,-78043.17,--  ,9.57,51.0,0.0021,1.79,0.08,-0.005㈡,-3.1,1579.0,15321.7,7627.47,         22.49亿,24655.36,-0.32,-113.3,装修装饰,-141.53,17815.0,-127.46,-12.98,517.08,981.62,0.0,20150901.0,86.65,0.57,47.32
600682,南京新百,        307.14亿,0.0,0.0,19931018.0,0.0,164.33万,43787.0,--  ,4789.16,--  ,0.0,13905.55,2.01,          7.37㈡,188750.17,52.78,24231.64,0.0,294261.19,江苏,37.53,0.0,276947.09,-25244.21,16.27,-36.08,110.44,4.44,7220.81,0.2,-14803.63,81839.77,1402762.0,0.0,43126.09,0.0,0.0,305.83,177928.7,37.53,--  ,--  ,86635.21,--  ,13.46,0.0,0.0,0.06,2.31,0.170㈡,1.06,1.0,700230.56,472546.09,        268.76亿,71613.03,0.0,10946.67,百货,-85127.21,16355.0,24068.84,3.48,457102.34,691863.44,0.0,20150828.0,88.34,0.0,33.93
600683,京投银泰,         48.15亿,0.0,0.0,19931025.0,162.0,18.11万,27869.0,6.37,32778.12,1.36,41467.0,-11928.38,-18.95,         -6.82㈡,174895.8,14.23,-9212.73,981.0,5675.22,浙江,6.52,30571.0,2425675.75,32236.1,2.75,3.9,--  ,7.65,756.34,-1.31,-87070.15,74077.75,2969503.25,46937304.0,602.41,9.85,0.97,431.83,415.51,6.6,6.21,6.86,57448.48,--  ,5.89,67.0,0.0009,0.44,2.36,-0.161㈡,0.78,1076.0,1988655.0,2852275.25,         48.15亿,74077.75,0.46,-10017.1,区域地产,123419.45,26581.0,-9232.0,-14.66,53174.55,62960.38,0.0,20150826.0,93.02,0.54,15.54
600684,珠江实业,         51.07亿,0.0,0.0,19931028.0,605.0,11.40万,15871.0,7.34,8592.11,1.14,163088.0,11702.05,11.66,          5.49㈡,213179.72,-27.58,16242.0,757.0,19921.85,广东,7.55,143521.0,506740.75,42831.26,2.4,13.06,21.82,5.09,21.5,-8.8,43385.26,71121.72,712840.13,231391680.0,70.85,13.81,4.31,4.89,324.1,7.89,7.13,8.22,116257.76,--  ,29.91,130.0,0.0018,0.12,3.0,0.165㈡,1.63,2356.0,248877.91,675855.56,         51.07亿,71121.72,-1.77,11563.96,全国地产,39108.45,44811.0,16218.65,16.16,64535.2,100360.31,0.0,20150825.0,64.09,0.77,35.7
600685,中船防务,        394.22亿,0.0,24613.02,19931028.0,96.0,26.04万,7711.0,33.9,686758.5,1.15,47307.0,-52499.35,-4.86,         -5.41㈡,971124.63,-138.69,-54331.67,91.0,1060390.5,广东,34.91,41122.0,915537.69,4565.26,4.92,-13.64,--  ,4.42,203394.81,-9.77,-179945.98,141350.64,4512504.5,308666048.0,792.51,11.92,2.02,28.63,210280.77,37.51,33.76,38.23,53004.16,--  ,21.52,36.0,0.0008,4.86,6.87,-0.390㈡,0.37,2459.0,2679138.5,2975925.75,        148.07亿,43846.33,-0.23,-52359.26,船舶,-349865.78,56861.0,-59442.31,-5.5,1050567.75,1080971.88,0.0,20150827.0,78.38,0.7,2.81
600686,金龙汽车,         90.46亿,0.0,0.0,19931108.0,102.0,42.59万,28566.0,14.8,112899.17,1.16,51228.0,14837.3,1.44,          4.21㈡,352826.0,86.44,33159.4,908.0,182097.48,福建,14.96,44116.0,267341.31,161425.0,2.56,-6.54,30.49,0.88,941975.19,-7.42,-66278.56,60673.85,2026849.38,142665296.0,3871.48,9.05,2.15,11.51,28385.43,16.14,14.53,15.99,153714.09,--  ,17.41,59.0,0.0013,1.86,5.82,0.245㈡,2.53,1612.0,1458172.25,1752118.75,         65.99亿,44259.71,-2.99,27126.81,汽车整车,-138291.56,15494.0,30745.73,2.99,875924.63,1028582.0,0.0,20150818.0,74.63,1.34,14.84
600687,刚泰控股,        137.02亿,0.0,0.0,19931108.0,0.0,31.81万,11381.0,--  ,67246.49,--  ,0.0,13882.1,2.91,          7.96㈡,174451.91,175.22,20271.09,0.0,41281.68,甘肃,27.95,0.0,83709.31,0.0,7.85,-19.9,49.35,2.87,53977.17,0.2,19928.06,49024.51,560282.25,0.0,1886.68,0.0,0.0,483.83,33387.48,27.95,--  ,--  ,56645.94,--  ,31.14,0.0,0.0,1.37,3.56,0.283㈡,1.16,1.0,327275.16,444757.59,         68.83亿,24625.25,0.0,13882.1,综合类,-68846.9,21638.0,20545.8,4.31,446741.59,477087.09,0.0,20150828.0,68.86,0.0,6.36
600688,上海石化,        503.31亿,0.0,349500.0,19931108.0,24102.0,7.38万,10707.0,6.21,50582.3,1.61,1245044.0,173116.59,4.11,          9.44㈡,1833901.75,1149.76,224014.59,6074.0,1481428.63,上海,6.74,774167.0,578527.31,27823.0,4.06,38.67,21.49,1.77,197335.0,3.81,2184.1,1080000.0,3034125.75,1360680448.0,33878.4,15.64,6.9,-17.95,43233.6,6.65,6.11,7.15,283277.09,--  ,60.44,711.0,0.0024,0.05,1.7,0.160㈡,0.26,2840.0,1152530.25,984340.19,        201.53亿,292500.0,-1.28,174846.0,石油加工,192423.91,273179.0,224268.3,5.32,3123386.5,4215245.0,0.0,20150828.0,38.64,1.28,25.9
600689,上海三毛,         30.57亿,4878.72,0.0,19931108.0,0.0,10.11万,6646.0,--  ,21178.32,--  ,0.0,-1112.65,-1.95,         -3.12㈡,35656.31,24.74,-2062.85,0.0,8376.12,上海,15.21,0.0,3527.15,1382.56,8.57,334.3,--  ,5.36,4342.43,0.2,9056.32,20099.13,76041.85,0.0,5769.75,0.0,0.0,-10.0,816.9,15.21,--  ,--  ,-10053.61,--  ,46.89,0.0,0.0,1.05,1.77,-0.055㈡,-0.5,1.0,31665.56,38313.94,         23.15亿,15220.41,0.0,-1118.49,纺织,914.46,22902.0,3939.86,6.91,53195.51,57008.13,0.0,20150829.0,51.29,0.0,6.69
600690,青岛海尔,        633.75亿,0.0,0.0,19931119.0,1328.0,32.46万,31361.0,9.65,366631.72,1.61,785656.0,262885.72,6.27,         10.55㈡,2491981.0,2.0,388640.59,50.0,748453.88,山东,10.2,487514.0,628777.44,878920.13,2.54,38.51,12.05,1.51,679933.5,2.58,-198614.91,612315.44,7541719.0,1299173120.0,46815.98,8.8,2.31,-10.81,117237.42,10.11,9.58,10.47,1548436.88,--  ,33.04,445.0,0.0008,0.6,4.07,0.429㈡,2.53,2858.0,3820007.5,5648754.5,        569.65亿,550387.75,-0.48,330016.59,家用电器,164567.77,175501.0,376098.84,8.97,3027389.5,4192008.5,0.0,20150829.0,55.3,1.31,27.78
600691,*ST阳化,         52.18亿,0.0,0.0,19931119.0,119.0,8.14万,27396.0,2.96,324043.94,1.15,211680.0,3976.45,0.4,          0.86㈡,460171.59,108.48,11447.37,498.0,1242598.88,四川,3.01,184802.0,168614.11,170109.11,1.13,12.89,65.61,0.52,126949.96,-3.68,185649.95,175678.69,4047463.25,119184824.0,-674.58,5.83,3.33,8.55,186924.41,3.09,2.95,3.13,-18555.47,--  ,11.37,214.0,0.0018,1.84,2.62,0.023㈡,-0.11,1849.0,2317188.0,1461031.5,         35.39亿,119144.39,0.0,5953.25,农药化肥,40481.3,43490.0,8024.25,0.8,913540.69,1005903.63,0.0,20150827.0,84.43,0.9,9.18
600692,亚通股份,         34.02亿,0.0,0.0,19931119.0,163.0,8.97万,9279.0,9.48,6123.2,1.14,124186.0,673.6,3.95,          1.22㈡,55242.05,-46.69,888.62,60.0,9432.05,上海,10.19,109375.0,104983.97,2570.75,6.16,31.01,252.49,19.96,6473.06,-6.99,19898.18,35176.41,228511.02,237889232.0,413.01,15.36,9.16,-29.7,1274.56,10.42,9.47,11.07,8677.03,--  ,24.17,101.0,0.004,0.17,1.57,0.019㈡,0.25,2313.0,115615.57,168019.91,         24.66亿,25501.05,-0.3,727.23,水运,10968.66,27484.0,878.15,5.15,14165.02,17038.84,0.0,20150825.0,74.7,0.98,16.87
600693,东百集团,         32.02亿,0.0,0.0,19931122.0,107.0,17.65万,24750.0,7.0,57653.63,0.87,33659.0,4581.81,5.52,          2.53㈡,180893.02,-73.04,5876.35,10.0,30796.6,福建,7.21,38753.0,275995.13,0.0,1.77,-17.08,34.94,3.86,677.53,-3.18,25010.67,44911.46,480899.91,52207164.0,2320.74,8.54,2.12,-8.44,107.25,7.38,6.93,7.56,60875.51,--  ,37.62,62.0,0.0018,1.28,4.03,0.120㈡,1.36,1177.0,256015.16,409845.06,         24.40亿,34216.55,0.84,4313.64,百货,-18748.8,13825.0,5856.4,7.05,63187.23,83042.25,0.0,20150816.0,62.38,0.54,23.91
600694,大商股份,         98.63亿,0.0,0.0,19931122.0,2780.0,55.88万,16641.0,31.57,143825.41,1.44,49684.0,61500.55,3.72,          9.70㈡,634193.13,-18.03,89138.74,54.0,443215.16,辽宁,32.9,34582.0,104993.32,30526.4,1.56,21.63,8.02,0.6,19964.68,3.43,-45005.92,29371.86,1550720.5,277241152.0,53.52,8.36,2.87,-2.72,141429.95,32.53,31.0,33.72,412366.25,--  ,40.9,49.0,0.0017,4.9,21.59,2.094㈡,14.04,1713.0,749897.63,823444.38,         98.63亿,29371.86,-0.23,64815.53,百货,45593.2,17650.0,87566.06,5.3,1289982.63,1653487.63,0.0,20150828.0,57.13,1.16,21.98
600695,绿庭投资,         41.22亿,34673.28,0.0,19931122.0,327.0,3.35万,5803.0,5.88,39090.09,1.02,34731.0,736.15,5.94,          0.77㈡,95745.81,128.33,743.27,94.0,9719.07,上海,5.95,34004.0,546.77,1527.32,4.31,71.95,279.99,33.28,5911.77,-4.73,15922.65,71320.0,130781.32,40889432.0,2573.81,9.7,1.88,18.19,5577.35,6.08,5.69,6.28,-81677.99,--  ,73.21,49.0,0.0013,0.55,1.34,0.010㈡,-1.15,1401.0,13761.9,26221.9,         21.18亿,36646.71,-0.34,743.27,食品,5729.56,63151.0,582.1,4.7,11568.55,12386.44,0.0,20150902.0,25.62,0.73,6.6
600696,匹凸匹,         38.45亿,0.0,0.0,19931206.0,0.0,8.78万,7773.0,--  ,2989.9,--  ,0.0,-2340.11,--  ,         -4.09㈡,57218.8,-105.27,-2424.16,0.0,1242.17,上海,11.29,0.0,112358.05,5687.52,6.72,-84.44,--  ,-1098567.0,4.47,0.2,3123.9,34056.55,135434.77,0.0,171.61,0.0,0.0,-100.04,45.58,11.29,--  ,--  ,16962.99,--  ,42.25,0.0,0.0,0.09,1.68,-0.069㈡,0.5,1.0,72509.57,131741.09,         38.45亿,34056.55,0.0,-2424.16,区域地产,-4553.28,43812.0,-2228.93,--  ,0.0,-0.35,0.0,20150731.0,53.55,0.0,--  
600697,欧亚集团,         34.39亿,0.0,0.0,19931206.0,14.0,29.29万,13547.0,21.51,29804.0,0.95,13932.0,12946.75,2.03,          7.52㈡,172263.05,11.19,30131.61,68.0,683810.94,吉林,21.98,14660.0,241781.59,127852.22,2.0,-9.46,13.28,0.54,839.84,-2.76,13316.76,15908.8,1415366.13,62832816.0,-51.08,7.81,1.84,10.8,51196.64,22.28,21.21,22.95,117421.2,--  ,12.17,21.0,0.0014,1.87,10.83,0.814㈡,7.38,1333.0,944772.69,441223.56,         33.54亿,15515.59,-0.59,22477.1,百货,-36344.65,11453.0,27629.03,4.34,521981.56,637039.5,0.0,20150820.0,78.8,0.79,18.06
600698,湖南天雁,         58.21亿,23000.0,0.0,19931206.0,9446.0,2.68万,4475.0,6.2,37418.3,1.02,97935.0,491.68,1.87,          0.70㈡,70315.5,-79.29,514.64,106.0,17638.42,湖南,6.32,95560.0,13722.55,0.0,8.28,-920.17,591.97,22.14,24272.5,-9.59,6055.24,97181.74,120416.75,122256816.0,0.0,12.95,4.5,-17.73,209.25,6.64,5.98,6.84,-72684.53,--  ,58.39,82.0,0.0019,0.39,0.72,0.005㈡,-0.75,2353.0,49427.1,97058.81,         25.77亿,43019.48,-0.82,491.68,汽车配件,-632.62,96140.0,224.5,0.85,20212.42,26289.55,0.0,20150729.0,41.61,0.61,23.12
600699,均胜电子,        144.53亿,0.0,0.0,19931206.0,930.0,38.26万,16840.0,22.45,118625.22,1.11,150772.0,18843.48,4.83,          7.70㈡,244732.72,20.37,27010.27,375.0,239413.91,浙江,22.28,135946.0,112330.22,16550.95,5.91,73.89,38.35,3.71,127696.63,-4.89,482.46,63614.48,767327.63,638940992.0,466.73,11.07,6.38,15.24,79307.11,23.94,21.55,24.2,109374.67,--  ,31.89,119.0,0.0026,1.86,3.85,0.296㈡,1.72,2416.0,313650.56,351567.41,        102.05亿,44914.48,-0.08,19956.98,汽车配件,19561.32,26672.0,24952.09,6.4,305177.38,389793.53,0.0,20150826.0,65.95,1.39,21.71
600701,工大高新,         57.76亿,0.0,0.0,19960528.0,60.0,10.05万,8682.0,11.52,10693.28,1.14,116270.0,-2868.59,-8.46,         -3.27㈡,87703.5,-40.65,-2926.81,272.0,21855.32,黑龙江,12.06,101880.0,2206.32,24171.35,6.59,29.44,--  ,17.04,3277.2,-6.71,-4449.89,49878.19,295079.41,263165200.0,-10.38,11.66,4.37,-10.59,33836.37,12.44,11.52,12.97,18157.03,--  ,29.72,89.0,0.0018,0.21,1.76,-0.058㈡,0.36,2452.0,110454.52,25107.35,         57.76亿,49878.19,-0.34,-2964.11,综合类,19620.75,57449.0,-3528.93,-10.41,21762.5,33899.45,0.0,20150828.0,62.09,0.65,35.8
600702,沱牌舍得,         40.98亿,0.0,0.0,19960524.0,95.0,13.26万,10915.0,12.1,79931.05,0.93,97510.0,674.58,1.08,          0.30㈡,225219.66,-35.57,1967.43,5.0,57236.05,四川,12.45,104832.0,209821.2,0.0,1.82,882.45,303.76,6.53,5722.1,-6.69,5541.41,33730.0,379101.38,251948208.0,848.8,11.57,6.0,-14.21,17116.3,13.05,11.81,13.32,86992.43,--  ,59.41,84.0,0.0025,2.37,6.68,0.020㈡,2.58,2415.0,153557.13,261677.41,         40.98亿,33730.0,0.16,674.58,白酒,464.41,30902.0,1812.7,2.89,30324.73,62719.6,0.0,20150821.0,40.59,0.64,51.65
600703,三安光电,        512.36亿,0.0,0.0,19960528.0,6649.0,53.06万,24782.0,20.02,541275.56,1.82,289970.0,90400.59,39.45,          7.79㈡,1161129.63,35.76,114970.02,3928.0,458492.59,湖北,21.07,159575.0,128402.15,0.0,4.41,52.4,28.34,22.36,148770.92,0.48,-167718.55,239308.48,1688361.63,946980224.0,-179.52,8.81,1.9,5.26,128421.9,21.35,20.0,21.88,372021.09,--  ,68.77,178.0,0.0008,2.26,4.85,0.378㈡,1.55,2528.0,187611.81,825998.06,        507.50亿,237037.84,-0.55,94366.38,半导体,97775.63,95648.0,85438.46,37.29,118765.65,229140.02,0.0,20150819.0,31.23,0.96,48.17
600704,物产中大,        144.12亿,0.0,0.0,19960606.0,1.0,22.64万,15644.0,13.68,223902.97,1.16,324969.0,34961.28,1.9,          5.63㈡,621238.56,45.79,61302.06,242.0,144248.27,浙江,14.53,281241.0,1738026.38,148250.92,2.32,24.09,20.61,0.78,85462.06,-3.84,360013.94,99599.52,3658965.25,881022400.0,34245.12,14.59,6.35,3.47,77785.45,15.08,13.68,15.88,245600.3,--  ,16.98,218.0,0.0023,2.25,6.24,0.351㈡,2.47,2777.0,2406107.0,2948218.5,        138.17亿,95489.92,-0.27,45608.05,商贸代理,59820.6,61040.0,60083.96,3.26,1715380.75,1844645.25,0.0,20150825.0,78.97,0.95,7.01
600705,中航资本,        542.36亿,0.0,0.0,19960516.0,103.0,30.31万,20859.0,13.59,445387.41,1.51,689768.0,144245.31,96.58,          7.73㈡,1865690.75,28.1,282574.31,1971.0,303152.0,黑龙江,14.35,458127.0,2078.62,713047.63,2.91,-663.09,18.8,36.32,8132.06,-1.09,218541.41,373269.84,12366349.0,1646807296.0,77340.86,9.31,3.08,0.0,3520.28,14.72,13.59,14.96,400105.16,--  ,15.09,402.0,0.0011,1.19,5.0,0.386㈡,1.07,2854.0,7682157.0,7277401.5,        542.36亿,373269.84,-1.02,215138.17,多元金融,-8179.25,178946.0,283163.03,189.6,66871.25,149345.5,0.0,20150828.0,79.15,0.71,55.22
600706,曲江文旅,         22.26亿,0.0,0.0,19960516.0,3.0,21.19万,17090.0,12.5,44848.15,1.23,21479.0,2718.55,5.61,          3.35㈡,81193.36,19.4,3126.29,19.0,90508.93,陕西,12.85,17443.0,5432.95,209.28,2.74,59.23,40.94,4.59,37851.93,-6.77,4252.49,17950.97,179515.16,50014704.0,0.0,9.53,2.19,-7.98,16337.27,13.33,12.38,13.65,18394.22,--  ,45.23,34.0,0.0019,2.5,4.52,0.151㈡,1.02,1133.0,81511.36,66452.78,         22.06亿,17790.86,-0.4,2672.68,旅游服务,3757.8,10410.0,2951.75,6.09,31220.73,48470.9,0.0,20150825.0,54.65,0.89,35.59
600707,彩虹股份,        101.82亿,0.0,0.0,19960520.0,0.0,24.75万,17911.0,--  ,424144.16,--  ,0.0,-15706.59,-91.08,        -12.52㈡,125412.8,-130.77,-17505.35,0.0,280123.56,陕西,13.82,0.0,16223.17,15032.82,8.12,-206.81,--  ,59.05,10411.07,0.2,8582.08,73675.77,603690.81,0.0,0.0,0.0,0.0,211.06,9037.05,13.82,--  ,--  ,-395421.22,--  ,20.77,0.0,0.0,5.76,1.7,-0.213㈡,-5.37,1.0,273898.47,42408.78,        101.54亿,73471.77,0.0,-17505.35,元器件,-4923.33,41021.0,-17726.78,-102.8,19265.6,17244.28,0.0,20150826.0,76.74,0.0,-11.72
